"nces_cd","name","locale","district_size","num_schools","num_students","frl_percent","address","city","zip","county","postal_cd","latitude","longitude","exclude_from_analysis","ia_bandwidth_per_student","meeting_2014_goal_no_oversub","meeting_2018_goal_oversub","monthly_ia_cost_per_mbps","total_ia_bw_mbps","total_ia_monthly_cost","gt_1g_wan_lines","lt_1g_fiber_wan_lines","lt_1g_nonfiber_wan_lines","meeting_2014_goal_no_oversub_fcc_25","meeting_2018_goal_oversub_fcc_25","meeting_goals_district","exclude","not_all_scalable","new_connect_type_goals","c1_discount_rate","zero_build_cost_to_district","n_schools_wan_needs","n_schools_in_wan_needs_calculation","schools_on_fiber","schools_may_need_upgrades","schools_need_upgrades"
2706180,"BREWSTER PUBLIC SCHOOL DISTRICT","Rural","Tiny",1,141,0.650684932,"915 4TH AVE","BREWSTER",56119,"NOBLES COUNTY","MN",43.697714,-95.465931,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",90,1,0,0,0,1,0
2706240,"BROOKLYN CENTER SCHOOL DISTRICT","Suburban","Small",3,2153,0.744602664,"6500 HUMBOLDT AVE NORTH","BROOKLYN CENTER",55430,"HENNEPIN COUNTY","MN",45.07469,-93.297081,FALSE,116.12,"Meeting Goal","Not Meeting 2018 Goals",14.39166667,250.00636,3598.008198,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",90,1,3,3,1,2,0
2706300,"BROWERVILLE PUBLIC SCHOOL DISTRICT","Rural","Small",2,424,0.48364486,"620 PARK AVE NORTH","BROWERVILLE",56438,"TODD COUNTY","MN",46.08571,-94.871651,FALSE,2358.49,"Meeting Goal","Meeting 2018 Goals",0.74,999.99976,739.9998224,0,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
2707110,"BROWNS VALLEY PUBLIC SCHOOL DIST.","Rural","Small",2,97,0.714285714,"118 CHURCH ST","BROWNS VALLEY",56219,"TRAVERSE COUNTY","MN",45.593207,-96.829758,FALSE,309.28,"Meeting Goal","Not Meeting 2018 Goals",60.50833333,30.00016,1815.259681,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
2707200,"BUFFALO-HANOVER-MONTROSE PUBLIC SCH","Small Town","Medium",10,5785,0.277853261,"214 1ST AVE NE","BUFFALO",55313,"WRIGHT COUNTY","MN",45.17542,-93.874011,FALSE,51.86,"Not Meeting Goal","Not Meeting 2018 Goals",36.75333333,300.0101,11026.37121,7,0,1,FALSE,FALSE,0,"Clean",0,"Fiber",60,0,9,11,10,0,0
2707290,"BURNSVILLE PUBLIC SCHOOL DISTRICT","Suburban","Large",19,9478,0.436457261,"100 RIVER RIDGE COURT","BURNSVILLE",55337,"DAKOTA COUNTY","MN",44.77942,-93.283271,FALSE,21.1,"Not Meeting Goal","Not Meeting 2018 Goals",20.67,199.9858,4133.706486,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",60,0,17,18,19,0,0
2707320,"BUTTERFIELD PUBLIC SCHOOL DISTRICT","Rural","Small",2,220,0.674208145,"440 HUBBARD AVE","BUTTERFIELD",56120,"WATONWAN COUNTY","MN",43.959063,-94.791035,FALSE,454.55,"Meeting Goal","Not Meeting 2018 Goals",14,100.001,1400.014,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
2707350,"BYRON PUBLIC SCHOOL DISTRICT","Small Town","Small",3,1837,0.156788793,"1887 SECOND AVE NW","BYRON",55920,"OLMSTED COUNTY","MN",44.043421,-92.648504,TRUE,54.44,"Not Meeting Goal","Not Meeting 2018 Goals",17.9,100.00628,1790.112412,0,0,0,FALSE,FALSE,0,"Dirty",1,"Fiber",50,0,3,3,1,2,0
2707380,"CALEDONIA PUBLIC SCHOOL DISTRICT","Rural","Small",3,682,0.330472103,"511 WEST MAIN ST","CALEDONIA",55921,"HOUSTON COUNTY","MN",43.634443,-91.501688,FALSE,1473.61,"Meeting Goal","Meeting 2018 Goals",3.065,1005.00202,3080.331191,0,1,0,TRUE,TRUE,1,"Clean",0,"Fiber",60,0,3,3,3,0,0
2707410,"CAMBRIDGE-ISANTI PUBLIC SCHOOL DIST","Small Town","Medium",11,5003,0.369176332,"625A MAIN ST NORTH","CAMBRIDGE",55008,"ISANTI COUNTY","MN",45.579025,-93.219809,FALSE,69.96,"Not Meeting Goal","Not Meeting 2018 Goals",6.8,350.00988,2380.067184,9,3,0,FALSE,FALSE,0,"Clean",0,"Fiber",70,0,8,11,11,0,0
2707450,"CAMPBELL-TINTAH PUBLIC SCHOOL DIST.","Rural","Small",2,135,0.569343066,"430 CONNECTICUT AVE","CAMPBELL",56522,"WILKIN COUNTY","MN",46.096734,-96.405263,FALSE,333.33,"Meeting Goal","Not Meeting 2018 Goals",58.14333333,44.99955,2616.423836,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
2707470,"CANBY PUBLIC SCHOOL DISTRICT","Rural","Small",2,492,0.376,"307 1ST ST WEST","CANBY",56220,"YELLOW MEDICINE COUNTY","MN",44.710391,-96.278965,FALSE,203.25,"Meeting Goal","Not Meeting 2018 Goals",24.13916667,99.999,2413.892528,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",70,0,0,0,0,2,0
2707500,"CANNON FALLS PUBLIC SCHOOL DISTRICT","Small Town","Small",3,1164,0.228279387,"820 EAST MINNESOTA ST","CANNON FALLS",55009,"GOODHUE COUNTY","MN",44.51263,-92.886541,FALSE,171.82,"Meeting Goal","Not Meeting 2018 Goals",15.75,199.99848,3149.97606,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",60,0,2,3,1.5,1.5,0
2707590,"CARLTON PUBLIC SCHOOL DISTRICT","Rural","Small",3,476,0.343621399,"405 SCHOOL AVE","CARLTON",55718,"CARLTON COUNTY","MN",46.66507,-92.422527,FALSE,420.17,"Meeting Goal","Not Meeting 2018 Goals",5.463333333,200.00092,1092.671693,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,2,3,2,1,0
2708070,"CASS LAKE-BENA PUBLIC SCHOOLS","Rural","Small",4,1120,0.838196286,"208 CENTRAL AVE NW","CASS LAKE",56633,"CASS COUNTY","MN",47.37997,-94.603211,FALSE,446.43,"Meeting Goal","Not Meeting 2018 Goals",6.2075,500.0016,3103.759932,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",90,1,3,4,1.33333333333333,2.66666666666667,0
2708100,"CENTENNIAL PUBLIC SCHOOL DISTRICT","Suburban","Medium",13,6463,0.195166718,"4707 NORTH RD","CIRCLE PINES",55014,"ANOKA COUNTY","MN",45.15463,-93.149221,FALSE,154.73,"Meeting Goal","Not Meeting 2018 Goals",6.025,1000.01999,6025.12044,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",40,0,7,13,13,0,0
2708190,"EASTERN CARVER COUNTY PUBLIC SCHOOL","Suburban","Large",18,9197,0.177196181,"11 PEAVEY RD","CHASKA",55318,"CARVER COUNTY","MN",44.84174,-93.596841,FALSE,43.49,"Not Meeting Goal","Not Meeting 2018 Goals",27.425,399.97753,10969.38376,12,12,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,14,17,18,0,0
2708220,"CHATFIELD PUBLIC SCHOOLS","Rural","Small",2,900,0.258810573,"205 UNION ST NE","CHATFIELD",55923,"OLMSTED COUNTY","MN",43.85346,-92.191471,FALSE,338.89,"Meeting Goal","Not Meeting 2018 Goals",6.5075,305.001,1984.794008,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",60,0,0,0,1,1,0
2708910,"CHISHOLM PUBLIC SCHOOL DISTRICT","Small Town","Small",3,743,0.468169761,"300 SW 3RD AVE","CHISHOLM",55719,"ST. LOUIS COUNTY","MN",47.485062,-92.884673,FALSE,269.18,"Meeting Goal","Not Meeting 2018 Goals",7.1625,200.00074,1432.5053,2,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,3,3,3,0,0
2708940,"CHOKIO-ALBERTA PUBLIC SCHOOL DIST.","Rural","Small",2,150,0.460526316,"311 FIRST ST WEST","CHOKIO",56221,"STEVENS COUNTY","MN",45.572375,-96.172502,FALSE,300,"Meeting Goal","Not Meeting 2018 Goals",58.14333333,45,2616.45,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,2,0,0
2709330,"CLEVELAND PUBLIC SCHOOL DISTRICT","Rural","Small",2,437,0.318181818,"400 6TH ST","CLEVELAND",56017,"LE SUEUR COUNTY","MN",44.323297,-93.834865,FALSE,2288.33,"Meeting Goal","Meeting 2018 Goals",2.08,1000.00021,2080.000437,0,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",60,0,0,0,2,0,0
2709360,"CLIMAX-SHELLY PUBLIC SCHOOLS","Rural","Small",2,173,0.643678161,"111 EAST BROADWAY","CLIMAX",56523,"POLK COUNTY","MN",47.607831,-96.814739,FALSE,578.03,"Meeting Goal","Not Meeting 2018 Goals",27.45083333,99.99919,2745.061098,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,0,0,2,0,0
2709420,"CLOQUET PUBLIC SCHOOL DISTRICT","Small Town","Medium",7,2405,0.448205546,"302 14TH ST","CLOQUET",55720,"CARLTON COUNTY","MN",46.717736,-92.448968,FALSE,83.16,"Not Meeting Goal","Not Meeting 2018 Goals",3.206666667,199.9998,641.332692,1,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",70,0,4,6,2.8,4.2,0
2709440,"ROCORI PUBLIC SCHOOL DISTRICT","Small Town","Medium",6,2009,0.24567474,"534 NORTH 5TH AVE","COLD SPRING",56320,"STEARNS COUNTY","MN",45.450366,-94.431322,FALSE,49.78,"Not Meeting Goal","Not Meeting 2018 Goals",14.9,100.00802,1490.119498,3,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",60,0,5,6,4.8,1.2,0
2709480,"GREENWAY PUBLIC SCHOOL DISTRICT","Rural","Small",3,1022,0.511406844,"201 KATE ST","MARBLE",55764,"ITASCA COUNTY","MN",47.320433,-93.298652,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,3,0,0,FALSE,FALSE,0,"Dirty",0,"Other / Uncategorized",80,1,3,4,3,0,0
2709510,"COLUMBIA HEIGHTS PUBLIC SCHOOL DIST","Suburban","Medium",6,2963,0.78047979,"1440 49TH AVE NE","COLUMBIA HEIGHTS",55421,"ANOKA COUNTY","MN",45.056695,-93.238634,FALSE,135,"Meeting Goal","Not Meeting 2018 Goals",13.44,400.005,5376.0672,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",90,1,5,7,6,0,0
2709540,"COMFREY PUBLIC SCHOOL DISTRICT","Rural","Small",2,165,0.389221557,"305 OCHRE ST WEST","COMFREY",56019,"BROWN COUNTY","MN",44.108906,-94.907504,FALSE,606.06,"Meeting Goal","Not Meeting 2018 Goals",19.97166667,99.9999,1997.16467,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",70,0,0,0,0,2,0
2709690,"CROMWELL-WRIGHT PUBLIC SCHOOLS","Rural","Small",2,326,0.48048048,"5624 HWY 210","CROMWELL",55726,"CARLTON COUNTY","MN",46.67893,-92.868346,FALSE,613.5,"Meeting Goal","Not Meeting 2018 Goals",7.25,200.001,1450.00725,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,2,0,0
2709720,"CROOKSTON PUBLIC SCHOOL DISTRICT","Small Town","Small",5,1284,0.440338722,"402 FISHER AVE","CROOKSTON",56716,"POLK COUNTY","MN",47.789294,-96.604954,FALSE,389.41,"Meeting Goal","Not Meeting 2018 Goals",25.35666667,500.00244,12678.3952,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,4,6,1,4,0
2709750,"CROSBY-IRONTON PUBLIC SCHOOL DIST.","Small Town","Small",2,1155,0.544142615,"711 POPLAR ST","CROSBY",56441,"CROW WING COUNTY","MN",46.477992,-93.96541,FALSE,86.58,"Not Meeting Goal","Not Meeting 2018 Goals",16.6,99.9999,1659.99834,0,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",70,0,0,0,1,1,0
2709960,"CYRUS PUBLIC SCHOOL DISTRICT","Rural","Tiny",1,31,0.46875,"100 NORTH NELSON","CYRUS",56323,"POPE COUNTY","MN",45.611555,-95.736388,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",70,0,0,0,0,1,0
2710060,"DASSEL-COKATO PUBLIC SCHOOL DIST.","Rural","Small",5,2231,0.323477493,"4852 REARDON AVE SW","COKATO",55321,"WRIGHT COUNTY","MN",45.0823,-94.233781,FALSE,224.11,"Meeting Goal","Not Meeting 2018 Goals",8.99,499.98941,4494.904796,0,0,1,TRUE,FALSE,1,"Clean",1,"Fiber",60,0,4,5,1.25,2.5,1.25
2710090,"DAWSON-BOYD PUBLIC SCHOOL DISTRICT","Rural","Small",2,494,0.404,"848 CHESTNUT ST","DAWSON",56232,"LAC QUI PARLE COUNTY","MN",44.929988,-96.058122,FALSE,2024.29,"Meeting Goal","Meeting 2018 Goals",NA,999.99926,NA,0,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",70,0,0,0,2,0,0
2710140,"DEER RIVER PUBLIC SCHOOL DISTRICT","Rural","Small",2,874,0.668881506,"101 1ST AVE NE","DEER RIVER",56636,"ITASCA COUNTY","MN",47.333886,-93.792879,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",80,1,0,0,0,2,0
2710170,"DELANO PUBLIC SCHOOL DISTRICT","Small Town","Small",3,2317,0.141025641,"700 ELM AVE EAST","DELANO",55328,"WRIGHT COUNTY","MN",45.042931,-93.776925,FALSE,116.53,"Meeting Goal","Not Meeting 2018 Goals",16.55583333,270.00001,4470.075166,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",50,0,3,3,3,0,0
2710230,"DETROIT LAKES PUBLIC SCHOOL DIST.","Small Town","Medium",12,2868,0.410963568,"702 LAKE AVE","DETROIT LAKES",56501,"BECKER COUNTY","MN",46.81938,-95.846779,FALSE,125.52,"Meeting Goal","Not Meeting 2018 Goals",9.489166667,359.99136,3416.018014,0,5,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,4,9,12,0,0
2710260,"DILWORTH-GLYNDON-FELTON","Suburban","Small",4,1465,0.267160162,"108 NORTH MAIN","DILWORTH",56529,"CLAY COUNTY","MN",46.877621,-96.703238,FALSE,276.45,"Meeting Goal","Not Meeting 2018 Goals",11.1625,404.99925,4520.804128,1,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",50,0,4,4,4,0,0
2711010,"DOVER-EYOTA PUBLIC SCHOOL DISTRICT","Rural","Small",3,1144,0.202081526,"615 SOUTH AVE SW","EYOTA",55934,"OLMSTED COUNTY","MN",43.98046,-92.231711,FALSE,87.41,"Not Meeting Goal","Not Meeting 2018 Goals",9,99.99704,899.97336,0,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",50,0,3,3,1.5,1.5,0
2711040,"DULUTH PUBLIC SCHOOL DISTRICT","Urban","Large",28,8837,0.451662971,"215 NORTH 1ST AVE EAST","DULUTH",55802,"ST. LOUIS COUNTY","MN",46.789316,-92.099354,FALSE,113.16,"Meeting Goal","Not Meeting 2018 Goals",3.5,999.99492,3499.98222,16,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",60,0,15,23,19.8333333333333,8.16666666666667,0
2711085,"EAST CENTRAL SCHOOL DISTRICT","Rural","Small",4,764,0.58043758,"61085 STATE HWY 23","FINLAYSON",55735,"PINE COUNTY","MN",46.179732,-92.844881,FALSE,196.34,"Meeting Goal","Not Meeting 2018 Goals",9.2,150.00376,1380.034592,4,0,1,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,2,3,4,0,0
2711130,"EAST GRAND FORKS PUBLIC SCHOOL DIST","Suburban","Small",4,1731,0.311250714,"1420 4TH AVE NW","EAST GRAND FORKS",56721,"POLK COUNTY","MN",47.938629,-97.024448,FALSE,115.54,"Meeting Goal","Not Meeting 2018 Goals",30.22,199.99974,6043.992143,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",50,0,4,4,1,3,0
2711190,"EDEN VALLEY-WATKINS SCHOOL DISTRICT","Rural","Small",4,919,0.410885806,"298 BROOKS ST NORTH","EDEN VALLEY",55329,"STEARNS COUNTY","MN",45.326571,-94.545201,FALSE,108.81,"Meeting Goal","Not Meeting 2018 Goals",19.45,99.99639,1944.929786,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,2,3,1,3,0
2711220,"EDGERTON PUBLIC SCHOOL DISTRICT","Rural","Small",2,336,0.38483965,"423 1ST AVE WEST","EDGERTON",56128,"PIPESTONE COUNTY","MN",43.876216,-96.130184,FALSE,297.62,"Meeting Goal","Not Meeting 2018 Goals",21.12916667,100.00032,2112.923428,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",70,0,0,0,0,2,0
2711250,"EDINA PUBLIC SCHOOL DISTRICT","Suburban","Medium",12,8323,0.082838832,"5701 NORMANDALE RD","EDINA",55424,"HENNEPIN COUNTY","MN",44.89833,-93.346911,FALSE,66.08,"Not Meeting Goal","Not Meeting 2018 Goals",13.42583333,549.98384,7383.991372,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,10,12,12,0,0
2711370,"ELK RIVER PUBLIC SCHOOL DISTRICT","Suburban","Large",26,12520,0.217967831,"815 HWY 10","ELK RIVER",55330,"SHERBURNE COUNTY","MN",45.304441,-93.568902,FALSE,39.94,"Not Meeting Goal","Not Meeting 2018 Goals",6.26,500.0488,3130.305488,13,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",50,0,18,24,26,0,0
2711460,"ELLSWORTH PUBLIC SCHOOL DISTRICT","Rural","Small",2,168,0.410714286,"513 SOUTH BROADWAY","ELLSWORTH",56129,"NOBLES COUNTY","MN",43.516103,-96.018322,FALSE,595.24,"Meeting Goal","Not Meeting 2018 Goals",19.99666667,100.00032,1999.673066,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",70,0,0,0,0,2,0
2711520,"ELY PUBLIC SCHOOL DISTRICT","Small Town","Small",2,549,0.372302158,"600 EAST HARVEY ST","ELY",55731,"ST. LOUIS COUNTY","MN",47.901271,-91.857939,FALSE,182.15,"Meeting Goal","Not Meeting 2018 Goals",19.375,100.00035,1937.506781,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,2,0,0
2711610,"EVANSVILLE PUBLIC SCHOOL DISTRICT","Rural","Small",2,163,0.449101796,"123 2ND AVE","EVANSVILLE",56326,"DOUGLAS COUNTY","MN",46.006396,-95.686856,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",70,0,0,0,0,2,0
2711670,"MINNETONKA PUBLIC SCHOOL DISTRICT","Suburban","Medium",9,9486,0.077558273,"5621 COUNTY RD 101","MINNETONKA",55345,"HENNEPIN COUNTY","MN",44.90149,-93.509661,FALSE,26.35,"Not Meeting Goal","Not Meeting 2018 Goals",20.74416667,249.9561,5185.130998,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,9,10,9,0,0
2711760,"FARIBAULT PUBLIC SCHOOL DISTRICT","Small Town","Medium",12,3861,0.556708861,"2800 1ST AVE NW","FARIBAULT",55021,"RICE COUNTY","MN",44.32066,-93.271251,FALSE,1813,"Meeting Goal","Meeting 2018 Goals",1.1425,6999.993,7997.492003,0,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",80,1,6,11,12,0,0
2711820,"FARMINGTON PUBLIC SCHOOL DISTRICT","Suburban","Medium",9,6683,0.161204606,"421 WALNUT ST","FARMINGTON",55024,"DAKOTA COUNTY","MN",44.636787,-93.143154,FALSE,32.92,"Not Meeting Goal","Not Meeting 2018 Goals",20.29083333,220.00436,4464.071801,0,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",40,0,8,9,9,0,0
2711880,"FERGUS FALLS PUBLIC SCHOOL DISTRICT","Small Town","Medium",6,2495,0.324649299,"601 RANDOLPH AVE","FERGUS FALLS",56537,"OTTER TAIL COUNTY","MN",46.28995,-96.064361,FALSE,40.08,"Not Meeting Goal","Not Meeting 2018 Goals",27.45083333,99.9996,2745.072353,0,5,0,FALSE,FALSE,0,"Clean",0,"Fiber",60,0,5,6,6,0,0
2711910,"FERTILE-BELTRAMI SCHOOL DISTRICT","Rural","Small",2,451,0.36761488,"210 MILL ST SOUTH","FERTILE",56540,"POLK COUNTY","MN",47.527698,-96.276069,FALSE,221.73,"Meeting Goal","Not Meeting 2018 Goals",27.45083333,100.00023,2745.089647,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,2,0,0
2712180,"FISHER PUBLIC SCHOOL DISTRICT","Rural","Small",2,257,0.366795367,"313 PARK AVE","FISHER",56723,"POLK COUNTY","MN",47.79794,-96.797703,FALSE,389.11,"Meeting Goal","Not Meeting 2018 Goals",27.45083333,100.00127,2745.118196,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",70,0,0,0,2,0,0
2712210,"FLOODWOOD PUBLIC SCHOOL DISTRICT","Rural","Small",3,268,0.503703704,"999 NOFOUND ST","FLOODWOOD",55736,"ST. LOUIS COUNTY","MN",46.93033,-92.916263,TRUE,NA,"Not Meeting Goal","Not Meeting 2018 Goals",NA,NA,NA,0,0,0,FALSE,FALSE,0,"Dirty",1,"Other / Uncategorized",70,0,2,3,0,3,0
2712240,"FOLEY PUBLIC SCHOOL DISTRICT","Rural","Small",3,1755,0.335217637,"840 NORMAN AVE NORTH","FOLEY",56329,"BENTON COUNTY","MN",45.669352,-93.914894,FALSE,56.98,"Not Meeting Goal","Not Meeting 2018 Goals",14.9,99.9999,1489.99851,0,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",60,0,3,3,1.5,1.5,0
2712270,"FOREST LAKE PUBLIC SCHOOL DISTRICT","Small Town","Medium",13,6667,0.252992463,"6100 210TH ST NORTH","FOREST LAKE",55025,"WASHINGTON COUNTY","MN",45.253876,-92.981822,FALSE,39,"Not Meeting Goal","Not Meeting 2018 Goals",14.1125,260.013,3669.433463,8,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",60,0,11,14,10.6363636363636,2.36363636363636,0
2712300,"FOSSTON PUBLIC SCHOOL DISTRICT","Rural","Small",2,672,0.474926254,"301 EAST 1ST ST","FOSSTON",56542,"POLK COUNTY","MN",47.575313,-95.748875,FALSE,111.61,"Meeting Goal","Not Meeting 2018 Goals",37.16666667,75.00192,2787.57136,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,0,0,1,1,0
2712360,"FRAZEE-VERGAS PUBLIC SCHOOL DIST.","Rural","Small",2,899,0.518191841,"305 NORTH LAKE ST","FRAZEE",56544,"BECKER COUNTY","MN",46.72597,-95.703261,FALSE,83.43,"Not Meeting Goal","Not Meeting 2018 Goals",37.16666667,75.00357,2787.632685,0,0,0,FALSE,FALSE,0,"Clean",1,"Fiber",70,0,0,0,1,1,0
2712420,"FRIDLEY PUBLIC SCHOOL DISTRICT","Suburban","Medium",7,2872,0.588215142,"6000 WEST MOORE LAKE DR","FRIDLEY",55432,"ANOKA COUNTY","MN",45.07616,-93.252541,FALSE,139.28,"Meeting Goal","Not Meeting 2018 Goals",14.115,400.01216,5646.171638,7,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",80,1,4,7,7,0,0
2712480,"FULDA PUBLIC SCHOOL DISTRICT","Rural","Small",3,299,0.337748344,"410 NORTH COLLEGE AVE","FULDA",56131,"MURRAY COUNTY","MN",43.873038,-95.605885,FALSE,334.45,"Meeting Goal","Not Meeting 2018 Goals",21.97,100.00055,2197.012084,0,0,0,TRUE,FALSE,1,"Clean",1,"Fixed Wireless",70,0,2,2,0,3,0
2712580,"G.F.W.","Rural","Small",3,790,0.403245943,"323 EAST 11TH ST","GIBBON",55335,"SIBLEY COUNTY","MN",44.533891,-94.522237,FALSE,1392.41,"Meeting Goal","Meeting 2018 Goals",3.295,1100.0039,3624.512851,0,3,0,TRUE,TRUE,1,"Clean",0,"Fiber",70,0,3,3,3,0,0
2712900,"GOODHUE PUBLIC SCHOOL DISTRICT","Rural","Small",2,655,0.21785174,"510 3RD AVE","GOODHUE",55027,"GOODHUE COUNTY","MN",44.401369,-92.628417,FALSE,152.67,"Meeting Goal","Not Meeting 2018 Goals",58,99.99885,5799.9333,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",60,0,0,0,2,0,0
2713020,"GOODRIDGE PUBLIC SCHOOL DISTRICT","Rural","Small",2,173,0.4,"201 OSMUND AVE","GOODRIDGE",56725,"PENNINGTON COUNTY","MN",48.146139,-95.807968,FALSE,433.53,"Meeting Goal","Not Meeting 2018 Goals",37.16666667,75.00069,2787.525645,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",80,1,0,0,1,1,0
2713040,"GRANADA HUNTLEY-EAST CHAIN","Rural","Small",2,205,0.52195122,"300 REYNOLDS ST","GRANADA",56039,"MARTIN COUNTY","MN",43.697698,-94.346474,FALSE,487.8,"Meeting Goal","Not Meeting 2018 Goals",17.58833333,99.999,1758.815745,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,0,0,1,1,0
2713110,"COOK COUNTY PUBLIC SCHOOLS","Rural","Small",5,465,0.333333333,"101 WEST 5TH ST","GRAND MARAIS",55604,"COOK COUNTY","MN",47.755682,-90.334623,FALSE,215.05,"Meeting Goal","Not Meeting 2018 Goals",14.375,99.99825,1437.474844,0,0,0,TRUE,FALSE,1,"Clean",1,"Fiber",70,0,3,3,2.5,2.5,0
2713140,"GRAND MEADOW PUBLIC SCHOOL DISTRICT","Rural","Small",3,398,0.345771144,"710 4TH AVE NE","GRAND MEADOW",55936,"MOWER COUNTY","MN",43.710265,-92.564396,FALSE,2512.56,"Meeting Goal","Meeting 2018 Goals",4.165833333,999.99888,4165.828668,0,0,0,TRUE,TRUE,1,"Clean",0,"Fiber",70,0,3,3,3,0,0
2713170,"GRAND RAPIDS PUBLIC SCHOOL DISTRICT","Small Town","Medium",14,3972,0.419274714,"820 NW 1ST AVE","GRAND RAPIDS",55744,"ITASCA COUNTY","MN",47.24115,-93.526331,TRUE,6.29,"Not Meeting Goal","Not Meeting 2018 Goals",4.398333333,24.98388,109.8874322,6,0,0,FALSE,FALSE,0,"Dirty",1,"Fiber",70,0,9,15,8.90909090909091,5.09090909090909,0
2713380,"HANCOCK PUBLIC SCHOOL DISTRICT","Rural","Small",2,285,0.275261324,"371 HANCOCK AVE","HANCOCK",56244,"STEVENS COUNTY","MN",45.497405,-95.791474,FALSE,263.16,"Meeting Goal","Not Meeting 2018 Goals",37.16666667,75.0006,2787.5223,0,0,0,TRUE,FALSE,1,"Clean",0,"Fiber",50,0,0,0,2,0,0
2713530,"HASTINGS PUBLIC SCHOOL DISTRICT","Small Town","Medium",9,4586,0.218615649,"1000 11TH ST WEST","HASTINGS",55033,"DAKOTA COUNTY","MN",44.73485,-92.866651,FALSE,43.61,"Not Meeting Goal","Not Meeting 2018 Goals",17.37,199.99546,3473.92114,4,0,0,FALSE,FALSE,0,"Clean",0,"Fiber",60,0,5,10,9,0,0
