frn_complete,false,plf
1699137207.0380001,0.0212123,0.9787877
1699137207.0390000,0.0307562,0.9692438
1699136945.0020001,0.0236499,0.9763501
1699136945.0050001,0.0238590,0.9761410
1699136945.0070002,0.0238590,0.9761410
1699137205.0039999,0.0236499,0.9763501
1699136945.0029998,0.0236499,0.9763501
1699136945.0079999,0.0236499,0.9763501
1699136945.0120001,0.0216244,0.9783756
1699136945.0129998,0.0242237,0.9757763
1699136945.0139999,0.0212123,0.9787877
1699136945.0150001,0.0212123,0.9787877
1699136945.0160000,0.0212123,0.9787877
1699136945.0170002,0.0216244,0.9783756
1699136945.0179999,0.0212123,0.9787877
1699136945.0190001,0.0212123,0.9787877
1699136945.0200000,0.0212123,0.9787877
1699136945.0209999,0.0212123,0.9787877
1699136945.0239999,0.0214214,0.9785786
1699136945.0250001,0.0212123,0.9787877
1699138449.0010002,0.9991405,0.0008595
1699055503.0010002,0.9991509,0.0008491
1699058325.0010002,0.0219651,0.9780349
1699058581.0010002,0.9418954,0.0581046
1699089223.0010002,0.9991674,0.0008326
1699134803.0010002,0.0053044,0.9946956
1699135597.0010002,0.0337272,0.9662728
1699135799.0010002,0.0337272,0.9662728
1699137334.0010002,0.0570092,0.9429908
1699135765.0010002,0.9992457,0.0007543
1699137072.0010002,0.0336446,0.9663554
1699138892.0010002,0.9261456,0.0738544
1699010302.0010002,0.9693934,0.0306066
1699137747.0010002,0.0218690,0.9781310
1699137747.0020001,0.0218690,0.9781310
1699137743.0010002,0.9277825,0.0722175
1699136588.0010002,0.9992320,0.0007680
1699136590.0010002,0.9992320,0.0007680
1699095809.0010002,0.0611863,0.9388137
1699134713.0010002,0.0339604,0.9660396
1699135261.0070002,0.0245335,0.9754665
1699135267.0010002,0.9602586,0.0397414
1699136982.0039999,0.0266404,0.9733596
1699138879.0010002,0.0218100,0.9781900
1699138879.0020001,0.0270194,0.9729806
1699138891.0010002,0.0218100,0.9781900
1699138891.0020001,0.0270194,0.9729806
1699065928.0010002,0.0514291,0.9485709
1699122181.0010002,0.0345962,0.9654038
1699122181.0020001,0.0345962,0.9654038
1699122181.0039999,0.0345962,0.9654038
1699122181.0050001,0.0345962,0.9654038
1699122181.0060000,0.0345962,0.9654038
1699122181.0070002,0.0345962,0.9654038
1699122181.0079999,0.9513933,0.0486067
1699136104.0010002,0.9714815,0.0285185
1699136107.0010002,0.0272526,0.9727474
1699136107.0020001,0.0222986,0.9777014
1699136444.0010002,0.9650181,0.0349819
1699138111.0010002,0.0578947,0.9421053
1699138232.0010002,0.0693397,0.9306603
1699138952.0010002,0.9992412,0.0007588
1699135460.0010002,0.0499422,0.9500578
1699135466.0010002,0.0494528,0.9505472
1699135469.0010002,0.0457738,0.9542262
1699135470.0010002,0.0457738,0.9542262
1699104332.0010002,0.9992225,0.0007775
1699107279.0010002,0.9992447,0.0007553
1699135822.0010002,0.0286723,0.9713277
1699138566.0010002,0.9992449,0.0007551
1699137586.0010002,0.0436099,0.9563901
1699137586.0020001,0.0406838,0.9593162
1699137989.0010002,0.0650751,0.9349249
1699136257.0020001,0.0442077,0.9557923
1699137365.0010002,0.0344095,0.9655905
1699067119.0010002,0.0359315,0.9640685
1699091804.0010002,0.9900459,0.0099541
1699135441.0010002,0.0633348,0.9366652
1699115514.0010002,0.9992340,0.0007660
1699115580.0010002,0.9992340,0.0007660
1699115605.0010002,0.0609186,0.9390814
1699115641.0010002,0.9992340,0.0007660
1699115869.0010002,0.0633348,0.9366652
1699134695.0010002,0.0344822,0.9655178
1699134703.0010002,0.0591623,0.9408377
1699134906.0020001,0.0246597,0.9753403
1699135425.0010002,0.9992340,0.0007660
1699135435.0010002,0.9992298,0.0007702
1699135594.0029998,0.0265325,0.9734675
1699135594.0039999,0.0242953,0.9757047
1699135594.0050001,0.0327883,0.9672117
1699136053.0010002,0.9992298,0.0007702
1699136480.0010002,0.0259770,0.9740230
1699138429.0010002,0.0355928,0.9644072
1699135716.0010002,0.8223257,0.1776743
1699012001.0010002,0.9503610,0.0496390
1699012023.0010002,0.0264217,0.9735783
1699044277.0010002,0.9992150,0.0007850
1699069934.0010002,0.0628828,0.9371172
1699137768.0010002,0.9444444,0.0555556
1699137775.0010002,0.0214677,0.9785323
1699135524.0020001,0.9232569,0.0767431
1699136169.0020001,0.0264217,0.9735783
1699136169.0029998,0.0236499,0.9763501
1699136169.0039999,0.0264217,0.9735783
1699064967.0010002,0.0360500,0.9639500
1699096119.0020001,0.9992241,0.0007759
1699136707.0010002,0.9359076,0.0640924
1699136707.0020001,0.9458384,0.0541616
1699105333.0010002,0.9275795,0.0724205
1699106530.0010002,0.9733610,0.0266390
1699138850.0010002,0.9754784,0.0245216
1699109474.0010002,0.9992251,0.0007749
1699109499.0010002,0.0348878,0.9651122
1699109506.0010002,0.0248726,0.9751274
1699109693.0010002,0.9918453,0.0081547
1699109707.0010002,0.9992241,0.0007759
1699113076.0010002,0.9992225,0.0007775
1699127770.0010002,0.0630629,0.9369371
1699134548.0010002,0.0359315,0.9640685
1699134886.0010002,0.9992377,0.0007623
1699135351.0010002,0.0214677,0.9785323
1699135463.0029998,0.9984112,0.0015888
1699135650.0010002,0.0355928,0.9644072
1699136844.0010002,0.9267560,0.0732440
1699136844.0020001,0.9422501,0.0577499
1699136419.0010002,0.9992273,0.0007727
1699137347.0010002,0.1155494,0.8844506
1699137968.0010002,0.9955964,0.0044036
1699137978.0010002,0.9992424,0.0007576
1699137981.0010002,0.9992424,0.0007576
1699137985.0010002,0.9991627,0.0008373
1699138001.0010002,0.9992388,0.0007612
1699138541.0010002,0.0497301,0.9502699
1699139003.0010002,0.9992241,0.0007759
1699051330.0010002,0.9992377,0.0007623
1699052837.0010002,0.9992377,0.0007623
1699052960.0010002,0.9992377,0.0007623
1699053057.0010002,0.9992377,0.0007623
1699135513.0010002,0.0243056,0.9756944
1699135533.0010002,0.0346782,0.9653218
1699135533.0020001,0.0335792,0.9664208
1699135795.0010002,0.0586686,0.9413314
1699135706.0010002,0.0351616,0.9648384
1699135712.0010002,0.0351616,0.9648384
1699136761.0010002,0.0276264,0.9723736
1699136762.0010002,0.0229074,0.9770926
1699136763.0010002,0.0229074,0.9770926
1699136766.0010002,0.0226796,0.9773204
1699136949.0010002,0.0272881,0.9727119
1699137686.0010002,0.0535355,0.9464645
1699137958.0010002,0.0568257,0.9431743
1699137959.0010002,0.0266896,0.9733104
1699138298.0010002,0.9992383,0.0007617
1699138301.0010002,0.9992457,0.0007543
1699138304.0010002,0.9992383,0.0007617
1699138310.0010002,0.9992383,0.0007617
1699138312.0010002,0.9992383,0.0007617
1699135453.0010002,0.0346397,0.9653603
1699136161.0010002,0.9992456,0.0007544
1699110640.0010002,0.0379309,0.9620691
1699118473.0010002,0.9179229,0.0820771
1699134469.0010002,0.0343716,0.9656284
1699134505.0010002,0.0340571,0.9659429
1699134810.0010002,0.0341571,0.9658429
1699135092.0010002,0.0339604,0.9660396
1699135022.0010002,0.9934170,0.0065830
1699135037.0010002,0.0336224,0.9663776
1699135482.0010002,0.0332720,0.9667280
1699135515.0010002,0.9991751,0.0008249
1699135589.0010002,0.0347378,0.9652622
1699135630.0010002,0.0337272,0.9662728
1699135636.0010002,0.0337272,0.9662728
1699135644.0010002,0.0339604,0.9660396
1699135645.0010002,0.0345142,0.9654858
1699136741.0010002,0.0337272,0.9662728
1699137243.0010002,0.0360500,0.9639500
1699054294.0010002,0.9283810,0.0716190
1699136187.0010002,0.8620992,0.1379008
1699136190.0010002,0.8007809,0.1992191
1699136193.0010002,0.0367134,0.9632866
1699136194.0010002,0.9279702,0.0720298
1699103594.0010002,0.0340844,0.9659156
1699099309.0060000,0.0536078,0.9463922
1699099309.0100000,0.0336446,0.9663554
1699099309.0020001,0.0423993,0.9576007
1699135075.0010002,0.0341571,0.9658429
1699135869.0010002,0.0656696,0.9343304
1699135874.0010002,0.9991627,0.0008373
1699135078.0010002,0.9935234,0.0064766
1699136406.0010002,0.9991881,0.0008119
1699092205.0010002,0.0273877,0.9726123
1699135278.0010002,0.9992214,0.0007786
1699135282.0010002,0.9843088,0.0156912
1699062131.0010002,0.0249621,0.9750379
1699062131.0020001,0.0249621,0.9750379
1699062131.0029998,0.0225244,0.9774756
1699062201.0039999,0.0212123,0.9787877
1699063390.0010002,0.9195983,0.0804017
1699063481.0010002,0.0236499,0.9763501
1699063481.0020001,0.0307562,0.9692438
1699063481.0039999,0.0212123,0.9787877
1699063481.0050001,0.0212123,0.9787877
1699092447.0010002,0.0236499,0.9763501
1699112957.0010002,0.9295441,0.0704559
1699116880.0010002,0.0225244,0.9774756
1699116880.0020001,0.0227336,0.9772664
1699111628.0010002,0.0336446,0.9663554
1699138439.0010002,0.9985169,0.0014831
1699134981.0010002,0.9992214,0.0007786
1699134984.0010002,0.9992145,0.0007855
1699136726.0020001,0.9987089,0.0012911
1699135426.0010002,0.9226682,0.0773318
1699135565.0010002,0.0612223,0.9387777
1699135619.0020001,0.9966224,0.0033776
1699135551.0010002,0.0287257,0.9712743
1699135709.0010002,0.0359315,0.9640685
1699135723.0010002,0.0603143,0.9396857
1699136785.0010002,0.0281837,0.9718163
1699136788.0010002,0.0281837,0.9718163
1699136789.0010002,0.0281837,0.9718163
1699136791.0010002,0.0281837,0.9718163
1699136792.0010002,0.0281837,0.9718163
1699136793.0010002,0.0281837,0.9718163
1699136795.0010002,0.0281837,0.9718163
1699136796.0010002,0.0281837,0.9718163
1699136850.0010002,0.0256542,0.9743458
1699136856.0010002,0.0284623,0.9715377
1699136861.0010002,0.0278343,0.9721657
1699136980.0010002,0.9990751,0.0009249
1699137052.0010002,0.0650852,0.9349148
1699137201.0010002,0.9369505,0.0630495
1699137203.0010002,0.0214677,0.9785323
1699137343.0010002,0.9992214,0.0007786
1699137936.0010002,0.9992140,0.0007860
1699059445.0020001,0.0308577,0.9691423
1699059445.0029998,0.0371948,0.9628052
1699059445.0039999,0.0308577,0.9691423
1699136916.0010002,0.0343870,0.9656130
1699136916.0020001,0.0392139,0.9607861
1699134877.0010002,0.0225244,0.9774756
1699134880.0010002,0.0288185,0.9711815
1699134945.0010002,0.0412232,0.9587768
1699135311.0010002,0.0450282,0.9549718
1699135427.0010002,0.0549789,0.9450211
1699135462.0010002,0.0401760,0.9598240
1699136429.0029998,0.9952238,0.0047762
1699136508.0010002,0.0350566,0.9649434
1699137804.0010002,0.9836309,0.0163691
1699073342.0010002,0.6929076,0.3070924
1699078551.0010002,0.9099891,0.0900109
1699078551.0070002,0.0492751,0.9507249
1699078551.0079999,0.0492751,0.9507249
1699078551.0089998,0.0683499,0.9316501
1699078551.0100000,0.0783499,0.9216501
1699078551.0039999,0.0683499,0.9316501
1699078551.0050001,0.1387717,0.8612283
1699045268.0579998,0.0677097,0.9322903
1699045268.0590000,0.0327400,0.9672600
1699045268.0620000,0.0212123,0.9787877
1699045268.0630000,0.0212123,0.9787877
1699045268.0639999,0.0212123,0.9787877
1699045268.0650001,0.0256844,0.9743156
1699045268.0660000,0.0212123,0.9787877
1699045268.0670002,0.0212123,0.9787877
1699045268.0679998,0.0212123,0.9787877
1699045268.0690000,0.0212123,0.9787877
1699045268.0699999,0.0212123,0.9787877
1699045268.0710001,0.0212123,0.9787877
1699045268.0720000,0.0212123,0.9787877
1699045268.0730000,0.0212123,0.9787877
1699045268.0739999,0.0212123,0.9787877
1699045268.0599999,0.1040602,0.8959398
1699045268.0760000,0.0212123,0.9787877
1699045268.0769999,0.0212123,0.9787877
1699045268.0779998,0.0212123,0.9787877
1699045268.0790000,0.0212123,0.9787877
1699045268.0799999,0.0212123,0.9787877
1699045268.0810001,0.0212123,0.9787877
1699045268.0829999,0.0212123,0.9787877
1699045268.0850000,0.0212123,0.9787877
1699045268.0860000,0.0212123,0.9787877
1699045268.0869999,0.0212123,0.9787877
1699045268.0879998,0.0212123,0.9787877
1699045268.0899999,0.0212123,0.9787877
1699045268.0910001,0.0212123,0.9787877
1699045268.0920000,0.0212123,0.9787877
1699045268.0929999,0.0212123,0.9787877
1699045268.0940001,0.0212123,0.9787877
1699045268.0950000,0.0212123,0.9787877
1699045268.0960000,0.0212123,0.9787877
1699045268.0969999,0.0212123,0.9787877
1699045268.0979998,0.0212123,0.9787877
1699045268.0990000,0.0212123,0.9787877
1699058277.0430000,0.0384715,0.9615285
1699058277.0439999,0.0384715,0.9615285
1699058277.0470002,0.0384715,0.9615285
1699058277.0450001,0.0375460,0.9624540
1699058277.0460000,0.0375460,0.9624540
1699058277.0490000,0.0390783,0.9609217
1699058277.0500000,0.0336446,0.9663554
1699058277.0510001,0.0336446,0.9663554
1699058277.0539999,0.0336446,0.9663554
1699058277.0560000,0.0336446,0.9663554
1699058277.0590000,0.0336446,0.9663554
1699058277.0610001,0.0336446,0.9663554
1699058277.0630000,0.0336446,0.9663554
1699058277.0530000,0.0336446,0.9663554
1699058277.0579998,0.0336446,0.9663554
1699058277.0599999,0.0336446,0.9663554
1699058277.0620000,0.0336446,0.9663554
1699058277.0639999,0.0336446,0.9663554
1699058277.0670002,0.0336446,0.9663554
1699058277.0699999,0.0336446,0.9663554
1699058277.0760000,0.0336446,0.9663554
1699058277.0769999,0.0336446,0.9663554
1699058277.0779998,0.0336446,0.9663554
1699058277.0790000,0.0336446,0.9663554
1699058277.0660000,0.0336446,0.9663554
1699058277.0710001,0.0336446,0.9663554
1699058277.0720000,0.0336446,0.9663554
1699058277.0730000,0.0336446,0.9663554
1699058277.0810001,0.0336446,0.9663554
1699137975.0010002,0.0916322,0.9083678
1699135997.0010002,0.0887807,0.9112193
1699137990.0010002,0.0912257,0.9087743
1699137788.0010002,0.9992365,0.0007635
1699137973.0010002,0.9992336,0.0007664
1699069148.0010002,0.9992487,0.0007513
1699136930.0010002,0.9987151,0.0012849
1699084674.0010002,0.9992365,0.0007635
1699107989.0010002,0.0222977,0.9777023
1699112254.0010002,0.0339604,0.9660396
1699113508.0010002,0.0225244,0.9774756
1699134745.0010002,0.9992320,0.0007680
1699137999.0010002,0.9991627,0.0008373
1699135471.0010002,0.9992365,0.0007635
1699135769.0010002,0.9992457,0.0007543
1699135850.0010002,0.9991754,0.0008246
1699135977.0010002,0.9992678,0.0007322
1699136130.0010002,0.9991529,0.0008471
1699136141.0010002,0.9991529,0.0008471
1699138069.0010002,0.9992302,0.0007698
1699137178.0010002,0.9992370,0.0007630
1699137866.0010002,0.9992336,0.0007664
1699137904.0010002,0.9992412,0.0007588
1699137998.0010002,0.9992336,0.0007664
1699138011.0010002,0.9992365,0.0007635
1699138050.0010002,0.9970706,0.0029294
1699138059.0010002,0.9992258,0.0007742
1699138132.0020001,0.8659072,0.1340928
1699138132.0029998,0.0336369,0.9663631
1699077424.0010002,0.0464050,0.9535950
1699097422.0010002,0.9988960,0.0011040
1699135827.0010002,0.0897963,0.9102037
1699136233.0010002,0.0440419,0.9559581
1699134598.0020001,0.9684873,0.0315127
1699134598.0029998,0.9781017,0.0218983
1699125383.0010002,0.0560554,0.9439446
1699135443.0010002,0.9992336,0.0007664
1699135475.0010002,0.9992410,0.0007590
1699135476.0010002,0.9992322,0.0007678
1699135476.0020001,0.9992322,0.0007678
1699135478.0010002,0.9652588,0.0347412
1699135480.0010002,0.0433724,0.9566276
1699135483.0010002,0.9992273,0.0007727
1699135613.0010002,0.9904168,0.0095832
1699135868.0010002,0.9341872,0.0658128
1699136449.0010002,0.9992457,0.0007543
1699136460.0010002,0.9992447,0.0007553
1699136470.0010002,0.9992204,0.0007796
1699136702.0010002,0.0612646,0.9387354
1699136869.0010002,0.0265762,0.9734238
1699136900.0020001,0.0298425,0.9701575
1699136901.0010002,0.0262528,0.9737472
1699136902.0010002,0.0268240,0.9731760
1699136908.0010002,0.0333594,0.9666406
1699136943.0010002,0.0298425,0.9701575
1699136959.0010002,0.9442578,0.0557422
1699136964.0010002,0.0251674,0.9748326
1699136964.0020001,0.0251674,0.9748326
1699136964.0029998,0.0292282,0.9707718
1699136967.0010002,0.9990846,0.0009154
1699136983.0010002,0.0274944,0.9725056
1699137293.0010002,0.9370814,0.0629186
1699137294.0010002,0.9382985,0.0617015
1699137297.0010002,0.9382185,0.0617815
1699137298.0010002,0.9393474,0.0606526
1699137955.0020001,0.0276999,0.9723001
1699136914.0010002,0.0527990,0.9472010
1699136936.0010002,0.0350723,0.9649277
1699138851.0010002,0.0281636,0.9718364
1699137930.0010002,0.0290810,0.9709190
1699137935.0010002,0.9211326,0.0788674
1699137422.0010002,0.9970312,0.0029688
1699137838.0010002,0.9992135,0.0007865
1699138583.0010002,0.9992457,0.0007543
1699138603.0010002,0.9992204,0.0007796
1699138604.0010002,0.9992341,0.0007659
1699138934.0010002,0.0458748,0.9541252
1699138935.0010002,0.9130899,0.0869101
1699012381.0020001,0.0230269,0.9769731
1699012381.0029998,0.0215766,0.9784234
1699023708.0010002,0.0225244,0.9774756
1699023782.0010002,0.0250335,0.9749665
1699028595.0010002,0.0225244,0.9774756
1699028595.0020001,0.0225244,0.9774756
1699029894.0020001,0.0230269,0.9769731
1699029894.0029998,0.0230269,0.9769731
1699029894.0039999,0.0212123,0.9787877
1699030310.0010002,0.0255578,0.9744422
1699030337.0020001,0.0279291,0.9720709
1699030345.0010002,0.0225244,0.9774756
1699030361.0010002,0.0255578,0.9744422
1699030372.0010002,0.0220432,0.9779568
1699030392.0010002,0.0272881,0.9727119
1699030403.0010002,0.0272881,0.9727119
1699030413.0010002,0.0225531,0.9774469
1699030413.0020001,0.0243214,0.9756786
1699030433.0010002,0.0225244,0.9774756
1699030452.0020001,0.0212123,0.9787877
1699030492.0010002,0.0225244,0.9774756
1699030499.0010002,0.0235394,0.9764606
1699030506.0010002,0.0218100,0.9781900
1699030506.0020001,0.0236245,0.9763755
1699030530.0010002,0.0212123,0.9787877
1699030530.0020001,0.0242237,0.9757763
1699030551.0010002,0.0272881,0.9727119
1699135059.0010002,0.0273688,0.9726312
1699031046.0010002,0.0253988,0.9746012
1699135112.0010002,0.0235394,0.9764606
1699033424.0020001,0.0212123,0.9787877
1699033424.0029998,0.0230269,0.9769731
1699033488.0010002,0.0272881,0.9727119
1699033499.0010002,0.0272881,0.9727119
1699033866.0010002,0.0237449,0.9762551
1699033925.0010002,0.0225244,0.9774756
1699033951.0010002,0.0285340,0.9714660
1699033972.0010002,0.0279283,0.9720717
1699034050.0020001,0.0214677,0.9785323
1699034299.0010002,0.0227798,0.9772202
1699034299.0020001,0.0227336,0.9772664
1699034385.0010002,0.0353012,0.9646988
1699034449.0010002,0.0230269,0.9769731
1699034449.0020001,0.0230269,0.9769731
1699034449.0029998,0.0212123,0.9787877
1699034523.0010002,0.0236245,0.9763755
1699034523.0020001,0.0218100,0.9781900
1699034553.0010002,0.0236499,0.9763501
1699034768.0010002,0.0212123,0.9787877
1699035131.0010002,0.0245694,0.9754306
1699035914.0020001,0.0212123,0.9787877
1699035965.0010002,0.0280825,0.9719175
1699035979.0010002,0.0212123,0.9787877
1699037975.0010002,0.0241505,0.9758495
1699037984.0020001,0.0218100,0.9781900
1699038028.0020001,0.0218885,0.9781115
1699038098.0010002,0.0220432,0.9779568
1699038109.0010002,0.0225244,0.9774756
1699038173.0010002,0.0227798,0.9772202
1699038206.0010002,0.0272881,0.9727119
1699038229.0010002,0.0241505,0.9758495
1699038259.0010002,0.0274911,0.9725089
1699134766.0010002,0.0212123,0.9787877
1699134766.0020001,0.0212123,0.9787877
1699135875.0010002,0.0220432,0.9779568
1699135875.0020001,0.0222523,0.9777477
1699135875.0029998,0.0220432,0.9779568
1699134798.0010002,0.9351418,0.0648582
1699135097.0010002,0.0225244,0.9774756
1699135102.0010002,0.0235394,0.9764606
1699135103.0010002,0.0235394,0.9764606
1699135104.0010002,0.0225244,0.9774756
1699135105.0010002,0.0237449,0.9762551
1699137708.0010002,0.0213674,0.9786326
1699137708.0050001,0.0215766,0.9784234
1699135548.0010002,0.0241505,0.9758495
1699135550.0010002,0.0272881,0.9727119
1699135559.0010002,0.0237449,0.9762551
1699135577.0010002,0.0213674,0.9786326
1699135586.0010002,0.0244892,0.9755108
1699135588.0010002,0.0239000,0.9761000
1699135590.0010002,0.0225244,0.9774756
1699135655.0010002,0.0310763,0.9689237
1699135656.0010002,0.0235394,0.9764606
1699135657.0010002,0.0227336,0.9772664
1699135657.0029998,0.0227336,0.9772664
1699135658.0010002,0.0243390,0.9756610
1699135659.0010002,0.0237449,0.9762551
1699135661.0010002,0.0230269,0.9769731
1699135661.0020001,0.0230269,0.9769731
1699136413.0010002,0.0225244,0.9774756
1699135604.0010002,0.9380623,0.0619377
1699135610.0010002,0.0243056,0.9756944
1699135649.0010002,0.9456433,0.0543567
1699135651.0010002,0.9206209,0.0793791
1699135746.0010002,0.0287257,0.9712743
1699135785.0010002,0.0235394,0.9764606
1699135789.0010002,0.0260421,0.9739579
1699135792.0010002,0.0235394,0.9764606
1699135793.0010002,0.0241505,0.9758495
1699135919.0010002,0.0272881,0.9727119
1699135920.0010002,0.0250335,0.9749665
1699135921.0010002,0.0297652,0.9702348
1699135922.0010002,0.0272881,0.9727119
1699135923.0010002,0.0225244,0.9774756
1699135924.0010002,0.0289319,0.9710681
1699135924.0020001,0.0239540,0.9760460
1699137113.0010002,0.0336378,0.9663622
1699136298.0010002,0.0281837,0.9718163
1699136299.0010002,0.0220432,0.9779568
1699136299.0029998,0.0220432,0.9779568
1699136302.0010002,0.0281837,0.9718163
1699136303.0010002,0.0225244,0.9774756
1699136303.0020001,0.0227336,0.9772664
1699135928.0010002,0.0247785,0.9752215
1699135928.0020001,0.0249815,0.9750185
1699135929.0010002,0.0283628,0.9716372
1699135962.0010002,0.0225244,0.9774756
1699135962.0029998,0.0227336,0.9772664
1699135962.0039999,0.0229366,0.9770634
1699136035.0010002,0.0219490,0.9780510
1699136035.0020001,0.0219490,0.9780510
1699136035.0029998,0.0221581,0.9778419
1699136035.0039999,0.0221581,0.9778419
1699136039.0020001,0.0214214,0.9785786
1699136039.0039999,0.0212123,0.9787877
1699136039.0050001,0.0230269,0.9769731
1699136039.0060000,0.0212123,0.9787877
1699136039.0070002,0.0212123,0.9787877
1699136039.0079999,0.0212123,0.9787877
1699136039.0089998,0.0212123,0.9787877
1699136039.0100000,0.0212123,0.9787877
1699136041.0010002,0.0287257,0.9712743
1699136042.0010002,0.0238578,0.9761422
1699136043.0010002,0.0234477,0.9765523
1699136164.0010002,0.0238574,0.9761426
1699136164.0020001,0.0238574,0.9761426
1699136165.0010002,0.0237449,0.9762551
1699136166.0010002,0.0287257,0.9712743
1699136025.0010002,0.0281837,0.9718163
1699136026.0010002,0.0237449,0.9762551
1699136033.0010002,0.9113940,0.0886060
1699136036.0010002,0.9262073,0.0737927
1699136037.0010002,0.0272881,0.9727119
1699136171.0010002,0.0272881,0.9727119
1699136175.0010002,0.0272881,0.9727119
1699136195.0029998,0.0262963,0.9737037
1699136282.0010002,0.0272881,0.9727119
1699136290.0010002,0.0236482,0.9763518
1699137714.0010002,0.0229074,0.9770926
1699137721.0010002,0.0213674,0.9786326
1699137721.0020001,0.0213674,0.9786326
1699055644.0010002,0.9418916,0.0581084
1699055671.0010002,0.9989998,0.0010002
1699055680.0010002,0.9768746,0.0231254
1699063786.0010002,0.0380036,0.9619964
1699085735.0020001,0.9990085,0.0009915
1699085758.0010002,0.9968667,0.0031333
1699085767.0010002,0.9989951,0.0010049
1699085813.0010002,0.0373523,0.9626477
1699085826.0010002,0.9721668,0.0278332
1699106250.0010002,0.9890104,0.0109896
1699113138.0010002,0.9173030,0.0826970
1699113138.0020001,0.0212123,0.9787877
1699113138.0029998,0.0212123,0.9787877
1699113138.0039999,0.0212123,0.9787877
1699121583.0010002,0.9985406,0.0014594
1699121583.0020001,0.9986924,0.0013076
1699134706.0010002,0.9419910,0.0580090
1699134832.0010002,0.0491853,0.9508147
1699134840.0010002,0.9986120,0.0013880
1699135081.0010002,0.9391379,0.0608621
1699135665.0029998,0.9987816,0.0012184
1699135667.0010002,0.9986120,0.0013880
1699138021.0010002,0.9991164,0.0008836
1699135718.0010002,0.9992341,0.0007659
1699135717.0010002,0.0227426,0.9772574
1699135717.0020001,0.0227426,0.9772574
1699135717.0029998,0.0227426,0.9772574
1699135745.0010002,0.9992568,0.0007432
1699139192.0010002,0.0227798,0.9772202
1699139194.0010002,0.9940649,0.0059351
1699139206.0010002,0.0267831,0.9732169
1699139207.0010002,0.0251899,0.9748101
1699101254.0010002,0.9992645,0.0007355
1699128771.0029998,0.9985760,0.0014240
1699135616.0010002,0.9197724,0.0802276
1699135647.0010002,0.9991910,0.0008090
1699136821.0010002,0.0336561,0.9663439
1699136822.0010002,0.0407573,0.9592427
1699136822.0020001,0.0290734,0.9709266
1699136822.0029998,0.0327378,0.9672622
1699136868.0010002,0.9992568,0.0007432
1699136877.0010002,0.9971248,0.0028752
1699136925.0010002,0.9971248,0.0028752
1699119097.0010002,0.0337272,0.9662728
1699137559.0010002,0.0214677,0.9785323
1699137559.0020001,0.0213674,0.9786326
1699137559.0029998,0.0213674,0.9786326
1699138841.0010002,0.9985423,0.0014577
1699138848.0010002,0.0629473,0.9370527
1699138849.0010002,0.0260772,0.9739228
1699138965.0010002,0.9992188,0.0007812
1699138967.0010002,0.9992188,0.0007812
1699138974.0010002,0.0391849,0.9608151
1699138983.0010002,0.1860707,0.8139293
1699139058.0010002,0.0245335,0.9754665
1699078105.0010002,0.0259770,0.9740230
1699138984.0010002,0.0594698,0.9405302
1699139314.0010002,0.0605104,0.9394896
1699139156.0010002,0.0351444,0.9648556
1699139201.0010002,0.9992494,0.0007506
1699138981.0029998,0.9865427,0.0134573
1699138995.0010002,0.9824444,0.0175556
1699044979.0010002,0.9981359,0.0018641
1699045158.0010002,0.9981396,0.0018604
1699065100.0010002,0.9980896,0.0019104
1699139137.0010002,0.9929802,0.0070198
1699139140.0010002,0.9981359,0.0018641
1699022740.0010002,0.9981359,0.0018641
1699137870.0010002,0.9971356,0.0028644
1699139159.0010002,0.9992336,0.0007664
1699138270.0010002,0.9989155,0.0010845
1699137910.0010002,0.9360402,0.0639598
1699137910.0020001,0.0236499,0.9763501
1699138560.0010002,0.9970056,0.0029944
1699139078.0010002,0.9992424,0.0007576
1699139157.0020001,0.9449158,0.0550842
1699139089.0010002,0.9940787,0.0059213
1699134852.0010002,0.0338498,0.9661502
1699130690.0010002,0.9564292,0.0435708
1699134806.0010002,0.9709171,0.0290829
1699134907.0010002,0.9741104,0.0258896
1699135530.0010002,0.7579438,0.2420562
1699137741.0010002,0.9568697,0.0431303
1699138894.0010002,0.0311206,0.9688794
1699135083.0010002,0.0251712,0.9748288
1699135083.0029998,0.0279430,0.9720570
1699135083.0039999,0.0391796,0.9608204
1699135083.0020001,0.3168998,0.6831002
1699137217.0020001,0.0236499,0.9763501
1699135033.0020001,0.0240002,0.9759998
1699134547.0020001,0.0230269,0.9769731
1699134555.0020001,0.0230269,0.9769731
1699134559.0020001,0.0230269,0.9769731
1699134562.0020001,0.0230269,0.9769731
1699134564.0029998,0.0230269,0.9769731
1699134568.0020001,0.0230269,0.9769731
1699134570.0020001,0.0230269,0.9769731
1699134577.0020001,0.0246947,0.9753053
1699134579.0020001,0.0246947,0.9753053
1699134580.0020001,0.0246947,0.9753053
1699134581.0020001,0.0246947,0.9753053
1699134583.0020001,0.0246947,0.9753053
1699134586.0010002,0.0246947,0.9753053
1699134616.0020001,0.0240002,0.9759998
1699134617.0020001,0.0240002,0.9759998
1699137783.0010002,0.0214677,0.9785323
1699138010.0010002,0.9890263,0.0109737
1699138023.0010002,0.0294462,0.9705538
1699138033.0010002,0.0294462,0.9705538
1699138035.0010002,0.0294462,0.9705538
1699138038.0010002,0.0294462,0.9705538
1699138039.0010002,0.0286550,0.9713450
1699138043.0010002,0.0605297,0.9394703
