frn_complete,false,plf
1699028892.0010002,0.0339604,0.9660396
1699028939.0010002,0.0336224,0.9663776
1699028940.0010002,0.0212123,0.9787877
1699029007.0010002,0.9979959,0.0020041
1699029013.0010002,0.9992273,0.0007727
1699029047.0010002,0.0339604,0.9660396
1699044653.0010002,0.0336446,0.9663554
1699041429.0010002,0.0366787,0.9633213
1699029447.0010002,0.0339604,0.9660396
1699029547.0010002,0.0470643,0.9529357
1699029561.0010002,0.9991672,0.0008328
1699029565.0010002,0.9642445,0.0357555
1699029773.0010002,0.9544470,0.0455530
1699029738.0010002,0.6363868,0.3636132
1699037794.0010002,0.0263832,0.9736168
1699048178.0010002,0.0646526,0.9353474
1699053889.0010002,0.0345142,0.9654858
1699029853.0010002,0.9992237,0.0007763
1699049549.0010002,0.9992578,0.0007422
1699030010.0010002,0.9992284,0.0007716
1699030006.0010002,0.9992578,0.0007422
1699030045.0010002,0.0335319,0.9664681
1699030077.0010002,0.0212123,0.9787877
1699050865.0010002,0.0359315,0.9640685
1699030414.0010002,0.9992163,0.0007837
1699030515.0010002,0.9992542,0.0007458
1699041472.0010002,0.8955404,0.1044596
1699041493.0010002,0.5619724,0.4380276
1699030745.0010002,0.0227798,0.9772202
1699030748.0010002,0.9475132,0.0524868
1699030753.0010002,0.0351863,0.9648137
1699030756.0010002,0.9988488,0.0011512
1699030875.0010002,0.9605187,0.0394813
1699030880.0010002,0.0494950,0.9505050
1699030904.0010002,0.0347735,0.9652265
1699031085.0010002,0.0296339,0.9703661
1699031105.0010002,0.9574749,0.0425251
1699031116.0010002,0.0282044,0.9717956
1699031127.0010002,0.0670406,0.9329594
1699031146.0010002,0.0339604,0.9660396
1699043257.0010002,0.0518345,0.9481655
1699031198.0010002,0.0222700,0.9777300
1699031198.0020001,0.0341325,0.9658675
1699031198.0029998,0.8415952,0.1584048
1699031221.0010002,0.9168915,0.0831085
1699031236.0010002,0.0224528,0.9775472
1699031320.0010002,0.0337272,0.9662728
1699031263.0010002,0.0303442,0.9696558
1699032917.0150001,0.0303442,0.9696558
1699032922.0079999,0.0259277,0.9740723
1699032917.0110002,0.0313699,0.9686301
1699031529.0010002,0.9383819,0.0616181
1699035760.0010002,0.9991509,0.0008491
1699033078.0010002,0.9992578,0.0007422
1699032009.0010002,0.0339604,0.9660396
1699032046.0010002,0.2122018,0.7877982
1699035709.0010002,0.0355681,0.9644319
1699035709.0029998,0.0270593,0.9729407
1699035709.0039999,0.0316090,0.9683910
1699045658.0010002,0.0885880,0.9114120
1699045674.0010002,0.9718289,0.0281711
1699032243.0020001,0.0225244,0.9774756
1699032669.0010002,0.9992321,0.0007679
1699038460.0010002,0.0345142,0.9654858
1699032494.0010002,0.9992120,0.0007880
1699032499.0010002,0.9961926,0.0038074
1699032446.0010002,0.0225068,0.9774932
1699032446.0020001,0.0222977,0.9777023
1699032446.0029998,0.0222977,0.9777023
1699032461.0010002,0.8568541,0.1431459
1699032493.0010002,0.9992578,0.0007422
1699032596.0010002,0.9992495,0.0007505
1699032672.0010002,0.0643074,0.9356926
1699032673.0010002,0.0542276,0.9457724
1699032674.0010002,0.0613622,0.9386378
1699032622.0010002,0.9992578,0.0007422
1699032687.0010002,0.0349902,0.9650098
1699032635.0010002,0.0344095,0.9655905
1699032700.0010002,0.9992578,0.0007422
1699032722.0010002,0.9992160,0.0007840
1699032741.0010002,0.0212123,0.9787877
1699032741.0020001,0.0336446,0.9663554
1699032755.0010002,0.9992321,0.0007679
1699032785.0010002,0.9992578,0.0007422
1699032816.0010002,0.9992542,0.0007458
1699032857.0010002,0.9992578,0.0007422
1699032945.0020001,0.0212123,0.9787877
1699032948.0010002,0.9992578,0.0007422
1699032968.0010002,0.9991501,0.0008499
1699032973.0010002,0.9992542,0.0007458
1699033087.0010002,0.9992578,0.0007422
1699033089.0010002,0.9992578,0.0007422
1699033217.0010002,0.9992578,0.0007422
1699033249.0010002,0.9992578,0.0007422
1699033350.0010002,0.0340571,0.9659429
1699033358.0010002,0.0606146,0.9393854
1699045842.0010002,0.0341571,0.9658429
1699033413.0010002,0.0339604,0.9660396
1699033449.0010002,0.9992578,0.0007422
1699033502.0010002,0.0359315,0.9640685
1699033482.0010002,0.9992578,0.0007422
1699033485.0010002,0.9992578,0.0007422
1699033493.0010002,0.9992357,0.0007643
1699033862.0010002,0.9991501,0.0008499
1699033853.0010002,0.2864547,0.7135453
1699033908.0010002,0.9992578,0.0007422
1699033948.0010002,0.9992578,0.0007422
1699034011.0010002,0.9992541,0.0007459
1699034019.0010002,0.0344095,0.9655905
1699034211.0010002,0.9992086,0.0007914
1699034214.0010002,0.9992321,0.0007679
1699034254.0010002,0.0339604,0.9660396
1699034249.0010002,0.9992578,0.0007422
1699034344.0010002,0.9992578,0.0007422
1699034317.0010002,0.9992578,0.0007422
1699034381.0010002,0.0494950,0.9505050
1699034401.0010002,0.9605187,0.0394813
1699034478.0010002,0.0536957,0.9463043
1699034522.0010002,0.9992578,0.0007422
1699034540.0010002,0.0362501,0.9637499
1699034547.0010002,0.5115645,0.4884355
1699034597.0010002,0.0212123,0.9787877
1699034597.0020001,0.0336446,0.9663554
1699034602.0010002,0.0536957,0.9463043
1699049589.0010002,0.9992321,0.0007679
1699034633.0010002,0.9992542,0.0007458
1699034673.0010002,0.0548419,0.9451581
1699034679.0010002,0.9741441,0.0258559
1699034675.0010002,0.9992542,0.0007458
1699034709.0010002,0.9992578,0.0007422
1699034740.0010002,0.9992542,0.0007458
1699034746.0010002,0.9992542,0.0007458
1699034753.0010002,0.9992542,0.0007458
1699034774.0010002,0.0494950,0.9505050
1699034822.0010002,0.9992578,0.0007422
1699034833.0010002,0.9992578,0.0007422
1699034869.0010002,0.9992160,0.0007840
1699036504.0010002,0.0254403,0.9745597
1699034953.0010002,0.9992541,0.0007459
1699034940.0010002,0.9992578,0.0007422
1699034951.0010002,0.9992578,0.0007422
1699034958.0010002,0.0348878,0.9651122
1699053759.0010002,0.9930065,0.0069935
1699035027.0010002,0.9992578,0.0007422
1699035101.0010002,0.0619746,0.9380254
1699035105.0010002,0.9741441,0.0258559
1699035111.0010002,0.9992284,0.0007716
1699035189.0010002,0.9734195,0.0265805
1699035194.0010002,0.0225244,0.9774756
1699035201.0010002,0.0370024,0.9629976
1699040696.0020001,0.9991552,0.0008448
1699035490.0010002,0.9992578,0.0007422
1699035551.0010002,0.0567982,0.9432018
1699035571.0010002,0.9992578,0.0007422
1699035576.0010002,0.9991501,0.0008499
1699035579.0010002,0.0536957,0.9463043
1699035585.0010002,0.9659955,0.0340045
1699038895.0010002,0.9992542,0.0007458
1699036291.0020001,0.0595117,0.9404883
1699036301.0010002,0.0526017,0.9473983
1699036007.0010002,0.0548419,0.9451581
1699036016.0010002,0.9741441,0.0258559
1699035868.0010002,0.0080520,0.9919480
1699036175.0010002,0.0260772,0.9739228
1699036089.0010002,0.0340857,0.9659143
1699036108.0010002,0.9992578,0.0007422
1699038194.0010002,0.0599266,0.9400734
1699038210.0010002,0.9725008,0.0274992
1699036731.0010002,0.0340571,0.9659429
1699036896.0010002,0.0341325,0.9658675
1699036904.0010002,0.9987133,0.0012867
1699036915.0010002,0.0341325,0.9658675
1699036918.0010002,0.0367316,0.9632684
1699036921.0010002,0.9719786,0.0280214
1699037074.0010002,0.0221421,0.9778579
1699037147.0010002,0.0218100,0.9781900
1699037151.0010002,0.0212123,0.9787877
1699037153.0010002,0.0339604,0.9660396
1699037172.0010002,0.0220432,0.9779568
1699037326.0010002,0.1308727,0.8691273
1699037329.0010002,0.9992310,0.0007690
1699037359.0010002,0.9992310,0.0007690
1699037383.0010002,0.0339604,0.9660396
1699050860.0010002,0.0225244,0.9774756
1699050883.0029998,0.0415751,0.9584249
1699037467.0010002,0.9992052,0.0007948
1699037550.0010002,0.0335319,0.9664681
1699050297.0010002,0.0212123,0.9787877
1699055603.0010002,0.0345142,0.9654858
1699038088.0010002,0.0339604,0.9660396
1699037979.0010002,0.9992215,0.0007785
1699038158.0010002,0.3793791,0.6206209
1699038081.0010002,0.9903358,0.0096642
1699057762.0010002,0.3324386,0.6675614
1699038463.0010002,0.9992274,0.0007726
1699038861.0010002,0.9982495,0.0017505
1699038963.0010002,0.5782586,0.4217414
1699039095.0010002,0.0339604,0.9660396
1699038972.0010002,0.1116964,0.8883036
1699039190.0010002,0.0252891,0.9747109
1699039255.0010002,0.9992030,0.0007970
1699039415.0010002,0.9731354,0.0268646
1699039431.0010002,0.0220432,0.9779568
1699039436.0010002,0.0345142,0.9654858
1699039446.0010002,0.9416924,0.0583076
1699039532.0010002,0.0480435,0.9519565
1699053974.0010002,0.0383852,0.9616148
1699039545.0010002,0.1451778,0.8548222
1699039748.0010002,0.1244016,0.8755984
1699039631.0010002,0.9986619,0.0013381
1699039721.0010002,0.0339604,0.9660396
1699040197.0010002,0.0389184,0.9610816
1699040234.0010002,0.0623113,0.9376887
1699040062.0029998,0.0312941,0.9687059
1699040062.0039999,0.0377281,0.9622719
1699040062.0050001,0.0214455,0.9785545
1699040062.0060000,0.0641106,0.9358894
1699040444.0010002,0.0339810,0.9660190
1699040569.0010002,0.9981939,0.0018061
1699041007.0010002,0.0764681,0.9235319
1699041013.0010002,0.0345142,0.9654858
1699041013.0020001,0.0327891,0.9672109
1699041149.0020001,0.9185404,0.0814596
1699041237.0010002,0.0265067,0.9734933
1699041407.0010002,0.0548388,0.9451612
1699041356.0010002,0.0212123,0.9787877
1699041370.0010002,0.0339604,0.9660396
1699051733.0010002,0.0342068,0.9657932
1699041582.0010002,0.9992086,0.0007914
1699041747.0010002,0.0216007,0.9783993
1699041829.0010002,0.9272911,0.0727089
1699042020.0010002,0.0329415,0.9670585
1699042282.0010002,0.0327494,0.9672506
1699042087.0010002,0.9992542,0.0007458
1699042907.0010002,0.0225244,0.9774756
1699042908.0010002,0.0339604,0.9660396
1699043835.0010002,0.0337272,0.9662728
1699043846.0010002,0.0337272,0.9662728
1699043873.0010002,0.9992284,0.0007716
1699043892.0010002,0.9992284,0.0007716
1699044056.0010002,0.0337272,0.9662728
1699048865.0010002,0.0245335,0.9754665
1699052825.0010002,0.0346397,0.9653603
1699044347.0010002,0.9738361,0.0261639
1699044363.0010002,0.0678633,0.9321367
1699044376.0010002,0.9991357,0.0008643
1699045193.0010002,0.0337272,0.9662728
1699045209.0010002,0.9982195,0.0017805
1699045259.0010002,0.0345142,0.9654858
1699045294.0010002,0.0339604,0.9660396
1699045954.0010002,0.0347206,0.9652794
1699074362.0010002,0.0343870,0.9656130
1699074362.0029998,0.0225244,0.9774756
1699046257.0010002,0.0344298,0.9655702
1699047532.0010002,0.7781165,0.2218835
1699045954.0020001,0.3076821,0.6923179
1699046068.0010002,0.9759712,0.0240288
1699046595.0010002,0.5222907,0.4777093
1699047002.0010002,0.0225244,0.9774756
1699047005.0010002,0.0335319,0.9664681
1699047019.0010002,0.9959832,0.0040168
1699047082.0010002,0.0225244,0.9774756
1699047082.0020001,0.0339604,0.9660396
1699047190.0010002,0.0344095,0.9655905
1699047303.0010002,0.0218100,0.9781900
1699047323.0010002,0.0248726,0.9751274
1699047327.0010002,0.0339604,0.9660396
1699053531.0010002,0.9992210,0.0007790
1699048036.0010002,0.0366060,0.9633940
1699048051.0010002,0.0370024,0.9629976
1699048076.0010002,0.0649996,0.9350004
1699048090.0010002,0.5813599,0.4186401
1699048186.0010002,0.0225244,0.9774756
1699048215.0010002,0.0618098,0.9381902
1699048218.0010002,0.0967772,0.9032228
1699048219.0010002,0.0928106,0.9071894
1699048172.0010002,0.0343870,0.9656130
1699048454.0010002,0.0779150,0.9220850
1699089273.0020001,0.0225244,0.9774756
1699092830.0010002,0.0335319,0.9664681
1699092870.0010002,0.0351616,0.9648384
1699064577.0010002,0.9977988,0.0022012
1699048530.0010002,0.0220432,0.9779568
1699048559.0010002,0.0341325,0.9658675
1699048559.0020001,0.0534085,0.9465915
1699049972.0010002,0.0254640,0.9745360
1699048673.0010002,0.0339604,0.9660396
1699055827.0010002,0.8997441,0.1002559
1699049031.0010002,0.0322942,0.9677058
1699049228.0010002,0.0339604,0.9660396
1699049354.0010002,0.0226796,0.9773204
1699049853.0010002,0.0345142,0.9654858
1699049854.0010002,0.0721693,0.9278307
1699049912.0010002,0.0412966,0.9587034
1699049912.0020001,0.0346255,0.9653745
1699049924.0010002,0.3295810,0.6704190
1699049980.0010002,0.0404933,0.9595067
1699049981.0010002,0.4238506,0.5761494
1699050026.0020001,0.8486323,0.1513677
1699050070.0010002,0.0336224,0.9663776
1699090299.0010002,0.9621730,0.0378270
1699050263.0010002,0.0389177,0.9610823
1699050324.0010002,0.0389177,0.9610823
1699050547.0010002,0.0697397,0.9302603
1699050563.0010002,0.0691229,0.9308771
1699050306.0010002,0.0397147,0.9602853
1699050379.0010002,0.9992200,0.0007800
1699050395.0010002,0.9992274,0.0007726
1699050448.0010002,0.9044483,0.0955517
1699050611.0010002,0.9992284,0.0007716
1699050681.0010002,0.0298714,0.9701286
1699050704.0010002,0.9709630,0.0290370
1699050662.0010002,0.0347206,0.9652794
1699050757.0010002,0.9808332,0.0191668
1699050568.0010002,0.5423390,0.4576610
1699051454.0010002,0.0668928,0.9331072
1699051463.0010002,0.9709213,0.0290787
1699050900.0010002,0.0679933,0.9320067
1699086127.0010002,0.9723504,0.0276496
1699051426.0010002,0.0383852,0.9616148
1699051450.0010002,0.1312989,0.8687011
1699051424.0010002,0.0214455,0.9785545
1699051424.0020001,0.0214455,0.9785545
1699051484.0010002,0.9531466,0.0468534
1699051593.0010002,0.9723897,0.0276103
1699051708.0010002,0.0265716,0.9734284
1699051708.0020001,0.0265716,0.9734284
1699051708.0029998,0.0265716,0.9734284
1699051669.0010002,0.0355681,0.9644319
1699052009.0010002,0.9538567,0.0461433
1699052296.0010002,0.0375981,0.9624019
1699052292.0010002,0.0218100,0.9781900
1699052313.0010002,0.0332986,0.9667014
1699052404.0010002,0.0343870,0.9656130
1699052409.0010002,0.0235394,0.9764606
1699052447.0010002,0.0344164,0.9655836
1699052449.0010002,0.0356604,0.9643396
1699052453.0010002,0.9992531,0.0007469
1699052453.0020001,0.9992116,0.0007884
1699052456.0010002,0.9992495,0.0007505
1699082460.0010002,0.0343870,0.9656130
1699052784.0010002,0.0743810,0.9256190
1699053001.0010002,0.0259770,0.9740230
1699052994.0010002,0.0341325,0.9658675
1699052948.0010002,0.0362501,0.9637499
1699052970.0010002,0.0609966,0.9390034
1699053038.0010002,0.0609966,0.9390034
1699053161.0010002,0.9901766,0.0098234
1699053160.0010002,0.0967772,0.9032228
1699053550.0010002,0.0212123,0.9787877
1699053139.0010002,0.8702973,0.1297027
1699053550.0029998,0.0238590,0.9761410
1699058680.0010002,0.9733512,0.0266488
1699076102.0010002,0.0339604,0.9660396
1699053164.0010002,0.9991003,0.0008997
1699053164.0020001,0.9991003,0.0008997
1699053363.0010002,0.9992118,0.0007882
1699053506.0010002,0.9989591,0.0010409
1699053506.0020001,0.9989591,0.0010409
1699053506.0029998,0.9989591,0.0010409
1699053506.0039999,0.9989591,0.0010409
1699053506.0050001,0.9989591,0.0010409
1699053506.0070002,0.9989591,0.0010409
1699053843.0010002,0.0717697,0.9282303
1699053732.0010002,0.0337272,0.9662728
1699053912.0010002,0.9992578,0.0007422
1699054326.0010002,0.0350629,0.9649371
1699054514.0010002,0.0339604,0.9660396
1699064709.0010002,0.9198900,0.0801100
1699054528.0010002,0.0351396,0.9648604
1699054533.0010002,0.0355042,0.9644958
1699054520.0020001,0.0225244,0.9774756
1699054621.0010002,0.9184648,0.0815352
1699077012.0010002,0.9990643,0.0009357
1699054670.0010002,0.9744203,0.0255797
1699056952.0010002,0.0636431,0.9363569
1699054682.0010002,0.0573014,0.9426986
1699054689.0010002,0.9734258,0.0265742
1699054760.0010002,0.2234021,0.7765979
1699054767.0010002,0.1536615,0.8463385
1699054800.0020001,0.0339604,0.9660396
1699054809.0010002,0.9992237,0.0007763
1699101809.0010002,0.9585528,0.0414472
1699101896.0010002,0.9662156,0.0337844
1699055377.0010002,0.1324472,0.8675528
1699055471.0010002,0.3046221,0.6953779
1699055374.0010002,0.0438024,0.9561976
1699055374.0020001,0.0438024,0.9561976
1699055374.0029998,0.9613456,0.0386544
1699055182.0010002,0.9265400,0.0734600
1699055567.0010002,0.9992015,0.0007985
1699058420.0010002,0.0350949,0.9649051
1699055427.0010002,0.0336951,0.9663049
1699055775.0010002,0.9992052,0.0007948
1699055900.0010002,0.0212123,0.9787877
1699055900.0020001,0.0212123,0.9787877
1699056004.0010002,0.0225244,0.9774756
1699056045.0010002,0.0339585,0.9660415
1699056116.0010002,0.0339604,0.9660396
1699056819.0010002,0.0212123,0.9787877
1699056823.0010002,0.0339604,0.9660396
1699056778.0010002,0.0347378,0.9652622
1699101324.0010002,0.0660457,0.9339543
1699057294.0010002,0.9992274,0.0007726
1699057295.0010002,0.9992274,0.0007726
1699057781.0010002,0.9992149,0.0007851
1699057990.0010002,0.0222977,0.9777023
1699058020.0010002,0.8790025,0.1209975
1699057610.0010002,0.0345142,0.9654858
1699057647.0010002,0.0366787,0.9633213
1699058007.0010002,0.9992230,0.0007770
1699060248.0010002,0.0635249,0.9364751
1699058168.0010002,0.9992200,0.0007800
1699058565.0010002,0.0685939,0.9314061
1699058791.0010002,0.0342921,0.9657079
1699060514.0010002,0.9078639,0.0921361
1699060539.0010002,0.9020669,0.0979331
1699058956.0010002,0.0214455,0.9785545
1699058956.0020001,0.0350319,0.9649681
1699065984.0020001,0.0220432,0.9779568
1699065984.0029998,0.0220432,0.9779568
1699059454.0010002,0.0339604,0.9660396
1699059506.0010002,0.3685884,0.6314116
1699059588.0010002,0.9780664,0.0219336
1699059589.0010002,0.0423412,0.9576588
1699059735.0010002,0.0617868,0.9382132
1699059768.0010002,0.9937965,0.0062035
1699059795.0010002,0.9982481,0.0017519
1699059802.0010002,0.9678078,0.0321922
1699059809.0010002,0.0476167,0.9523833
1699060136.0010002,0.0351396,0.9648604
1699060517.0010002,0.0339604,0.9660396
1699060620.0010002,0.9992321,0.0007679
1699060586.0010002,0.9991076,0.0008924
1699060775.0010002,0.0212123,0.9787877
1699062724.0010002,0.0339604,0.9660396
1699062770.0010002,0.9992274,0.0007726
1699061379.0010002,0.0222977,0.9777023
1699061575.0010002,0.9992542,0.0007458
1699061857.0010002,0.0536957,0.9463043
1699061928.0010002,0.9660585,0.0339415
1699061809.0010002,0.2082444,0.7917556
1699061647.0010002,0.0583589,0.9416411
1699061694.0010002,0.0251301,0.9748699
1699062267.0010002,0.0499978,0.9500022
1699078502.0010002,0.9320604,0.0679396
1699061883.0010002,0.0359315,0.9640685
1699061885.0010002,0.9992205,0.0007795
1699062962.0010002,0.0343870,0.9656130
1699062929.0010002,0.0654099,0.9345901
1699063273.0010002,0.0816782,0.9183218
1699063275.0010002,0.0916782,0.9083218
1699063276.0010002,0.9766987,0.0233013
1699064187.0010002,0.9992163,0.0007837
1699064237.0010002,0.9992163,0.0007837
1699063581.0010002,0.0353137,0.9646863
1699063581.0020001,0.0220432,0.9779568
1699063572.0010002,0.9869486,0.0130514
1699063605.0010002,0.9741441,0.0258559
1699063654.0010002,0.3200011,0.6799989
1699063797.0010002,0.0405609,0.9594391
1699063895.0010002,0.9992237,0.0007763
1699065678.0010002,0.0263027,0.9736973
1699065720.0010002,0.9680942,0.0319058
1699063948.0010002,0.0344095,0.9655905
1699074763.0010002,0.0544324,0.9455676
1699074770.0010002,0.0484310,0.9515690
1699063998.0010002,0.0336446,0.9663554
1699063998.0020001,0.0212123,0.9787877
1699063998.0029998,0.0214214,0.9785786
1699064639.0010002,0.9991173,0.0008827
1699064002.0010002,0.9967017,0.0032983
1699064228.0010002,0.9992619,0.0007381
1699064438.0010002,0.0588704,0.9411296
1699064915.0010002,0.0212123,0.9787877
1699064957.0010002,0.0448805,0.9551195
1699065097.0010002,0.0344683,0.9655317
1699065123.0010002,0.9748911,0.0251089
1699065147.0010002,0.0348878,0.9651122
1699065253.0010002,0.9967570,0.0032430
1699065304.0020001,0.9947548,0.0052452
1699065630.0010002,0.0379684,0.9620316
1699065660.0010002,0.9992284,0.0007716
1699065860.0010002,0.0339604,0.9660396
1699065868.0010002,0.0226796,0.9773204
1699094485.0010002,0.9727460,0.0272540
1699094539.0010002,0.0502060,0.9497940
1699066493.0010002,0.9965514,0.0034486
1699066515.0010002,0.0504710,0.9495290
1699066509.0010002,0.9412950,0.0587050
1699073753.0010002,0.1080465,0.8919535
1699073753.0020001,0.0751885,0.9248115
1699073864.0010002,0.1080465,0.8919535
1699073864.0020001,0.0751885,0.9248115
1699073888.0020001,0.0751885,0.9248115
1699073924.0010002,0.1818543,0.8181457
1699066833.0010002,0.9992505,0.0007495
1699067136.0010002,0.0350949,0.9649051
1699067424.0010002,0.0345142,0.9654858
1699068327.0010002,0.0726944,0.9273056
1699068329.0010002,0.0718169,0.9281831
1699070475.0010002,0.8793788,0.1206212
1699068513.0010002,0.9727398,0.0272602
1699068552.0010002,0.0212123,0.9787877
1699068552.0020001,0.0336446,0.9663554
1699068664.0010002,0.0343870,0.9656130
1699068989.0020001,0.0225244,0.9774756
1699072230.0020001,0.9321333,0.0678667
1699080777.0029998,0.9727460,0.0272540
1699069543.0010002,0.0339604,0.9660396
1699069553.0020001,0.0339604,0.9660396
1699070177.0010002,0.0407345,0.9592655
1699107292.0010002,0.9480383,0.0519617
1699107314.0010002,0.9739850,0.0260150
1699070256.0020001,0.0521473,0.9478527
1699070352.0010002,0.1383814,0.8616186
1699070389.0010002,0.0361220,0.9638780
1699070256.0010002,0.9718330,0.0281670
1699070615.0010002,0.0577322,0.9422678
1699070644.0010002,0.0669982,0.9330018
1699070879.0010002,0.0339604,0.9660396
1699070879.0020001,0.0227336,0.9772664
1699075800.0010002,0.0348097,0.9651903
1699071446.0010002,0.0387430,0.9612570
1699071651.0010002,0.9769118,0.0230882
1699071653.0010002,0.0339604,0.9660396
1699071664.0010002,0.0340857,0.9659143
1699071665.0010002,0.0272881,0.9727119
1699071666.0010002,0.0404503,0.9595497
1699071667.0010002,0.0225244,0.9774756
1699071667.0020001,0.0229366,0.9770634
1699072567.0010002,0.5168669,0.4831331
1699071669.0010002,0.0343870,0.9656130
1699071677.0010002,0.0231473,0.9768527
1699071961.0010002,0.0349902,0.9650098
1699071973.0010002,0.0645819,0.9354181
1699071990.0010002,0.0235394,0.9764606
1699071778.0010002,0.0275653,0.9724347
1699072308.0010002,0.0292956,0.9707044
1699072316.0010002,0.9183866,0.0816134
1699072549.0010002,0.9450657,0.0549343
1699072513.0020001,0.0212123,0.9787877
1699072564.0010002,0.0594126,0.9405874
1699072631.0010002,0.4984981,0.5015019
1699072539.0010002,0.0212123,0.9787877
1699072584.0010002,0.8993182,0.1006818
1699072659.0010002,0.8957219,0.1042781
1699072817.0010002,0.0948636,0.9051364
1699073245.0010002,0.9952908,0.0047092
1699073083.0010002,0.1088028,0.8911972
1699073087.0010002,0.0349902,0.9650098
1699073204.0010002,0.0468477,0.9531523
1699073233.0010002,0.9982424,0.0017576
1699073262.0010002,0.0218100,0.9781900
1699073262.0020001,0.0218100,0.9781900
1699074558.0010002,0.0336224,0.9663776
1699089358.0010002,0.9731354,0.0268646
1699092765.0010002,0.0259770,0.9740230
1699092863.0010002,0.0359315,0.9640685
1699073666.0020001,0.9982289,0.0017711
1699073718.0010002,0.0350815,0.9649185
1699073562.0010002,0.0517915,0.9482085
1699073562.0029998,0.0517915,0.9482085
1699074023.0010002,0.9674953,0.0325047
1699073675.0010002,0.9117253,0.0882747
1699073640.0010002,0.0248726,0.9751274
1699073696.0010002,0.9992200,0.0007800
1699073752.0010002,0.0259770,0.9740230
1699074030.0010002,0.0300903,0.9699097
1699074380.0010002,0.9573840,0.0426160
1699074551.0010002,0.0360253,0.9639747
1699074621.0010002,0.0344593,0.9655407
1699076532.0010002,0.0345617,0.9654383
1699074793.0010002,0.0340857,0.9659143
1699074796.0010002,0.0343870,0.9656130
1699075749.0010002,0.0344095,0.9655905
1699075607.0010002,0.0353137,0.9646863
1699075607.0020001,0.0265469,0.9734531
1699075597.0010002,0.0438311,0.9561689
1699076138.0010002,0.9992273,0.0007727
1699076175.0010002,0.0279559,0.9720441
1699076343.0010002,0.0261124,0.9738876
1699076344.0010002,0.0339604,0.9660396
1699076346.0010002,0.0335319,0.9664681
1699076347.0010002,0.0346664,0.9653336
1699076172.0010002,0.0355681,0.9644319
1699076479.0010002,0.0226796,0.9773204
1699076483.0010002,0.0345142,0.9654858
1699076514.0010002,0.9485180,0.0514820
1699076910.0010002,0.0327489,0.9672511
1699077456.0010002,0.0731895,0.9268105
1699091253.0010002,0.9988657,0.0011343
1699099199.0010002,0.0345142,0.9654858
1699079463.0010002,0.0598556,0.9401444
1699099261.0010002,0.9985465,0.0014535
1699079528.0010002,0.9778780,0.0221220
1699094416.0010002,0.9712602,0.0287398
1699095884.0010002,0.9737793,0.0262207
1699077852.0020001,0.9980773,0.0019227
1699077854.0010002,0.0351090,0.9648910
1699078157.0010002,0.9982121,0.0017879
1699079477.0010002,0.0292053,0.9707947
1699079561.0010002,0.5911228,0.4088772
1699078247.0010002,0.0577740,0.9422260
1699078448.0010002,0.0227523,0.9772477
1699078449.0010002,0.0331939,0.9668061
1699078458.0010002,0.0343870,0.9656130
1699078461.0010002,0.0218100,0.9781900
1699078462.0010002,0.0339604,0.9660396
1699078931.0010002,0.9982424,0.0017576
1699079082.0010002,0.3990701,0.6009299
1699079157.0010002,0.9727460,0.0272540
1699080338.0039999,0.2624230,0.7375770
1699080083.0010002,0.0218100,0.9781900
1699080762.0010002,0.0634437,0.9365563
1699080437.0010002,0.0341696,0.9658304
1699080437.0020001,0.0225244,0.9774756
1699080502.0010002,0.5006510,0.4993490
1699080604.0020001,0.0327891,0.9672109
1699080607.0010002,0.0390181,0.9609819
1699110721.0010002,0.0263027,0.9736973
1699080733.0010002,0.0212123,0.9787877
1699080824.0010002,0.0339585,0.9660415
1699081091.0010002,0.0339585,0.9660415
1699081091.0020001,0.0339585,0.9660415
1699081101.0010002,0.0335319,0.9664681
1699081101.0020001,0.0335319,0.9664681
1699081122.0010002,0.0350635,0.9649365
1699099102.0010002,0.0344822,0.9655178
1699085326.0010002,0.9712388,0.0287612
1699082481.0010002,0.0212123,0.9787877
1699082539.0010002,0.0341325,0.9658675
1699082624.0010002,0.0212123,0.9787877
1699082624.0020001,0.0212123,0.9787877
1699082662.0020001,0.0337040,0.9662960
1699082968.0010002,0.0355681,0.9644319
1699082969.0010002,0.0355681,0.9644319
1699083442.0010002,0.9992274,0.0007726
1699083645.0010002,0.9992163,0.0007837
1699083799.0010002,0.0659991,0.9340009
1699084104.0010002,0.0622584,0.9377416
1699086176.0010002,0.0428677,0.9571323
1699086254.0010002,0.9739880,0.0260120
1699104906.0010002,0.0343870,0.9656130
1699084264.0010002,0.9988508,0.0011492
1699084290.0010002,0.0349925,0.9650075
1699084297.0010002,0.0679678,0.9320322
1699084338.0010002,0.0359315,0.9640685
1699084400.0010002,0.9992200,0.0007800
1699108111.0010002,0.0340857,0.9659143
1699108115.0010002,0.9984438,0.0015562
1699108120.0010002,0.0341325,0.9658675
1699108120.0020001,0.0341325,0.9658675
1699108120.0029998,0.0312315,0.9687685
1699096336.0010002,0.0218100,0.9781900
1699085020.0010002,0.9984581,0.0015419
1699085022.0010002,0.9725612,0.0274388
1699085970.0010002,0.0351396,0.9648604
1699086302.0010002,0.9986543,0.0013457
1699086863.0010002,0.0344593,0.9655407
1699087047.0010002,0.9992160,0.0007840
1699086675.0010002,0.9887197,0.0112803
1699086722.0010002,0.5434479,0.4565521
1699094758.0010002,0.0355681,0.9644319
1699087326.0010002,0.0339604,0.9660396
1699087738.0010002,0.0235394,0.9764606
