"esh_id","nces_cd","name","union_code","state_senate_district","state_assembly_district","ulocal","locale","district_size","ia_oversub_ratio","district_type","num_schools","num_campuses","num_students","num_teachers","num_aides","num_other_staff","frl_percent","discount_rate_c1","discount_rate_c2","address","city","zip","county","postal_cd","latitude","longitude","exclude_from_ia_analysis","exclude_from_ia_cost_analysis","exclude_from_wan_analysis","exclude_from_wan_cost_analysis","exclude_from_current_fiber_analysis","fiber_metric_calc_group","fiber_metric_status","include_in_universe_of_districts","flag_array","tag_array","num_open_district_flags","clean_categorization","ia_bandwidth_per_student_kbps","meeting_2014_goal_no_oversub","meeting_2014_goal_oversub","meeting_2014_goal_no_oversub_fcc_25","meeting_2018_goal_no_oversub","meeting_2018_goal_oversub","meeting_2018_goal_no_oversub_fcc_25","at_least_one_line_not_meeting_broadband_goal","bw_upgrade_indicator","ia_monthly_cost_per_mbps","ia_bw_mbps_total","ia_monthly_cost_total","ia_monthly_cost_direct_to_district","ia_monthly_cost_shared","wan_monthly_cost_per_line","wan_monthly_cost_total","meeting_3_per_mbps_affordability_target","hierarchy_ia_connect_category","all_ia_connectcat","current_known_scalable_campuses","current_assumed_scalable_campuses","current_known_unscalable_campuses","current_assumed_unscalable_campuses","sots_known_scalable_campuses","sots_assumed_scalable_campuses","sots_known_unscalable_campuses","sots_assumed_unscalable_campuses","fiber_internet_upstream_lines","fixed_wireless_internet_upstream_lines","cable_internet_upstream_lines","copper_internet_upstream_lines","satellite_lte_internet_upstream_lines","uncategorized_internet_upstream_lines","wan_lines","wan_bandwidth_low","wan_bandwidth_high","gt_1g_wan_lines","lt_1g_fiber_wan_lines","lt_1g_nonfiber_wan_lines","consortium_affiliation","ia_procurement_type","ia_applicants","dedicated_isp_sp","dedicated_isp_services","dedicated_isp_contract_expiration","bundled_internet_sp","bundled_internet_services","bundled_internet_contract_expiration","upstream_sp","upstream_services","upstream_contract_expiration","wan_applicants","wan_sp","wan_services","wan_contract_expiration","non_fiber_lines","non_fiber_lines_w_dirty","non_fiber_internet_upstream_lines_w_dirty","fiber_internet_upstream_lines_w_dirty","fiber_wan_lines_w_dirty","lines_w_dirty","line_items_w_dirty","fiber_wan_lines","most_recent_ia_contract_end_date","wan_lines_w_dirty","ia_monthly_cost_no_backbone","backbone_monthly_cost","needs_wifi","c2_prediscount_budget_15","c2_prediscount_remaining_15","c2_prediscount_remaining_16","c2_postdiscount_remaining_15","c2_postdiscount_remaining_16","received_c2_15","received_c2_16","budget_used_c2_15","budget_used_c2_16","fiber_target_status","bw_target_status","upgrade_indicator","ia_monthly_cost_district_applied","ia_monthly_cost_other_applied","ia_monthly_funding_total","target_bandwidth","affordability_goal_sots","affordability_goal_knapsack","knapsack_bw","knapsack_bw_per_student","knapsack_meeting_goal_2014","knapsack_meeting_goal_2018","num_students_knapsack_meeting_goal_2014","num_students_knapsack_meeting_goal_2018","currently_meeting_connectivity_2014","currently_meeting_connectivity_2018","students_currently_meeting_2014","students_currently_meeting_2018"
936150,3175270,"PAPILLION-LA VISTA PUBLIC SCHS","000",NA,NA,21,"Suburban","Large",1.75,"Traditional",18,18,10753,717.16,188.57,496.38,0.224353704211199,0.5,0.5,"420 SOUTH WASHINGTON","PAPILLION",68046,"SARPY COUNTY","NE",41.1533,-96.043,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{outlier_approved}",NA,"natively_clean",92.9973030782107,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1.15060286547789,1000,1150.60286547789,0,1150.60286547789,252.666666666667,4295.33333333333,TRUE,"Fiber","Lit Fiber",0,18,0,0,18,0,0,0,1,0,0,0,0,0,17,1000,1000,17,0,0,"STATE OF NEB DEPT OF ADMIN SERVICES, OFFICE OF THE CIO","Consortium+District","PAPILLION-LA VISTA PUBLIC SCHS (dedicated Upstream) | STATE OF NEB DEPT OF ADMIN SERVICES, OFFICE OF THE CIO (shared)","","","","","","","Unite Private Networks","1 Lit Fiber line(s) at 1000 Mbps from Unite Private Networks for $0.00/mth","Unite Private Networks - 6/2017","PAPILLION-LAVISTA SCHOOL DIST","Unite Private Networks, LLC","17 Lit Fiber line(s) at 1000 Mbps from Unite Private Networks, LLC for $4295.33/mth","Unite Private Networks, LLC - 6/2018",0,0,0,1,17,18,26,17,"2017-06-27",17,652.746121427766,497.856744050122,FALSE,1612950,1612950,1489470.25545113,806475,744735.127725564,FALSE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,0,1150.60286547789,770.903919870184,50,1,1,1000,4.64986515391054,0,0,0,0,0,0,0,0
937484,3301680,"BARTLETT SCHOOL DISTRICT","009",NA,NA,42,"Rural","Tiny",1,"Traditional",1,1,210,25.2,12.6,22.1,0.404761904761905,NA,NA,"176A MAIN ST","CONWAY",3818,"CARROLL COUNTY","NH",43.9787,-71.1253,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,NA,NA,"natively_clean",71.4285714285714,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,0,15,0,0,0,NA,0,TRUE,"Cable","Cable",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,"","Self-procured","BARTLETT SCHOOL DISTRICT (dedicated Internet)","","","","Time Warner Cable","1 Cable line(s) at 15 Mbps from Time Warner Cable for $0.00/mth","Time Warner Cable - 6/2017","","","","","","","",1,1,1,0,0,1,1,0,"2017-06-30",0,0,0,NA,31500,31500,31500,17325,17325,FALSE,FALSE,FALSE,FALSE,"Target","Target",FALSE,0,0,NA,0,1,1,15,0,0,0,0,0,0,0,0,0
937517,3302610,"DERRY SCHOOL DISTRICT","010",NA,NA,22,"Suburban","Medium",1.5,"Traditional",7,7,3482,260.5,139,165.1,0.24611910810048,0.5,0.5,"18 SOUTH MAIN ST","DERRY",3038,"ROCKINGHAM COUNTY","NH",42.8887,-71.3085,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{fiber_not_target}",NA,"natively_clean",57.4382538770821,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,6.18375,200,1236.75,1236.75,0,335.4,2347.8,FALSE,"Fiber","Lit Fiber",0,7,0,0,7,0,0,0,1,0,0,0,0,0,7,20,150,0,7,0,"","Self-procured","DERRY SCHOOL DISTRICT (dedicated Internet)","","","","SegTEL, Inc.","1 Lit Fiber line(s) at 200 Mbps from SegTEL, Inc. for $1236.75/mth","SegTEL, Inc. - 6/2020","","","","DERRY SCHOOL DISTRICT","SegTEL, Inc.","1 Lit Fiber line(s) at 20 Mbps from SegTEL, Inc. for $760.00/mth | 1 Lit Fiber line(s) at 50 Mbps from SegTEL, Inc. for $294.00/mth | 1 Lit Fiber line(s) at 150 Mbps from SegTEL, Inc. for $369.80/mth | 4 Lit Fiber line(s) at 20 Mbps from SegTEL, Inc. for $924.00/mth","SegTEL, Inc. - 6/2020 | SegTEL, Inc. - 6/2020 | SegTEL, Inc. - 6/2020 | SegTEL, Inc. - 6/2020",0,0,0,1,7,8,8,7,"2020-06-30",7,1236.75,0,FALSE,522300,522300,522300,287265,287265,FALSE,FALSE,FALSE,FALSE,"Not Target","Target",FALSE,1236.75,0,618.375,100,0,1,200,28.7191269385411,0,0,0,0,0,0,0,0
937528,3302970,"EXETER SCHOOL DISTRICT","016",NA,NA,23,"Suburban","Small",1,"Traditional",2,2,995,77.1,59,44,0.162267839687195,NA,NA,"30 LINDEN ST","EXETER",3833,"ROCKINGHAM COUNTY","NH",42.9755,-70.9572,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",40.2010050251256,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,14.8919312948978,40,595.677251795911,434.65,161.027251795911,NA,0,FALSE,"Fiber","Lit Fiber",0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0,"SCHOOL ADMINISTRATIVE UNIT 16","Consortium-provided","SCHOOL ADMINISTRATIVE UNIT 16 (dedicated Upstream) | SCHOOL ADMINISTRATIVE UNIT 16 (shared)","","","","","","","Enhanced Communications of Northern New England LLC","1 Lit Fiber line(s) at 40 Mbps from Enhanced Communications of Northern New England LLC for $434.65/mth","Enhanced Communications of Northern New England LLC - 6/2017","","","","",0,0,0,1,0,1,2,0,"2017-06-30",0,595.677251795911,0,NA,149250,149250,119994,74625,59997,FALSE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,0,595.677251795911,297.838625897955,0,0,0,40,0,0,0,0,0,0,0,0,0
937532,3303000,"FARMINGTON SCHOOL DISTRICT","061",NA,NA,41,"Rural","Small",1,"Traditional",3,3,1164,99,54,76,0.459884201819686,0.7,0.7,"60 CHARLES ST","FARMINGTON",3835,"STRAFFORD COUNTY","NH",43.3981,-71.0649,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,"{fiber_target,outlier_approved,outreach_confirmed}",NA,"outreach_confirmed",42.9553264604811,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,23.183,50,1159.15,1159.15,0,0,0,FALSE,"Fiber","Cable | Lit Fiber",0,2,0,1,3,0,0,0,1,0,1,0,0,0,3,1000,1000,3,0,0,"","Self-procured","FARMINGTON SCHOOL DISTRICT (dedicated Internet)","","","","SegTEL, Inc.","1 Cable line(s) at 40 Mbps from SegTEL, Inc. for $873.00/mth | 1 Lit Fiber line(s) at 10 Mbps from SegTEL, Inc. for $286.15/mth","SegTEL, Inc. - 6/2017 | SegTEL, Inc. - 6/2017","","","","FARMINGTON SCHOOL DISTRICT","District Owned","3 Dark Fiber line(s) at 1000 Mbps from District Owned for $0.00/mth","District Owned - 6/2017",1,1,1,1,3,5,5,3,"2017-06-30",3,1159.15,0,TRUE,174600,174600,174600,96030,96030,FALSE,FALSE,FALSE,FALSE,"Target","Target",FALSE,1159.15,0,811.405,50,0,1,50,42.9553264604811,0,0,0,0,0,0,0,0
937604,3304410,"LONDONDERRY SCHOOL DISTRICT","012",NA,NA,22,"Suburban","Medium",1.5,"Traditional",6,6,4448,331.3,144.9,273.4,0.0991676575505351,0.4,0.4,"268C MAMMOTH RD","LONDONDERRY",3053,"ROCKINGHAM COUNTY","NH",42.8669,-71.375,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,"{dqt_reviewed}",NA,"dqt_reviewed",46.5377697841727,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,8.71449275362319,207,1803.9,1803.9,0,NA,0,FALSE,"Fiber","Cable | Lit Fiber",1,2.76,2,0.24,1,5,0,0,1,0,2,0,0,0,0,NA,NA,0,0,0,"","Self-procured","LONDONDERRY SCHOOL DISTRICT (dedicated Internet)","","","","Comcast Business Communications","1 Lit Fiber line(s) at 200 Mbps from Comcast Business Communications for $1500.00/mth | 1 Cable line(s) at 5 Mbps from Comcast Business Communications for $214.90/mth | 1 Cable line(s) at 2 Mbps from Comcast Business Communications for $89.00/mth","Comcast Business Communications - 6/2017 | Comcast Business Communications - 6/2017 | Comcast Business Communications - 6/2017","","","","","","","",2,2,2,1,0,3,3,0,"2017-06-30",0,1803.9,0,TRUE,667200,667200,439842.43,266880,175936.972,FALSE,TRUE,FALSE,FALSE,"Target","Target",FALSE,1803.9,0,721.56,200,0,1,207,44.9640287769784,0,0,0,0,0,0,0,0
937626,3304980,"NASHUA SCHOOL DISTRICT","042",NA,NA,13,"Urban","Large",1.75,"Traditional",17,17,11351,832.5,379.6,434.8,0.417162570073307,0.6,0.6,"141 LEDGE ST","NASHUA",3061,"HILLSBOROUGH COUNTY","NH",42.7545,-71.4849,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{dqt_reviewed,fiber_not_target,outlier_approved,outreach_confirmed}",NA,"outreach_confirmed",35.239185974804,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,9,400,3600,3600,0,0,0,FALSE,"Fiber","Lit Fiber",0,17,0,0,17,0,0,0,1,0,0,0,0,0,17,10000,10000,17,0,0,"","Self-procured","NASHUA SCHOOL DISTRICT (dedicated Internet)","","","","Northern New England Telephone Operations LLC","1 Lit Fiber line(s) at 400 Mbps from Northern New England Telephone Operations LLC for $3600.00/mth","Northern New England Telephone Operations LLC - 1/2018","","","","NASHUA SCHOOL DISTRICT","District Owned","17 Dark Fiber line(s) at 10000 Mbps from District Owned for $0.00/mth","District Owned - 6/2017",0,0,0,1,17,18,20,17,"2018-01-29",17,3600,0,FALSE,1702650,184399.18,145399.18,110639.508,87239.508,TRUE,TRUE,FALSE,FALSE,"Not Target","Target",TRUE,3600,0,2160,1000,0,0,1000,88.0979649370099,0,0,0,0,0,0,0,0
937640,3305460,"NOTTINGHAM SCHOOL DISTRICT","044",NA,NA,42,"Rural","Tiny",1,"Traditional",1,1,518,39,20,21.6,0.131274131274131,NA,NA,"23A MOUNTAIN AVE","NORTHWOOD",3261,"ROCKINGHAM COUNTY","NH",43.1926,-71.1506,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,"{fiber_target,invalid_ben}",NA,"natively_clean",96.5250965250965,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2.4,50,120,120,0,NA,0,TRUE,"Fiber","Lit Fiber",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,"","Self-procured","NOTTINGHAM ELEMENTARY SCHOOL (dedicated Internet)","","","","Enhanced Communications of Northern New England LLC","1 Lit Fiber line(s) at 50 Mbps from Enhanced Communications of Northern New England LLC for $120.00/mth","Enhanced Communications of Northern New England LLC - 6/2017","","","","","","","",0,0,0,1,0,1,1,0,"2017-06-30",0,120,0,NA,77700,77700,68360,38850,34180,FALSE,TRUE,FALSE,FALSE,"Target","Target",TRUE,0,120,60,0,1,1,50,0,0,0,0,0,0,0,0,0
937662,3306180,"SHAKER REGIONAL SCHOOL DISTRICT","080",NA,NA,42,"Rural","Small",1,"Traditional",4,4,1323,108.9,61.2,64.3,0.301983835415136,0.6,0.6,"58 SCHOOL ST","BELMONT",3220,"BELKNAP COUNTY","NH",43.4401,-71.4813,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,"{dqt_reviewed,outreach_confirmed}",NA,"outreach_confirmed",90.702947845805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,11.5016666666667,120,1380.2,1380.2,0,0,0,FALSE,"Fiber","Cable | Lit Fiber",0,3,0,1,4,0,0,0,1,0,1,0,0,0,3,10000,10000,3,0,0,"","Self-procured","SHAKER REGIONAL SCHOOL DIST (dedicated Internet)","","","","FairPoint Communications","1 Cable line(s) at 20 Mbps from FairPoint Communications for $387.12/mth | 1 Lit Fiber line(s) at 100 Mbps from FairPoint Communications for $993.08/mth","FairPoint Communications - 6/2019 | FairPoint Communications - 6/2019","","","","SHAKER REGIONAL SCHOOL DISTRICT","District Owned","3 Dark Fiber line(s) at 10000 Mbps from District Owned for $0.00/mth","District Owned - 6/2017",1,1,1,1,3,5,5,3,"2019-06-30",3,1380.2,0,TRUE,198450,198450,174286,119070,104571.6,FALSE,TRUE,FALSE,FALSE,"Target","Target",FALSE,1380.2,0,828.12,100,0,1,120,75.5857898715042,0,0,0,0,0,0,0,0
937673,3306480,"STRATHAM SCHOOL DISTRICT","016",NA,NA,23,"Suburban","Tiny",1,"Traditional",1,1,598,47.1,41,21.3,0.0783034257748776,NA,NA,"30 LINDEN ST","EXETER",3833,"ROCKINGHAM COUNTY","NH",42.9755,-70.9572,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",66.8896321070234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,13.2857046877878,40,531.428187511512,434.65,96.7781875115122,NA,0,FALSE,"Fiber","Lit Fiber",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,"SCHOOL ADMINISTRATIVE UNIT 16","Consortium-provided","SCHOOL ADMINISTRATIVE UNIT 16 (dedicated Upstream) | SCHOOL ADMINISTRATIVE UNIT 16 (shared)","","","","","","","Enhanced Communications of Northern New England LLC","1 Lit Fiber line(s) at 40 Mbps from Enhanced Communications of Northern New England LLC for $434.65/mth","Enhanced Communications of Northern New England LLC - 6/2017","","","","",0,0,0,1,0,1,2,0,"2017-06-30",0,531.428187511512,0,NA,89700,89700,89700,49335,49335,FALSE,FALSE,FALSE,FALSE,"Not Target","Target",FALSE,0,531.428187511512,265.714093755756,0,0,1,40,0,0,0,0,0,0,0,0,0
937675,3306600,"TAMWORTH SCHOOL DISTRICT","013",NA,NA,42,"Rural","Tiny",1,"Traditional",1,1,226,25.2,9.8,16.6,0.495575221238938,NA,NA,"881A TAMWORTH RD","TAMWORTH",3886,"CARROLL COUNTY","NH",43.8364,-71.2656,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,"{dqt_reviewed}",NA,"dqt_reviewed",66.3716814159292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,0,15,0,0,0,NA,0,TRUE,"Cable","Cable",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,"","Self-procured","TAMWORTH SCHOOL DISTRICT (dedicated Internet)","","","","Time Warner Cable","1 Cable line(s) at 15 Mbps from Time Warner Cable for $0.00/mth","Time Warner Cable - 6/2017","","","","","","","",1,1,1,0,0,1,1,0,"2017-06-30",0,0,0,NA,33900,32118.05,29829.05,25694.44,23863.24,TRUE,TRUE,FALSE,FALSE,"Target","Target",FALSE,0,0,NA,0,1,1,15,0,0,0,0,0,0,0,0,0
940944,3400009,"SOMERSET HILLS REGIONAL SCHOOL DISTRICT","000",NA,NA,21,"Suburban","Small",1,"Traditional",3,2,2001,162.13,50.7,101.45,0.0958291956305859,0.4,0.4,"25 OLCOTT AVE","BERNARDSVILLE",7924,"SOMERSET COUNTY","NJ",40.7214,-74.5648,FALSE,FALSE,TRUE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,"{missing_wan_small}","{outlier_approved}",1,"dirty",49.9750124937531,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,21,100,2100,2100,0,NA,0,FALSE,"Fiber","Lit Fiber",0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,NA,NA,0,0,0,"","Self-procured","SOMERSET HILLS SCHOOL DIST (dedicated Internet)","","","","Comcast Business Communications","1 Lit Fiber line(s) at 100 Mbps from Comcast Business Communications for $2100.00/mth","Comcast Business Communications - 6/2017","","","","","","","",0,0,0,1,0,1,1,0,"2017-06-30",0,2100,0,TRUE,300150,300150,165450.85,120060,66180.34,FALSE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,2100,0,840,200,0,0,200,99.9500249875063,0,0,0,0,0,0,0,0
941115,3402370,"BROOKLAWN PUBLIC SCHOOL DISTRICT","000",NA,NA,21,"Suburban","Tiny",1,"Traditional",1,1,322,28.5,7.2,11,0.555555555555556,0.8,0.8,"301 HAAKON RD","BROOKLAWN",8030,"CAMDEN COUNTY","NJ",39.8783,-75.1185,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_target",TRUE,NA,"{outlier_approved}",NA,"natively_clean",31.055900621118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,33.79,10,337.9,337.9,0,NA,0,FALSE,"Cable","Cable",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,0,0,0,"","Self-procured","BROOKLAWN SCHOOL DISTRICT (dedicated Internet)","","","","NetCarrier Telecom, Inc.","1 Cable line(s) at 10 Mbps from NetCarrier Telecom, Inc. for $337.90/mth","NetCarrier Telecom, Inc. - 6/2017","","","","","","","",1,1,1,0,0,1,1,0,"2017-06-30",0,337.9,0,FALSE,48300,48300,1925.62,38640,1540.496,FALSE,TRUE,FALSE,FALSE,"Target","Target",FALSE,337.9,0,270.32,0,0,0,10,0,0,0,0,0,0,0,0,0
941176,3403900,"DEPTFORD TOWNSHIP PUBLIC SCHOOL DISTRICT","000",NA,NA,21,"Suburban","Medium",1.5,"Traditional",9,9,4124,308,94.2,249.18,0.429683921209345,0.6,0.6,"2022 GOOD INTENT RD","DEPTFORD",8096,"GLOUCESTER COUNTY","NJ",39.8084,-75.0924,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{outlier_approved}",NA,"natively_clean",48.4966052376334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,9.95,200,1990,1990,0,1330,10640,FALSE,"Fiber","Lit Fiber",0,9,0,0,9,0,0,0,1,0,0,0,0,0,8,100,100,0,8,0,"","Self-procured","DEPTFORD SCHOOL DISTRICT (dedicated Internet)","","","","XTel Communications, Inc.","1 Lit Fiber line(s) at 200 Mbps from XTel Communications, Inc. for $1990.00/mth","XTel Communications, Inc. - 6/2017","","","","DEPTFORD SCHOOL DISTRICT","XTel Communications, Inc.","8 Lit Fiber line(s) at 100 Mbps from XTel Communications, Inc. for $10640.00/mth","XTel Communications, Inc. - 6/2017",0,0,0,1,8,9,9,8,"2017-06-30",8,1990,0,FALSE,624800,389393.59,0,233636.154,0,TRUE,TRUE,FALSE,TRUE,"Not Target","Target",FALSE,1990,0,1194,200,0,1,200,48.4966052376334,0,0,0,0,0,0,0,0
941185,3404110,"EAST BRUNSWICK PUBLIC SCHOOLS","000",NA,NA,21,"Suburban","Medium",1.5,"Traditional",11,11,8174,670.48,256.6,572.4,0.157257087472741,0.4,0.4,"760 ROUTE 18","EAST BRUNSWICK",8816,"MIDDLESEX COUNTY","NJ",40.4239,-74.379,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,"{outreach_confirmed}",NA,"outreach_confirmed",36.7017372155615,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,7,300,2100,2100,0,689.393939393939,7583.33333333333,FALSE,"Fiber","Lit Fiber",0,11,0,0,11,0,0,0,1,0,0,0,0,0,11,10000,10000,11,0,0,"","Self-procured","EAST BRUNSWICK PUBLIC SCH DIST (dedicated Internet)","","","","Comcast Business Communications","1 Lit Fiber line(s) at 300 Mbps from Comcast Business Communications for $2100.00/mth","Comcast Business Communications - 6/2017","","","","EAST BRUNSWICK PUBLIC SCH DIST","Avaya","11 Dark Fiber line(s) at 10000 Mbps from Avaya for $7583.33/mth","Avaya - 6/2017",0,0,0,1,11,12,24,11,"2017-06-30",11,2100,0,FALSE,1226100,1226100,918079.36,490440,367231.744,FALSE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,2100,0,840,200,0,1,300,24.4678248103744,0,0,0,0,0,0,0,0
941222,3405190,"FLEMINGTON-RARITAN REGIONAL SCHOOL DISTRICT","000",NA,NA,21,"Suburban","Medium",1.5,"Traditional",6,6,3372,309.58,58,213.8,0.129574970484061,0.4,0.4,"50 COURT ST","FLEMINGTON",8822,"HUNTERDON COUNTY","NJ",40.5102,-74.864,FALSE,FALSE,FALSE,FALSE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"natively_clean",88.9679715302491,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,8.3043,300,2491.29,2491.29,0,1103.544,5517.72,FALSE,"Fiber","Lit Fiber",0,6,0,0,6,0,0,0,1,0,0,0,0,0,5,200,200,0,5,0,"","Self-procured","FLEMINGTON-RARITAN REG DIST (dedicated Internet)","","","","Comcast Business Communications","1 Lit Fiber line(s) at 300 Mbps from Comcast Business Communications for $2491.29/mth","Comcast Business Communications - 6/2017","","","","FLEMINGTON-RARITAN REG DIST","Comcast Business Communications","5 Lit Fiber line(s) at 200 Mbps from Comcast Business Communications for $5517.72/mth","Comcast Business Communications - 6/2017",0,0,0,1,5,6,6,5,"2017-06-30",5,2491.29,0,FALSE,505800,505800,356881.1,202320,142752.44,FALSE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,2491.29,0,996.516,200,0,1,300,59.3119810201661,0,0,0,0,0,0,0,0
941246,3405790,"GARWOOD BORO","000",NA,NA,21,"Suburban","Tiny",1,"Traditional",1,1,378,27.4,6.4,17.4,0.133159268929504,0.5,0.5,"400 SECOND AVE","GARWOOD",7027,"UNION COUNTY","NJ",40.6542,-74.3263,FALSE,FALSE,FALSE,TRUE,FALSE,"metric_extrapolation","clean_not_target",TRUE,NA,NA,NA,"machine_cleaned",92.5925925925926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4.42828571428571,35,154.99,154.99,0,NA,0,FALSE,"Fiber","Lit Fiber",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,NA,NA,0,0,0,"","Self-procured","GARWOOD SCHOOL DISTRICT (dedicated Internet)","","","","Verizon Online LLC","1 Lit Fiber line(s) at 35 Mbps from Verizon Online LLC for $154.99/mth","Verizon Online LLC - 6/2017","","","","","","","",0,0,0,1,0,1,1,0,"2017-06-30",0,154.99,0,FALSE,56700,56700,30307.26,28350,15153.63,FALSE,TRUE,FALSE,FALSE,"Not Target","Target",FALSE,154.99,0,77.495,0,0,1,35,0,0,0,0,0,0,0,0,0
941289,3406870,"HARRISON PUBLIC SCHOOLS","000",NA,NA,21,"Suburban","Small",1,"Traditional",4,4,2036,158.5,37,139,0.808939096267191,0.9,0.85,"501 HAMILTON ST","HARRISON",7029,"HUDSON COUNTY","NJ",40.7483,-74.1544,FALSE,FALSE,TRUE,TRUE,FALSE,"metric_extrapolation","clean_target",TRUE,"{missing_wan_small}",NA,1,"dirty",73.6738703339882,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,6.66533333333333,150,999.8,999.8,0,NA,0,FALSE,"Cable","Cable",0,2.76,1,0.24,0,0,1,3,0,0,1,0,0,0,0,NA,NA,0,0,0,"","Self-procured","HARRISON SCHOOL DISTRICT (dedicated Internet)","","","","Comcast Cable Communications, LLC","1 Cable line(s) at 150 Mbps from Comcast Cable Communications, LLC for $999.80/mth","Comcast Cable Communications, LLC - 6/2017","","","","","","","",1,1,1,0,0,1,1,0,"2017-06-30",0,999.8,0,FALSE,305400,305400,305400,192402,192402,FALSE,FALSE,FALSE,FALSE,"Target","Target",FALSE,999.8,0,899.82,50,0,1,150,24.5579567779961,0,0,0,0,0,0,0,0
