"esh_id","service_provider_2016","bandwidth_in_mbps_2016","contract_end_date_2016","purpose_2016","percent_bw_2016","total_monthly_cost_2016","predominant_sp_2016","exclude_from_ia_analysis"
970034,"AMG Technology",10,"2017-06-30","Upstream",1,250,TRUE,FALSE
970035,"ESC7Net",100,"2017-06-30","Internet",1,3150,TRUE,FALSE
970036,"Greasy Bend Ventures",100,"2017-06-30","Internet",1,6750,TRUE,FALSE
970037,"Conterra, LLC",100,"2017-06-30","Upstream",1,3404,TRUE,FALSE
970038,"Cebridge",100,"2020-06-30","Internet",0.77,1200,TRUE,FALSE
970038,"AirCanopy",30,"2017-06-30","Internet",0.23,1500,FALSE,FALSE
970039,"Cebridge",1000,"2020-06-30","Upstream",1,208.041818181818,TRUE,FALSE
970040,"AT&T",1500,"2017-06-30","Internet",1,10537.36,TRUE,FALSE
970041,"Conterra, LLC",10000,"2019-06-30","Internet",1,8300,TRUE,FALSE
970042,"Time Warner Cable",400,"2020-06-30","Internet",1,4545,TRUE,FALSE
970043,"ESC Region 6",50,"2018-06-30","Internet",1,2500,TRUE,FALSE
970044,"Conterra, LLC",105,"2017-06-30","Upstream",1,9728.8325,TRUE,FALSE
970045,"Conterra, LLC",100,"2018-07-31","Upstream",1,4039,TRUE,FALSE
970046,"AT&T",2300,"2018-06-30","Internet",1,7675.48,TRUE,FALSE
970047,"AT&T",1000,"2019-06-30","Upstream",1,2999.75,TRUE,FALSE
970048,"Region 16 ESC",200,"2019-06-30","Internet",1,6210,TRUE,FALSE
970050,"PHONOSCOPE LIGHT",4000,"2018-06-30","Internet",1,10650,TRUE,TRUE
970051,"Zayo Group, LLC",2000,"2017-06-30","Internet",0.5,2900,FALSE,FALSE
970051,"Cogent",2000,"2017-06-30","Internet",0.5,1875,FALSE,FALSE
970052,"Region 16 ESC",100,"2019-06-30","Internet",1,0,TRUE,FALSE
970053,"ESC7Net",1000,"2017-06-30","Internet",1,2500,TRUE,FALSE
970054,"Interfacing Company",2000,"2018-06-30","Internet",0.5,0,FALSE,FALSE
970054,"Comcast",2000,"2018-06-30","Internet",0.5,3600,FALSE,FALSE
970056,"W Plains Telecomm",100,"2017-06-30","Internet",1,200,TRUE,FALSE
970058,"AMG Technology",660,"2020-06-30","Internet",1,3050,TRUE,FALSE
970060,"Region 5 Education Service Center",100,"2017-06-30","Internet",1,1988.25,TRUE,FALSE
970061,"PHONOSCOPE LIGHT",1000,"2019-06-30","Internet",1,3500,TRUE,FALSE
970062,"AT&T",500,"2018-06-30","Internet",0.33,1846.4,FALSE,TRUE
970062,"Cebridge",1000,"2020-06-30","Upstream",0.67,208.041818181818,TRUE,TRUE
970063,"Wex-Tex",1000,"2017-06-30","Upstream",0.67,1917.5,TRUE,TRUE
970063,"Region 18 ESC",500,"2017-06-30","Internet",0.33,4122.67,FALSE,TRUE
970066,"AMG Technology",1000,"2017-06-30","Internet",1,3700,TRUE,FALSE
970068,"Conterra, LLC",55,"2017-06-30","Upstream",1,5096.056,TRUE,FALSE
970072,"Sprint",89.472,"2018-06-30","Upstream",1,9440,TRUE,FALSE
970073,"Region 16 ESC",100,"2018-06-30","Internet",1,5376.67,TRUE,FALSE
970075,"AMG Technology",1.544,"2017-06-30","Internet",1,130,TRUE,FALSE
970076,"W Plains Telecomm",101.544,"2017-06-30","Internet",1,672.38,TRUE,FALSE
970077,"Peoples Comm",50,"2019-06-30","Internet",1,2335.81,TRUE,FALSE
970078,"Cebridge",1000,"2017-06-30","Internet",1,3250,TRUE,FALSE
970079,"Conterra, LLC",100,"2017-06-30","Upstream",1,3404,TRUE,FALSE
970081,"Region 16 ESC",50,"2019-06-30","Internet",1,4126.6,TRUE,FALSE
970082,"Brazoria Telephone Company",500,"2017-06-30","Internet",1,3000,TRUE,FALSE
970083,"AT&T",3.088,"2017-06-30","Upstream",1,646,TRUE,TRUE
970085,"AT&T",300,"2018-06-30","Internet",0.23,2810.78,FALSE,TRUE
970085,"Cebridge",1000,"2020-06-30","Upstream",0.77,208.041818181818,TRUE,TRUE
970086,"ESC Region 2",200,"2017-06-30","Internet",1,2643.33,TRUE,FALSE
970087,"Conterra, LLC",100,"2017-06-30","Upstream",1,3404,TRUE,FALSE
970088,"Peoples Comm",100,"2017-06-30","Internet",1,2395,TRUE,FALSE
970089,"AT&T",100,"2018-06-30","Internet",1,1495.84,TRUE,FALSE
970090,"Tatum Telephone Company",100,"2017-06-30","Internet",0.33,2000,FALSE,FALSE
970090,"Cebridge",200,"2018-06-30","Upstream",0.67,3000,TRUE,FALSE
970091,"Charter",700,"2019-06-30","Internet",1,2550,TRUE,FALSE
970093,"EDLINK12",300,"2019-06-30","Internet",1,3875,TRUE,FALSE
970095,"Grande Comm",2000,"2019-06-30","Internet",1,4620,TRUE,FALSE
970097,"ESC7Net",100,"2017-06-30","Internet",1,4445,TRUE,FALSE
970098,"Big Bend",1000,"2017-06-30","Upstream",1,6095,TRUE,FALSE
970101,"Big Bend",1000,"2017-06-30","Upstream",1,6095,TRUE,FALSE
970102,"Windstream",1000,"2019-06-30","Internet",1,3345,TRUE,FALSE
970103,"Windstream",800,"2017-06-30","Internet",1,4800,TRUE,TRUE
970104,"Windstream",100,"2017-06-30","Internet",0.5,1400,FALSE,FALSE
970104,"Comcast",100,"2017-06-30","Internet",0.5,1746.5,FALSE,FALSE
970105,"Region 16 ESC",40,"2019-06-30","Internet",1,4791.66,TRUE,FALSE
970106,"Region 16 ESC",60,"2018-06-30","Internet",1,4543.33,TRUE,FALSE
970107,"ESC Region 13",100,"2017-06-30","Internet",1,3575,TRUE,FALSE
970109,"ESC Region 13",100,"2017-06-30","Internet",1,3575,TRUE,FALSE
970110,"ESC Region 2",100,"2017-06-30","Internet",1,3042.92,TRUE,FALSE
970111,"AMG Technology",50,"2017-06-30","Internet",1,1500,TRUE,FALSE
970112,"Windstream",20,"2017-06-30","Internet",1,935,TRUE,FALSE
970113,"Ganado Tele",100,"2017-06-30","Internet",1,6000,TRUE,FALSE
970116,"AT&T",100,"2018-06-30","Internet",0.71,1556.4,TRUE,FALSE
970116,"NDEMAND",40,"2017-06-30","Internet",0.29,4500,FALSE,FALSE
970117,"Muenster Tele",100,"2019-06-30","Internet",1,1600,TRUE,FALSE
970118,"AMG Technology",50,"2017-06-30","Internet",1,1150,TRUE,FALSE
970119,"Cutter Comm",300,"2019-06-30","Internet",1,3091,TRUE,FALSE
970120,"Comcast",1000,"2017-06-30","Internet",0.33,5600,FALSE,FALSE
970120,"PHONOSCOPE LIGHT",2000,"2019-06-30","Internet",0.67,4900,TRUE,FALSE
970121,"Time Warner Cable",400,"2017-06-30","Internet",1,9990,TRUE,FALSE
970122,"Conterra, LLC",300,"2019-06-30","Upstream",1,2826.29,TRUE,FALSE
970123,"Peoples Tele Coop",400,"2019-06-30","Internet",1,4000,TRUE,FALSE
970124,"CenturyLink",50,"2019-06-30","Upstream",1,860,TRUE,FALSE
970126,"Windstream",170,"2017-06-30","Internet",1,5350,TRUE,FALSE
970127,"Cebridge",100,"2017-06-30","Upstream",1,1815.69,TRUE,FALSE
970128,"EDLINK12",750,"2017-06-30","Internet",1,4167,TRUE,FALSE
970129,"Windstream",500,"2018-06-30","Internet",1,4158,TRUE,FALSE
970130,"Region 16 ESC",500,"2019-06-30","Internet",1,7470,TRUE,FALSE
970131,"Cogent",500,"2019-06-30","Internet",1,2064,TRUE,FALSE
970132,"Cap Rock",20,"2017-06-30","Internet",1,755.41,TRUE,FALSE
970133,"AT&T",1000,"2017-06-30","Upstream",1,592,TRUE,FALSE
970135,"Time Warner Cable",3000,"2019-03-23","Internet",0.23,8500,FALSE,TRUE
970135,"Cebridge",200,"2020-06-30","Upstream",0.02,1175,FALSE,TRUE
970135,"CenturyLink",10000,"2019-06-30","Upstream",0.76,2500,TRUE,TRUE
970136,"Etex",50,"2017-06-30","Internet",1,650,TRUE,FALSE
970137,"SmartCom Telephone",10000,"2017-06-30","Internet",1,14006.1,TRUE,FALSE
970140,"SW TX Tele Co",50,"2017-06-30","Internet",1,1716.16,TRUE,FALSE
970141,"Time Warner Cable",1000,"2017-10-14","Internet",0.5,4275,FALSE,FALSE
970141,"AT&T",1000,"2017-06-30","Internet",0.5,922.65,FALSE,FALSE
970142,"Big Bend",1000,"2017-06-30","Upstream",1,2300,TRUE,FALSE
970143,"FiberLight, LLC",200,"2019-06-30","Internet",1,1050,TRUE,FALSE
970144,"SmartCom Telephone",415,"2017-06-30","Upstream",1,955.66,TRUE,FALSE
970145,"Muenster Tele",200,"2017-06-30","Internet",1,1050,TRUE,FALSE
970146,"Cutter Comm",100,"2017-06-30","Internet",1,2362.36,TRUE,FALSE
970148,"Cebridge",600,"2017-06-30","Upstream",1,3135,TRUE,FALSE
970149,"AT&T",101.544,"2017-06-30","Upstream, Internet",1,4198,TRUE,FALSE
970153,"Region 16 ESC",40,"2018-06-30","Internet",1,0,TRUE,FALSE
970154,"AMG Technology",310,"2017-06-30","Internet, Upstream",1,5850,TRUE,TRUE
970155,"Conterra, LLC",20,"2017-06-30","Upstream",1,1853.111,TRUE,FALSE
970156,"AT&T",120,"2017-06-30","Internet",1,4185,TRUE,TRUE
970157,"Region 3 ESC",100,"2017-06-30","Internet",0.09,3914.86,FALSE,FALSE
970157,"Foremost Telecom",1000,"2018-06-30","Internet",0.91,9995,TRUE,FALSE
970158,"AT&T",1000,"2017-06-30","Upstream",1,628.24,TRUE,FALSE
970159,"AT&T",1.544,"2017-06-30","Upstream",1,188.75,TRUE,FALSE
970160,"AT&T",20000,"2017-06-30","Upstream",1,2200,TRUE,FALSE
970161,"ESC Region 13",20,"2017-06-30","Internet",1,1750,TRUE,FALSE
970162,"Region 16 ESC",50,"2019-06-30","Internet",1,4960,TRUE,FALSE
970163,"Conterra, LLC",80,"2017-06-30","Upstream",1,7412.445,TRUE,FALSE
970164,"AT&T",1000,"2019-06-30","Internet",0.5,2944.6,FALSE,FALSE
970164,"LEARN Lonestar",1000,"2017-06-30","Internet",0.5,3100,FALSE,FALSE
970165,"ESC Region 6",200,"2019-06-30","Internet",1,8375,TRUE,FALSE
970166,"AT&T",25,"2017-06-30","Internet",0,375,FALSE,TRUE
970166,"Zayo Group, LLC",10000,"2018-06-30","Internet",1,10195,TRUE,TRUE
970167,"EDLINK12",44.29,"2019-06-30","Internet",1,1891.67,TRUE,FALSE
970168,"Region 5 Education Service Center",200,"2017-06-30","Internet",1,2952.88,TRUE,FALSE
970169,"Eastex Celco, LLC",100,"2017-06-30","Internet",0.5,699.95,FALSE,FALSE
970169,"Eastex Tele",100,"2019-05-23","Upstream",0.5,855.78,FALSE,FALSE
970170,"Conterra, LLC",40,"2017-06-30","Upstream",1,3706.22,TRUE,FALSE
970171,"Cogent",1000,"2019-06-30","Internet",0.67,4135,TRUE,FALSE
970171,"Charter",500,"2019-06-30","Internet",0.33,2756,FALSE,FALSE
970172,"AMG Technology",1000,"2018-06-30","Internet",1,3900,TRUE,FALSE
970175,"USFon, Inc.",100,"2018-06-30","Internet",1,1740,TRUE,FALSE
970176,"Region 16 ESC",100,"2018-06-30","Internet",1,5376.67,TRUE,FALSE
970177,"Conterra, LLC",100,"2017-06-30","Upstream",1,3404,TRUE,FALSE
970180,"Consolidated Comm",100,"2019-06-30","Upstream",1,1100,TRUE,FALSE
970181,"Charter",1200,"2017-06-30","Internet",0.38,4140,FALSE,FALSE
970181,"Foremost Telecom",2000,"2019-06-30","Internet",0.62,1995,TRUE,FALSE
970182,"Internet Management",200,"2017-06-30","Internet",1,4400,TRUE,FALSE
970184,"AT&T",400,"2017-06-30","Internet",1,6298.15,TRUE,FALSE
970186,"Charter",100,"2017-06-30","Internet",1,1950,TRUE,FALSE
970187,"CenturyLink",200,"2018-06-30","Internet",1,830.3,TRUE,TRUE
970188,"ESC7Net",400,"2019-06-30","Internet",1,3550,TRUE,FALSE
970190,"Conterra, LLC",300,"2019-06-30","Upstream",1,2826.29,TRUE,FALSE
970192,"Region 3 ESC",1.544,"2017-06-30","Internet",1,800,TRUE,TRUE
970194,"EDLINK12",100,"2019-06-30","Internet",1,1955,TRUE,FALSE
970197,"UT Austin",250,"2017-06-30","Internet",1,3879.53,TRUE,FALSE
970198,"Region 16 ESC",50,"2018-06-30","Internet",1,4126.66,TRUE,FALSE
970199,"Region 16 ESC",100,"2018-06-30","Internet",1,5376.67,TRUE,FALSE
970200,"Cebridge",500,"2017-06-30","Upstream",1,1500,TRUE,FALSE
970202,"Windstream",1000,"2020-06-30","Internet",0.9,7657,TRUE,TRUE
970202,"Five Area Tele",6,"2017-06-30","Internet",0.01,157.98,FALSE,TRUE
970202,"Conterra, LLC",100,"2017-06-30","Upstream",0.09,3404,FALSE,TRUE
970203,"Cebridge",300,"2017-06-30","Upstream",1,1420,TRUE,FALSE
970204,"Cutter Comm",200,"2019-06-30","Internet",1,2150,TRUE,FALSE
970205,"NE TX Broadband",200,"2019-06-30","Internet",1,1995,TRUE,FALSE
970206,"Conterra, LLC",100,"2017-06-30","Upstream",1,3404,TRUE,FALSE
970207,"Windstream",200,"2018-06-30","Internet",1,2700,TRUE,FALSE
970209,"AT&T",5000,"2017-06-30","Internet",1,14823.84,TRUE,FALSE
970210,"Region 16 ESC",50,"2019-06-30","Internet",1,4126.66,TRUE,FALSE
970211,"Cebridge",750,"2018-06-30","Internet",1,5625,TRUE,FALSE
970212,"Peoples Tele Coop",300,"2019-06-30","Internet",1,3495,TRUE,FALSE
970213,"Conterra, LLC",100,"2017-06-30","Upstream",1,3404,TRUE,FALSE
970214,"Community Tele",250,"2017-06-30","Internet",1,2700,TRUE,FALSE
970215,"Peoples Comm",100,"2017-06-30","Internet",1,2395,TRUE,FALSE
970216,"Delcom, Inc.",1000,"2017-06-30","Upstream",1,2730.56,TRUE,FALSE
970217,"Cebridge",500,"2019-06-30","Upstream",1,1535,TRUE,FALSE
970219,"Cebridge",200,"2019-06-30","Upstream",1,1175,TRUE,FALSE
970220,"FiberLight, LLC",100,"2017-06-30","Internet",1,1600,TRUE,FALSE
970222,"ESC7Net",250,"2019-06-30","Internet",1,3000,TRUE,FALSE
970223,"Peoples Comm",300,"2019-06-30","Internet",1,3495,TRUE,FALSE
970224,"Charter",100,"2017-06-30","Internet",0.33,1152,FALSE,FALSE
970224,"Windstream",200,"2019-06-30","Internet",0.67,1550,TRUE,FALSE
970225,"Brazos Tele",30,"2017-06-30","Upstream",1,660,TRUE,TRUE
970227,"AT&T",100,"2018-06-30","Internet",1,1514.78,TRUE,FALSE
970228,"Cebridge",1000,"2020-06-30","Upstream",1,208.041818181818,TRUE,FALSE
970229,"Time Warner Cable",2000,"2018-06-30","Internet",1,4250,TRUE,FALSE
970230,"Peoples Comm",100,"2019-06-30","Internet",1,1895,TRUE,FALSE
970231,"AT&T",2000,"2018-06-30","Upstream",1,1038.8,TRUE,FALSE
970232,"AT&T",100,"2017-06-30","Upstream",1,795,TRUE,FALSE
970234,"Charter",8000,"2017-06-30","Internet",1,20333.35,TRUE,FALSE
970237,"Time Warner Cable",1000,"2017-06-30","Internet",1,3950,TRUE,FALSE
970238,"ESC7Net",100,"2018-06-30","Internet",1,3350,TRUE,FALSE
970239,"Conterra, LLC",20,"2017-06-30","Upstream",1,1853.111,TRUE,FALSE
970240,"Time Warner Cable",500,"2017-06-30","Upstream",1,1200,TRUE,FALSE
972094,"Central Utah",10000,"2019-06-30","Upstream",1,3642,TRUE,FALSE
972123,"SC UT Tele",1000,"2020-06-30","Upstream",1,2124.335,TRUE,FALSE
972145,"Frontier",1000,"2019-06-30","Upstream",1,1056,TRUE,FALSE
972148,"Comcast",1000,"2020-06-30","Upstream",1,897.63,TRUE,FALSE
972167,"CenturyLink",10000,"2018-06-30","Upstream",1,971,TRUE,FALSE
972176,"EMERY TELEPHONE",1000,"2020-06-30","Upstream",1,1456.75,TRUE,FALSE
972178,"Comcast",100,"2017-06-30","Internet",1,184.9,TRUE,NA
972200,"CenturyLink",10000,"2021-06-30","Upstream",1,2549.4,TRUE,FALSE
972201,"UBTA-UBET Comm",1000,"2021-06-30","Upstream",1,1305.17,TRUE,FALSE
972204,"EMERY TELEPHONE",1000,"2018-06-30","Upstream",1,2245.5,TRUE,FALSE
972205,"SC UT Tele",1000,"2021-06-30","Upstream",1,2367.3,TRUE,FALSE
972207,"EMERY TELEPHONE",1000,"2017-06-30","Upstream",1,1821,TRUE,FALSE
972209,"CenturyLink",2000,"2020-06-30","Upstream",1,1968.02,TRUE,FALSE
972212,"Central Utah",1000,"2021-06-30","Upstream",1,884.98,TRUE,FALSE
972213,"SC UT Tele",1000,"2021-06-30","Upstream",1,2367.3,TRUE,FALSE
972217,"UT Telecomm Open Inf",10000,"2019-06-30","Upstream",1,3884.5,TRUE,FALSE
972220,"Central Utah",1000,"2021-06-30","Upstream",1,1414.31,TRUE,FALSE
972222,"All West",1000,"2020-06-30","Upstream",1,2185.2,TRUE,FALSE
972223,"CenturyLink",1000,"2018-06-30","Upstream",1,698.05,TRUE,FALSE
972227,"All West",1000,"2020-06-30","Upstream",1,2185.2,TRUE,FALSE
972231,"Central Utah",1000,"2017-06-01","Upstream",1,1194.58,TRUE,FALSE
972234,"All West",1000,"2020-06-30","Upstream",1,2185.2,TRUE,FALSE
972235,"Central Utah",1000,"2019-06-30","Upstream",1,1012.48,TRUE,FALSE
972236,"Central Utah",1000,"2019-06-30","Upstream",1,1012.48,TRUE,FALSE
972240,"UBTA-UBET Comm",1000,"2018-06-30","Upstream",1,862.51,TRUE,FALSE
972242,"SC UT Tele",1000,"2020-06-30","Upstream",1,2124.335,TRUE,FALSE
972243,"SC UT Tele",1000,"2021-06-30","Upstream",1,2367.3,TRUE,FALSE
972245,"Verizon",100,"2022-09-30","Internet",1,15751.84,TRUE,TRUE
975399,"Harrisonburg Elec",1000,"2020-06-30","Internet",1,950,TRUE,NA
975400,"Lumos",1000,"2019-06-30","Internet",1,4090,TRUE,NA
975401,"Cox",310,"2017-06-30","Internet",1,5940,TRUE,NA
975404,"Gans Communications",20,"2017-06-30","Internet",1,199.95,TRUE,NA
975411,"Comcast",1000,"2019-06-30","Internet",1,3900,TRUE,NA
975412,"Eastern Shore",4000,"2017-06-30","Internet",0.5,13800,FALSE,NA
975412,"Cox",4000,"2017-06-30","Internet",0.5,13865,FALSE,NA
975413,"Lumos",1500,"2021-06-30","Internet",1,5020.5,TRUE,NA
975443,"Eastern Shore",800,"2017-06-07","Internet",1,6300,TRUE,FALSE
975449,"Comcast",1000,"2019-06-30","Internet",1,3900,TRUE,NA
975466,"GCR Telecomm",200,"2017-06-30","Internet",1,6000,TRUE,NA
975467,"Comcast",1000,"2017-06-30","Internet",0.2,2415.3,FALSE,FALSE
975467,"CenturyLink",4000,"2017-06-30","Internet",0.8,8124,TRUE,FALSE
975468,"Verizon",40,"2017-06-30","Internet",1,1277.53,TRUE,NA
975472,"Frontier",200,"2018-06-30","Internet",1,7030,TRUE,NA
975476,"Comcast",1000,"2019-06-30","Internet",1,3900,TRUE,NA
975485,"BrightStar Communications, Inc.",2000,"2019-06-30","Internet",1,6974,TRUE,FALSE
975486,"Lumos",2000,"2018-06-30","Internet",1,5500,TRUE,FALSE
975487,"Ameilia Telephone Co",25,"2017-06-30","Internet",1,2136,TRUE,FALSE
975488,"Shenandoah Tele Co",1000,"2021-06-30","Internet",1,4700,TRUE,FALSE
975489,"Shenandoah Tele Co",1000,"2019-06-30","Internet",1,1900,TRUE,FALSE
975498,"Light Tower Fiber",10000,"2020-06-30","Internet",1,18819,TRUE,FALSE
975499,"Lumos",5000,"2017-06-30","Internet",1,19700,TRUE,FALSE
975501,"Shenandoah Tele Co",1000,"2020-06-30","Internet",1,5900,TRUE,FALSE
975503,"BVU Authority",100,"2017-06-30","Internet",1,3825,TRUE,FALSE
975504,"Lumos",1000,"2017-06-30","Internet",1,5060.33,TRUE,FALSE
975505,"BVU Authority",600,"2017-06-30","Internet",1,2500,TRUE,FALSE
975506,"GCR Telecomm",200,"2017-06-30","Internet",1,6000,TRUE,FALSE
975507,"BVU Authority",150,"2017-06-30","Internet",1,5500,TRUE,FALSE
975508,"Kinex Telecom, Inc",300,"2020-07-01","Internet",1,3750.04,TRUE,FALSE
975509,"Blue Ridge",100,"2017-06-30","Internet",1,2500,TRUE,FALSE
975510,"Shenandoah Tele Co",500,"2017-06-30","Internet",1,9900,TRUE,FALSE
975511,"Unite Private",5000,"2018-07-31","Internet",1,8044,TRUE,FALSE
975513,"CenturyLink",150,"2017-06-30","Internet",1,1400,TRUE,FALSE
975515,"GCR Telecomm",250,"2017-06-30","Internet",1,4500,TRUE,FALSE
975516,"Comcast",200,"2019-06-30","Internet",0.09,873.25,FALSE,FALSE
975516,"CenturyLink",2000,"2019-06-30","Internet",0.91,5750,TRUE,FALSE
975517,"Cox",2000,"2017-06-30","Internet",1,9000,TRUE,FALSE
975518,"Comcast",5000,"2017-06-30","Internet",0.91,14206,TRUE,FALSE
975518,"Sprint",500,"2017-06-30","Internet",0.09,8661.16,FALSE,FALSE
975519,"Shenandoah Tele Co",500,"2017-06-30","Internet",1,2990,TRUE,FALSE
975520,"Verizon",100,"2018-06-30","Internet",1,2379.37,TRUE,FALSE
975522,"Comcast",300,"2017-06-30","Internet",1,3461.5,TRUE,FALSE
975523,"Shenandoah Tele Co",200,"2019-06-30","Internet",1,1200,TRUE,FALSE
975524,"Shenandoah Tele Co",100,"2019-06-30","Internet",1,1675,TRUE,FALSE
975525,"Windstream",500,"2017-06-30","Internet",1,3000,TRUE,FALSE
975527,"Kinex Telecom, Inc",1000,"2017-06-30","Internet",1,7500,TRUE,FALSE
975529,"BVU Authority",500,"2017-06-30","Internet",1,6800,TRUE,FALSE
975530,"Windstream",500,"2017-06-30","Internet",1,3500,TRUE,FALSE
975533,"Verizon",200,"2018-06-30","Internet",1,3580,TRUE,FALSE
975536,"Cox",8073,"2018-06-30","Internet",0.67,28551.41,TRUE,FALSE
975536,"Comcast",4000,"2017-06-30","Internet",0.33,23790,FALSE,FALSE
975537,"Verizon",800,"2017-06-30","Internet",1,889.99,TRUE,FALSE
975538,"Comcast",2000,"2019-06-30","Internet",1,9374,TRUE,FALSE
975542,"Frontier",500,"2017-06-30","Internet",1,6500,TRUE,FALSE
975544,"CenturyLink",700,"2019-06-30","Internet",1,2815,TRUE,FALSE
975547,"Charter",500,"2017-06-30","Internet",1,4290,TRUE,FALSE
975548,"Shenandoah Tele Co",1000,"2019-06-30","Internet",1,6900,TRUE,FALSE
975549,"Shenandoah Tele Co",1500,"2017-05-04","Internet",1,7130,TRUE,FALSE
975550,"Allied Telecom Group",1000,"2019-06-30","Internet",1,2898,TRUE,FALSE
975551,"CenturyLink",200,"2021-06-30","Internet",1,2287,TRUE,FALSE
975552,"Shenandoah Tele Co",1000,"2017-06-30","Internet",1,4900,TRUE,FALSE
975553,"Cox",1000,"2017-06-30","Internet",1,6800,TRUE,FALSE
975555,"Comcast",600,"2017-06-30","Internet",1,5057.7,TRUE,FALSE
975557,"CenturyLink",500,"2019-01-04","Internet",1,4483,TRUE,FALSE
975558,"Comcast",1000,"2018-06-30","Internet",1,4465,TRUE,FALSE
975561,"GCR Telecomm",400,"2020-06-30","Internet",1,9095,TRUE,FALSE
975562,"Cox",2000,"2017-06-30","Internet",1,7280,TRUE,FALSE
975563,"Level 3",1000,"2017-06-30","Internet",1,4295,TRUE,FALSE
975564,"Shenandoah Tele Co",10000,"2021-06-30","Internet",1,4500,TRUE,TRUE
975565,"Comcast",8000,"2017-06-30","Internet",1,21670,TRUE,FALSE
975567,"CenturyLink",1000,"2017-06-30","Internet",1,7982,TRUE,FALSE
975568,"HIGHLAND TELE",30,"2017-06-30","Internet",1,789,TRUE,FALSE
975569,"Windstream",500,"2019-06-30","Internet",1,2650,TRUE,FALSE
975570,"Charter",1000,"2018-06-30","Internet",1,9120,TRUE,FALSE
975571,"Gamewood Tech",50,"2018-06-30","Internet",1,2500,TRUE,FALSE
975572,"Gans Communications",1000,"2019-06-30","Internet",1,3325,TRUE,FALSE
975573,"Verizon",140,"2017-06-30","Internet",1,3150.74,TRUE,FALSE
975574,"Windstream",1000,"2019-06-30","Internet",1,5650,TRUE,FALSE
975581,"Sunset Digital Comm",1000,"2020-06-30","Internet",1,8380.57,TRUE,FALSE
975582,"VA Global Comm ",100,"2017-06-30","Internet",1,1305,TRUE,FALSE
975583,"Verizon",1000,"2017-07-30","Internet",0.09,11500,FALSE,FALSE
975583,"Cogent",10000,"2018-05-01","Internet",0.91,18250,TRUE,FALSE
975584,"Comcast",1000,"2018-06-30","Internet",1,4900,TRUE,FALSE
975585,"Kinex Telecom, Inc",100,"2019-06-30","Internet",1,2750,TRUE,FALSE
975587,"Shenandoah Tele Co",5000,"2021-06-30","Internet",0.77,6000,TRUE,FALSE
975587,"Lumos",1500,"2021-06-30","Internet",0.23,5020.5,FALSE,FALSE
975588,"Verizon",1000,"2017-06-30","Internet",1,8607,TRUE,FALSE
975590,"Comcast",10,"2017-06-30","Internet",0.02,125,FALSE,FALSE
975590,"Lumos",500,"2018-06-30","Internet",0.98,3750,TRUE,FALSE
975592,"Verizon",500,"2017-06-30","Internet",0.5,445,FALSE,FALSE
975592,"Comcast",500,"2018-06-30","Internet",0.5,4300,FALSE,FALSE
975593,"City of Martinsville",2000,"2017-06-30","Internet",1,13600,TRUE,FALSE
975594,"CenturyLink",100,"2017-06-30","Internet",1,2571,TRUE,FALSE
975596,"GCR Telecomm",400,"2018-06-30","Internet",0.29,6137.5,FALSE,FALSE
975596,"Shenandoah Tele Co",1000,"2018-06-30","Internet",0.71,3500,TRUE,FALSE
975597,"Gans Communications",650,"2017-06-30","Internet",1,3950,TRUE,FALSE
975599,"Shenandoah Tele Co",1000,"2020-06-30","Internet",1,5854.96,TRUE,FALSE
975601,"Cox",200,"2017-06-30","Internet",1,3260,TRUE,FALSE
975603,"Cox",1500,"2017-06-30","Internet",1,11310,TRUE,FALSE
975604,"Cox",4000,"2017-07-21","Internet",1,13865,TRUE,FALSE
975605,"Eastern Shore",600,"2019-06-30","Internet",1,10450,TRUE,FALSE
975609,"Sunset Digital Comm",100,"2017-06-30","Internet",1,2816.23,TRUE,FALSE
975610,"Kinex Telecom, Inc",250,"2017-06-30","Internet",1,5000,TRUE,FALSE
975612,"Comcast",1000,"2017-06-30","Internet",1,5800,TRUE,FALSE
975613,"CenturyLink",400,"2017-06-30","Internet",1,4160,TRUE,FALSE
975614,"CenturyLink",2000,"2018-06-30","Internet",1,5700,TRUE,FALSE
975615,"Verizon",300,"2018-02-22","Internet",1,5343.87,TRUE,FALSE
975618,"GCR Telecomm",300,"2017-06-30","Internet",1,5350,TRUE,FALSE
975619,"Verizon",450,"2017-06-30","Internet",1,818,TRUE,FALSE
975620,"Cox",2000,"2028-06-30","Internet",1,7280,TRUE,FALSE
975621,"Conterra, LLC",1000,"2024-01-31","Internet",1,6995,TRUE,FALSE
975623,"Kinex Telecom, Inc",200,"2017-06-30","Internet",1,4500,TRUE,FALSE
975624,"Comcast",500,"2017-06-30","Internet",1,2040.5,TRUE,FALSE
975625,"Cox",2000,"2017-06-30","Internet",0.5,11000,FALSE,FALSE
975625,"Comcast",2000,"2019-06-30","Internet",0.5,4800,FALSE,FALSE
975626,"Frontier",200,"2017-06-30","Internet",1,3600,TRUE,FALSE
975627,"Lumos",500,"2018-11-04","Internet",1,2135,TRUE,FALSE
975629,"Comcast",300,"2017-06-30","Internet",1,593.55,TRUE,TRUE
975631,"Comcast",2000,"2017-06-30","Internet",0.5,8396,FALSE,FALSE
975631,"Lumos",2000,"2017-02-28","Internet",0.5,6694,FALSE,FALSE
975632,"Gans Communications",200,"2018-07-01","Internet",1,3200,TRUE,FALSE
