"","verified_category","predicted_category","raw_category","test_data.frn_complete","guessed_correctly"
"6026","Fiber","Fiber","Cable / DSL","2814006-1",TRUE
"6028","Fixed Wireless","Fixed Wireless","Other / Uncategorized","2814094-1",TRUE
"6032","Copper","Copper","Copper","2814163-1",TRUE
"6033","Fiber","Fiber","Fiber","2814176-1",TRUE
"6035","Fiber","Fiber","Other / Uncategorized","2814239-1",TRUE
"6040","Fiber","Fiber","Fiber","2814258-1",TRUE
"6045","Fiber","Fiber","Fiber","2814499-1",TRUE
"6054","Fiber","Fiber","Fiber","2814624-1",TRUE
"6064","Fiber","Fiber","Fiber","2814776-1",TRUE
"6073","Fiber","Fiber","Other / Uncategorized","2814912-1",TRUE
"6075","Fiber","Fiber","Other / Uncategorized","2814912-3",TRUE
"6078","Copper","Copper","Other / Uncategorized","2814997-1",TRUE
"6079","Fiber","Fiber","Fiber","2814997-2",TRUE
"6092","Other / Uncategorized","Fiber","Other / Uncategorized","2815194-2",FALSE
"6093","Fiber","Fiber","Other / Uncategorized","2815194-3",TRUE
"6097","Fiber","Fiber","Fiber","2815194-7",TRUE
"6102","Fiber","Fiber","Fiber","2815384-1",TRUE
"6107","Copper","Copper","Other / Uncategorized","2815487-1",TRUE
"6109","Fiber","Fiber","Fiber","2815501-1",TRUE
"6128","Fiber","Fiber","Fiber","2815869-1",TRUE
"6136","Fixed Wireless","Fixed Wireless","Fixed Wireless","2816098-1",TRUE
"6142","Fiber","Fiber","Other / Uncategorized","2816288-2",TRUE
"6145","Fiber","Fiber","Fiber","2816296-1",TRUE
"6169","Fiber","Fiber","Other / Uncategorized","2816680-1",TRUE
"6174","Fiber","Fiber","Fiber","2816756-1",TRUE
"6177","Other / Uncategorized","Other / Uncategorized","Fiber","2816814-1",TRUE
"6178","Fiber","Fiber","Fiber","2816820-1",TRUE
"6184","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2816898-1",TRUE
"6190","Fiber","Fiber","Fiber","2817018-1",TRUE
"6197","Fixed Wireless","Fixed Wireless","Fixed Wireless","2817185-1",TRUE
"6230","Fiber","Fiber","Fiber","2817858-1",TRUE
"6232","Fixed Wireless","Fixed Wireless","Other / Uncategorized","2817909-1",TRUE
"6233","Fiber","Fiber","Fiber","2817961-1",TRUE
"6234","Fiber","Fiber","Fiber","2817961-2",TRUE
"6244","Fiber","Fiber","Fiber","2818202-1",TRUE
"6251","Fiber","Fiber","Fiber","2818282-1",TRUE
"6257","Copper","Copper","Copper","2818395-1",TRUE
"6261","Fiber","Fiber","Fiber","2818439-1",TRUE
"6264","Fiber","Other / Uncategorized","Other / Uncategorized","2818449-1",FALSE
"6272","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2818736-1",TRUE
"6278","Fiber","Fiber","Fiber","2818973-1",TRUE
"6285","Fiber","Fiber","Fiber","2819187-1",TRUE
"6291","Copper","Copper","Copper","2819267-1",TRUE
"6292","Fiber","Fiber","Fiber","2819276-1",TRUE
"6297","Cable / DSL","Cable / DSL","Other / Uncategorized","2819277-4",TRUE
"6298","Fiber","Fiber","Fiber","2819277-5",TRUE
"6301","Cable / DSL","Cable / DSL","Other / Uncategorized","2819277-8",TRUE
"6303","Copper","Copper","Other / Uncategorized","2819380-1",TRUE
"6305","Fiber","Fiber","Fiber","2819388-1",TRUE
"6308","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2819424-1",TRUE
"6321","Fiber","Fiber","Fiber","2819642-1",TRUE
"6330","Fiber","Fiber","Fiber","2819857-2",TRUE
"6331","Cable / DSL","Cable / DSL","Cable / DSL","2819865-1",TRUE
"6333","Fiber","Fiber","Other / Uncategorized","2819894-1",TRUE
"6338","Fiber","Fiber","Fiber","2819992-1",TRUE
"6351","Fiber","Fiber","Fiber","2820471-1",TRUE
"6361","Fiber","Fiber","Fiber","2820782-1",TRUE
"6363","Fiber","Fiber","Fiber","2820807-1",TRUE
"6392","Fiber","Fiber","Fiber","2821485-1",TRUE
"6396","Fiber","Fiber","Fiber","2821536-3",TRUE
"6405","Fiber","Fiber","Fiber","2821750-1",TRUE
"6416","Fiber","Fiber","Fiber","2821911-1",TRUE
"6418","Fiber","Fiber","Fiber","2821952-1",TRUE
"6419","Copper","Copper","Copper","2821953-1",TRUE
"6422","Fiber","Fiber","Fiber","2822097-1",TRUE
"6430","Fixed Wireless","Fixed Wireless","Other / Uncategorized","2822237-1",TRUE
"6440","Fiber","Fiber","Fiber","2822415-2",TRUE
"6455","Cable / DSL","Cable / DSL","Cable / DSL","2822611-1",TRUE
"6462","Fiber","Fiber","Fiber","2822711-3",TRUE
"6463","Fiber","Fiber","Other / Uncategorized","2822711-4",TRUE
"6466","Cable / DSL","Cable / DSL","Cable / DSL","2822716-1",TRUE
"6467","Fiber","Fiber","Other / Uncategorized","2822725-1",TRUE
"6471","Other / Uncategorized","Other / Uncategorized","Fiber","2822890-1",TRUE
"6473","Fiber","Fiber","Other / Uncategorized","2822939-1",TRUE
"6476","Fiber","Fiber","Fiber","2822989-1",TRUE
"6480","Fiber","Fiber","Fiber","2822995-4",TRUE
"6507","Fiber","Fiber","Fiber","2823562-1",TRUE
"6512","Cable / DSL","Cable / DSL","Cable / DSL","2823657-1",TRUE
"6513","Other / Uncategorized","Other / Uncategorized","Fiber","2823715-1",TRUE
"6517","Fiber","Fiber","Fiber","2823885-1",TRUE
"6518","Fiber","Fiber","Fiber","2823898-1",TRUE
"6519","Other / Uncategorized","Other / Uncategorized","Fiber","2823961-1",TRUE
"6528","Fiber","Fiber","Fiber","2824146-1",TRUE
"6542","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2824815-1",TRUE
"6543","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2824815-2",TRUE
"6547","Fiber","Fiber","Fiber","2824929-1",TRUE
"6563","Fiber","Fiber","Fiber","2825244-1",TRUE
"6568","Fiber","Fiber","Fiber","2825313-1",TRUE
"6580","Other / Uncategorized","Other / Uncategorized","Fiber","2825478-1",TRUE
"6588","Fiber","Fiber","Fiber","2825582-2",TRUE
"6594","Fiber","Fiber","Fiber","2825706-1",TRUE
"6598","Other / Uncategorized","Other / Uncategorized","Fiber","2825762-1",TRUE
"6615","Fiber","Fiber","Fiber","2826208-1",TRUE
"6620","Fiber","Fiber","Fiber","2826353-1",TRUE
"6631","Fiber","Fiber","Fiber","2826616-2",TRUE
"6639","Fiber","Fiber","Fiber","2826777-1",TRUE
"6655","Fiber","Fiber","Fiber","2827010-1",TRUE
"6658","Fiber","Fiber","Fiber","2827041-1",TRUE
"6659","Other / Uncategorized","Other / Uncategorized","Fiber","2827044-1",TRUE
"6660","Fiber","Fiber","Fiber","2827048-1",TRUE
"6673","Fiber","Fiber","Other / Uncategorized","2827169-1",TRUE
"6676","Fiber","Cable / DSL","Other / Uncategorized","2827260-1",FALSE
"6683","Fiber","Fiber","Fiber","2827501-1",TRUE
"6691","Other / Uncategorized","Other / Uncategorized","Fiber","2827826-1",TRUE
"6692","Fiber","Fiber","Fiber","2827840-3",TRUE
"6703","Fiber","Fiber","Fiber","2828001-1",TRUE
"6706","Fiber","Fiber","Fiber","2828111-1",TRUE
"6710","Fiber","Fiber","Fiber","2828153-3",TRUE
"6712","Fiber","Fiber","Fiber","2828154-1",TRUE
"6725","Fiber","Fiber","Fiber","2828414-1",TRUE
"6727","Fiber","Fiber","Fiber","2828428-1",TRUE
"6728","Fiber","Fiber","Other / Uncategorized","2828429-1",TRUE
"6729","Fiber","Fiber","Fiber","2828443-1",TRUE
"6730","Fiber","Fiber","Fiber","2828457-1",TRUE
"6739","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2828681-1",TRUE
"6747","Fiber","Fiber","Fiber","2828782-1",TRUE
"6752","Fiber","Fiber","Fiber","2828808-11",TRUE
"6756","Fiber","Fiber","Fiber","2828808-15",TRUE
"6759","Fiber","Fiber","Fiber","2828808-18",TRUE
"6789","Fiber","Fiber","Other / Uncategorized","2828933-1",TRUE
"6796","Fiber","Fiber","Fiber","2828987-1",TRUE
"6814","Fiber","Fiber","Fiber","2829215-3",TRUE
"6817","Fiber","Fiber","Fiber","2829238-1",TRUE
"6831","Fiber","Fiber","Fiber","2829510-1",TRUE
"6832","Fiber","Fiber","Fiber","2829536-1",TRUE
"6836","Cable / DSL","Cable / DSL","Cable / DSL","2829607-2",TRUE
"6838","Fiber","Fiber","Other / Uncategorized","2829639-2",TRUE
"6844","Fiber","Fiber","Fiber","2829682-2",TRUE
"6845","Fiber","Fiber","Fiber","2829687-1",TRUE
"6849","Fiber","Fiber","Fiber","2829720-1",TRUE
"6867","Fixed Wireless","Fixed Wireless","Fixed Wireless","2829982-1",TRUE
"6879","Fiber","Fiber","Fiber","2830096-1",TRUE
"6884","Fixed Wireless","Fixed Wireless","Fixed Wireless","2830299-1",TRUE
"6886","Fiber","Fiber","Fiber","2830367-1",TRUE
"6895","Fiber","Fiber","Fiber","2830507-1",TRUE
"6911","Fiber","Fiber","Fiber","2830628-1",TRUE
"6945","Cable / DSL","Cable / DSL","Cable / DSL","2831222-1",TRUE
"6951","Fiber","Fiber","Fiber","2831289-1",TRUE
"6953","Fiber","Fiber","Fiber","2831319-1",TRUE
"6954","Other / Uncategorized","Other / Uncategorized","Fiber","2831321-1",TRUE
"6956","Fiber","Fiber","Fiber","2831384-1",TRUE
"6976","Fiber","Fiber","Fiber","2831857-1",TRUE
"6982","Fiber","Fiber","Fiber","2831897-1",TRUE
"6985","Fiber","Fiber","Fiber","2831931-1",TRUE
"6991","Fiber","Fiber","Fiber","2832128-1",TRUE
"6993","Fiber","Fiber","Other / Uncategorized","2832179-1",TRUE
"7012","Fixed Wireless","Fixed Wireless","Fixed Wireless","2832455-2",TRUE
"7031","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2832872-1",TRUE
"7032","Fiber","Fiber","Fiber","2832876-1",TRUE
"7040","Fiber","Fiber","Fiber","2832904-1",TRUE
"7051","Cable / DSL","Cable / DSL","Other / Uncategorized","2833011-3",TRUE
"7061","Cable / DSL","Cable / DSL","Other / Uncategorized","2833191-1",TRUE
"7114","Fiber","Fiber","Fiber","2833868-1",TRUE
"7121","Fiber","Fiber","Fiber","2834103-1",TRUE
"7196","Fiber","Fiber","Other / Uncategorized","2834634-1",TRUE
"7197","Fiber","Fiber","Fiber","2834640-1",TRUE
"7205","Cable / DSL","Cable / DSL","Other / Uncategorized","2834748-1",TRUE
"7209","Fiber","Fiber","Fiber","2834761-4",TRUE
"7210","Other / Uncategorized","Other / Uncategorized","Fiber","2834761-5",TRUE
"7236","Fiber","Fiber","Fiber","2835044-3",TRUE
"7240","Fiber","Fiber","Fiber","2835162-1",TRUE
"7245","Fiber","Fiber","Fiber","2835212-1",TRUE
"7248","Fiber","Fiber","Fiber","2835231-1",TRUE
"7249","Fiber","Fiber","Fiber","2835232-1",TRUE
"7295","Fiber","Fiber","Fiber","2835860-2",TRUE
"7296","Fiber","Fiber","Fiber","2835868-1",TRUE
"7308","Fiber","Fiber","Fiber","2835985-1",TRUE
"7310","Fiber","Fiber","Fiber","2836032-1",TRUE
"7317","Fiber","Fiber","Fiber","2836190-1",TRUE
"7319","Fiber","Fiber","Fiber","2836269-1",TRUE
"7346","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2836464-1",TRUE
"7412","Fiber","Fiber","Fiber","2836765-1",TRUE
"7434","Fiber","Fiber","Other / Uncategorized","2837038-1",TRUE
"7440","Fiber","Fiber","Fiber","2837095-1",TRUE
"7446","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2837119-1",TRUE
"7476","Fiber","Fiber","Fiber","2837347-1",TRUE
"7485","Fiber","Fiber","Fiber","2837378-1",TRUE
"7489","Fiber","Fiber","Fiber","2837390-2",TRUE
"7496","Fiber","Fiber","Fiber","2837427-3",TRUE
"7502","Fiber","Fiber","Fiber","2837550-1",TRUE
"7511","Other / Uncategorized","Other / Uncategorized","Fiber","2837958-1",TRUE
"7512","Fiber","Fiber","Fiber","2838036-1",TRUE
"7516","Fiber","Fiber","Fiber","2838105-1",TRUE
"7519","Fiber","Fiber","Fiber","2838237-1",TRUE
"7520","Fiber","Fiber","Fiber","2838246-1",TRUE
"7525","Copper","Copper","Copper","2838585-1",TRUE
"7534","Fiber","Fiber","Fiber","2838681-1",TRUE
"7540","Fiber","Fiber","Fiber","2838930-1",TRUE
"7542","Fiber","Fiber","Fiber","2839120-1",TRUE
"7553","Fiber","Fiber","Fiber","2839461-5",TRUE
"7556","Fiber","Fiber","Fiber","2839497-1",TRUE
"7570","Fiber","Fiber","Fiber","2839709-2",TRUE
"7571","Cable / DSL","Cable / DSL","Cable / DSL","2839722-1",TRUE
"7578","Fiber","Fiber","Fiber","2840223-1",TRUE
"7581","Fiber","Fiber","Fiber","2840329-1",TRUE
"7587","Copper","Copper","Copper","2840514-1",TRUE
"7591","Fiber","Fiber","Fiber","2840525-1",TRUE
"7594","Fiber","Fiber","Fiber","2840583-1",TRUE
"7597","Fiber","Fiber","Fiber","2840583-4",TRUE
"7610","Fiber","Fiber","Fiber","2840765-1",TRUE
"7612","Fiber","Fiber","Other / Uncategorized","2840805-1",TRUE
"7614","Fiber","Fiber","Fiber","2840849-1",TRUE
"7616","Fiber","Fiber","Fiber","2840903-1",TRUE
"7627","Fiber","Fiber","Fiber","2841028-1",TRUE
"7635","Fiber","Fiber","Other / Uncategorized","2841085-1",TRUE
"7641","Fiber","Fiber","Fiber","2841146-1",TRUE
"7645","Fiber","Fiber","Other / Uncategorized","2841172-1",TRUE
"7652","Fiber","Fiber","Fiber","2841258-1",TRUE
"7658","Fiber","Fiber","Other / Uncategorized","2841288-1",TRUE
"7683","Fiber","Fiber","Fiber","2841569-1",TRUE
"7688","Fiber","Fiber","Fiber","2841697-1",TRUE
"7697","Fiber","Fiber","Fiber","2841786-1",TRUE
"7719","Fiber","Fiber","Fiber","2842070-1",TRUE
"7724","Fiber","Fiber","Other / Uncategorized","2842248-2",TRUE
"7745","Fiber","Fiber","Fiber","2842659-1",TRUE
"7752","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2842899-1",TRUE
"7753","Fiber","Fiber","Fiber","2842928-1",TRUE
"7759","Fiber","Fiber","Other / Uncategorized","2843001-1",TRUE
"7776","Fiber","Fiber","Fiber","2843176-1",TRUE
"7779","Fiber","Fiber","Other / Uncategorized","2843224-1",TRUE
"7781","Fixed Wireless","Fixed Wireless","Fixed Wireless","2843242-1",TRUE
"7793","Fiber","Fiber","Fiber","2843577-1",TRUE
"7799","Fiber","Fiber","Fiber","2843683-1",TRUE
"7845","Fiber","Fiber","Fiber","2844299-1",TRUE
"7855","Fiber","Fiber","Fiber","2844492-1",TRUE
"7860","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2844520-1",TRUE
"7885","Other / Uncategorized","Other / Uncategorized","Copper","2844909-1",TRUE
"7886","Fiber","Fiber","Fiber","2844934-1",TRUE
"7888","Fiber","Fiber","Fiber","2844995-1",TRUE
"7891","Fiber","Fiber","Fiber","2845137-1",TRUE
"7896","Fiber","Fiber","Fiber","2845457-2",TRUE
"7912","Fiber","Fiber","Fiber","2846128-1",TRUE
"7913","Fiber","Fiber","Other / Uncategorized","2846525-1",TRUE
"7927","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2847076-1",TRUE
"7931","Fiber","Fiber","Fiber","2847328-1",TRUE
"7937","Fiber","Fiber","Fiber","2847460-1",TRUE
"7944","Fiber","Fiber","Fiber","2847609-1",TRUE
"7945","Fiber","Fiber","Fiber","2847609-2",TRUE
"7955","Fiber","Fiber","Fiber","2847759-1",TRUE
"7961","Fiber","Fiber","Fiber","2847905-1",TRUE
"7964","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2848013-1",TRUE
"7973","Fiber","Fiber","Fiber","2848182-1",TRUE
"7978","Fixed Wireless","Fixed Wireless","Fiber","2848285-1",TRUE
"7985","Fiber","Fiber","Other / Uncategorized","2848423-1",TRUE
"7989","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2848485-1",TRUE
"7991","Fiber","Fiber","Fiber","2848545-1",TRUE
"7996","Cable / DSL","Cable / DSL","Other / Uncategorized","2848642-1",TRUE
"8006","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2848967-1",TRUE
"8017","Fiber","Fiber","Other / Uncategorized","2849137-1",TRUE
"8026","Fiber","Fiber","Fiber","2849456-1",TRUE
"8027","Fiber","Fiber","Fiber","2849456-2",TRUE
"8048","Other / Uncategorized","Other / Uncategorized","Fiber","2850041-1",TRUE
"8052","Fiber","Fiber","Fiber","2850102-1",TRUE
"8059","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2850364-1",TRUE
"8065","Fixed Wireless","Fixed Wireless","Other / Uncategorized","2850400-4",TRUE
"8077","Fiber","Fiber","Other / Uncategorized","2850621-2",TRUE
"8080","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2850701-1",TRUE
"8084","Fiber","Fiber","Fiber","2850819-1",TRUE
"8086","Fiber","Fiber","Fiber","2850842-1",TRUE
"8090","Fixed Wireless","Fixed Wireless","Fiber","2850900-1",TRUE
"8093","Fiber","Fiber","Fiber","2851051-1",TRUE
"8095","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2851104-1",TRUE
"8104","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2851411-1",TRUE
"8110","Fiber","Fiber","Fiber","2851509-1",TRUE
"8112","Fiber","Fiber","Fiber","2851533-2",TRUE
"8120","Cable / DSL","Cable / DSL","Other / Uncategorized","2851663-1",TRUE
"8122","Fiber","Fiber","Other / Uncategorized","2851753-1",TRUE
"8144","Copper","Copper","Copper","2852208-1",TRUE
"8151","Fiber","Fiber","Fiber","2852457-3",TRUE
"8156","Fiber","Fiber","Other / Uncategorized","2852660-1",TRUE
"8165","Fiber","Fiber","Fiber","2852925-1",TRUE
"8167","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2852957-1",TRUE
"8169","Fiber","Fiber","Other / Uncategorized","2853015-1",TRUE
"8182","Fiber","Fiber","Fiber","2853309-1",TRUE
"8183","Fixed Wireless","Fixed Wireless","Other / Uncategorized","2853338-1",TRUE
"8184","Fiber","Fiber","Other / Uncategorized","2853389-1",TRUE
"8185","Other / Uncategorized","Other / Uncategorized","Fiber","2853604-1",TRUE
"8194","Fiber","Fiber","Fiber","2853857-1",TRUE
"8199","Fiber","Fiber","Fiber","2853959-1",TRUE
"8207","Fiber","Fiber","Fiber","2854001-1",TRUE
"8215","Fiber","Fiber","Fiber","2854250-1",TRUE
"8221","Other / Uncategorized","Other / Uncategorized","Fiber","2854357-1",TRUE
"8231","Fiber","Fiber","Fiber","2854636-1",TRUE
"8233","Other / Uncategorized","Other / Uncategorized","Fiber","2854674-1",TRUE
"8242","Fiber","Fiber","Fiber","2854781-1",TRUE
"8256","Fiber","Fiber","Fiber","2854977-1",TRUE
"8257","Fiber","Fiber","Other / Uncategorized","2854986-1",TRUE
"8264","Fiber","Fiber","Fiber","2855171-1",TRUE
"8271","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2855281-1",TRUE
"8272","Fiber","Fiber","Fiber","2855283-1",TRUE
"8279","Fiber","Fiber","Fiber","2855430-1",TRUE
"8282","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2855483-1",TRUE
"8291","Fiber","Fiber","Fiber","2855700-1",TRUE
"8299","Fixed Wireless","Fixed Wireless","Other / Uncategorized","2855933-1",TRUE
"8308","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2856260-1",TRUE
"8311","Fiber","Fiber","Fiber","2856286-3",TRUE
"8329","Copper","Copper","Copper","2856612-1",TRUE
"8340","Fiber","Fiber","Fiber","2856738-2",TRUE
"8349","Fiber","Fiber","Fiber","2856947-1",TRUE
"8355","Fiber","Fiber","Fiber","2857271-1",TRUE
"8356","Cable / DSL","Cable / DSL","Cable / DSL","2857286-1",TRUE
"8359","Fiber","Fiber","Fiber","2857289-3",TRUE
"8364","Fiber","Fiber","Fiber","2857374-1",TRUE
"8365","Fiber","Fiber","Fiber","2857393-1",TRUE
"8378","Fiber","Fiber","Fiber","2857592-1",TRUE
"8380","Other / Uncategorized","Fiber","Other / Uncategorized","2857662-1",FALSE
"8384","Copper","Copper","Copper","2857766-1",TRUE
"8392","Fiber","Fiber","Fiber","2858036-1",TRUE
"8399","Fiber","Fiber","Fiber","2858441-1",TRUE
"8402","Fiber","Fiber","Fiber","2858485-1",TRUE
"8405","Fiber","Fiber","Fiber","2858523-1",TRUE
"8415","Fiber","Fiber","Fiber","2858934-2",TRUE
"8425","Fiber","Fiber","Fiber","2859301-1",TRUE
"8428","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2859360-1",TRUE
"8429","Fiber","Fiber","Fiber","2859411-1",TRUE
"8436","Fiber","Fiber","Fiber","2859680-1",TRUE
"8442","Cable / DSL","Cable / DSL","Cable / DSL","2860000-1",TRUE
"8444","Fiber","Fiber","Fiber","2860082-1",TRUE
"8470","Cable / DSL","Cable / DSL","Cable / DSL","2860686-1",TRUE
"8471","Cable / DSL","Cable / DSL","Cable / DSL","2860763-1",TRUE
"8473","Fixed Wireless","Fixed Wireless","Fixed Wireless","2860903-1",TRUE
"8477","Fiber","Fiber","Fiber","2860973-1",TRUE
"8487","Fiber","Fiber","Fiber","2861527-1",TRUE
"8497","Fiber","Fiber","Fiber","2861831-1",TRUE
"8501","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2862035-1",TRUE
"8519","Fiber","Fiber","Fiber","2862791-1",TRUE
"8522","Fiber","Fiber","Fiber","2862906-1",TRUE
"8529","Fiber","Fiber","Fiber","2862977-13",TRUE
"8539","Fiber","Fiber","Fiber","2863052-1",TRUE
"8540","Fiber","Fiber","Fiber","2863099-1",TRUE
"8543","Fiber","Fiber","Fiber","2863185-1",TRUE
"8547","Fiber","Fiber","Fiber","2863235-1",TRUE
"8549","Fiber","Fiber","Other / Uncategorized","2863332-1",TRUE
"8554","Fiber","Fiber","Fiber","2863514-1",TRUE
"8560","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2863813-1",TRUE
"8564","Fiber","Fiber","Fiber","2863952-1",TRUE
"8566","Fiber","Fiber","Fiber","2864003-1",TRUE
"8574","Fiber","Fiber","Fiber","2864190-1",TRUE
"8577","Fiber","Fiber","Fiber","2864192-1",TRUE
"8582","Fiber","Fiber","Fiber","2864300-1",TRUE
"8586","Fiber","Fiber","Fiber","2864414-1",TRUE
"8591","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2864511-1",TRUE
"8603","Fiber","Fiber","Fiber","2864760-1",TRUE
"8607","Fiber","Fiber","Fiber","2864815-1",TRUE
"8625","Fiber","Fiber","Fiber","2865274-1",TRUE
"8640","Fiber","Fiber","Other / Uncategorized","2865477-1",TRUE
"8649","Fiber","Fiber","Fiber","2865583-1",TRUE
"8656","Fiber","Fiber","Fiber","2865818-1",TRUE
"8675","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2866298-1",TRUE
"8678","Fiber","Fiber","Fiber","2866304-3",TRUE
"8679","Fiber","Fiber","Fiber","2866304-4",TRUE
"8680","Fiber","Fiber","Fiber","2866304-5",TRUE
"8681","Fiber","Fiber","Fiber","2866304-6",TRUE
"8682","Fiber","Fiber","Fiber","2866315-1",TRUE
"8686","Copper","Copper","Copper","2866370-1",TRUE
"8693","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2866613-1",TRUE
"8698","Fiber","Fiber","Fiber","2866798-1",TRUE
"8712","Fiber","Fiber","Fiber","2867275-1",TRUE
"8714","Fiber","Fiber","Other / Uncategorized","2867277-1",TRUE
"8723","Fiber","Fiber","Fiber","2867597-1",TRUE
"8729","Fiber","Fiber","Fiber","2867771-1",TRUE
"8737","Fiber","Fiber","Fiber","2867995-1",TRUE
"8749","Other / Uncategorized","Other / Uncategorized","Fiber","2868488-1",TRUE
"8760","Fiber","Fiber","Fiber","2868665-1",TRUE
"8762","Fiber","Fiber","Fiber","2868688-1",TRUE
"8770","Fiber","Fiber","Fiber","2868875-1",TRUE
"8797","Copper","Copper","Copper","2869696-1",TRUE
"8804","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2869840-1",TRUE
"8806","Copper","Copper","Copper","2869878-1",TRUE
"8816","Copper","Copper","Copper","2869958-1",TRUE
"8831","Fiber","Fiber","Fiber","2870575-1",TRUE
"8837","Fiber","Fiber","Fiber","2870845-1",TRUE
"8841","Fiber","Fiber","Fiber","2871105-1",TRUE
"8850","Cable / DSL","Cable / DSL","Cable / DSL","2871550-2",TRUE
"8870","Other / Uncategorized","Other / Uncategorized","Other / Uncategorized","2871952-1",TRUE
"8872","Fixed Wireless","Fixed Wireless","Cable / DSL","2872081-1",TRUE
"8879","Cable / DSL","Cable / DSL","Other / Uncategorized","2872451-1",TRUE
"8883","Fiber","Fiber","Fiber","2872918-1",TRUE
