,verified_category,predicted_category,raw_category,frn_complete,guessed_correct,cleaned_line_item,made_line_item_dirty,,
786,Fiber,Fiber,Other / Uncategorized,2834494-1,TRUE,TRUE,FALSE,,
787,Fiber,Fiber,Other / Uncategorized,2834506-1,TRUE,TRUE,FALSE,,
788,Fiber,Fiber,Other / Uncategorized,2834506-2,TRUE,TRUE,FALSE,,
789,Fiber,Fiber,Other / Uncategorized,2834506-3,TRUE,TRUE,FALSE,,
790,Fiber,Fiber,Other / Uncategorized,2834525-1,TRUE,TRUE,FALSE,,
791,Fiber,Fiber,Other / Uncategorized,2834535-1,TRUE,TRUE,FALSE,,
792,Fiber,Fiber,Other / Uncategorized,2834541-1,TRUE,TRUE,FALSE,,
793,Fiber,Fiber,Other / Uncategorized,2834553-1,TRUE,TRUE,FALSE,,
794,Fiber,Fiber,Fiber,2834553-2,TRUE,FALSE,FALSE,,
795,Fiber,Fiber,Other / Uncategorized,2834567-1,TRUE,TRUE,FALSE,,
796,Fiber,Fiber,Other / Uncategorized,2834575-1,TRUE,TRUE,FALSE,,
797,Fiber,Fiber,Other / Uncategorized,2834575-2,TRUE,TRUE,FALSE,,
798,Fiber,Fiber,Other / Uncategorized,2834575-3,TRUE,TRUE,FALSE,,
799,Fiber,Fiber,Fiber,2834575-4,TRUE,FALSE,FALSE,,
800,Fiber,Fiber,Fiber,2834575-5,TRUE,FALSE,FALSE,,
801,Fiber,Fiber,Fiber,2834575-6,TRUE,FALSE,FALSE,,
802,Fiber,Fiber,Other / Uncategorized,2834632-1,TRUE,TRUE,FALSE,,
803,Fiber,Fiber,Other / Uncategorized,2834632-2,TRUE,TRUE,FALSE,,
804,Fiber,Fiber,Other / Uncategorized,2834632-3,TRUE,TRUE,FALSE,,
805,Fiber,Fiber,Other / Uncategorized,2834632-4,TRUE,TRUE,FALSE,,
806,Fiber,Fiber,Other / Uncategorized,2834632-5,TRUE,TRUE,FALSE,,
807,Fiber,Fiber,Fiber,2834632-6,TRUE,FALSE,FALSE,,
808,Fiber,Fiber,Fiber,2834632-7,TRUE,FALSE,FALSE,,
809,Fiber,Fiber,Fiber,2834632-8,TRUE,FALSE,FALSE,,
810,Fiber,Fiber,Fiber,2834665-1,TRUE,FALSE,FALSE,,
811,Fiber,Fiber,Fiber,2834665-2,TRUE,FALSE,FALSE,,
812,Fiber,Fiber,Fiber,2834710-1,TRUE,FALSE,FALSE,,
813,Fiber,Fiber,Other / Uncategorized,2834737-1,TRUE,TRUE,FALSE,,
814,Fiber,Fiber,Fiber,2834737-2,TRUE,FALSE,FALSE,,
815,Fiber,Fiber,Other / Uncategorized,2834808-1,TRUE,TRUE,FALSE,,
816,Fiber,Fiber,Fiber,2834808-2,TRUE,FALSE,FALSE,,
817,Fiber,Fiber,Other / Uncategorized,2834833-1,TRUE,TRUE,FALSE,,
818,Fiber,Fiber,Fiber,2834833-2,TRUE,FALSE,FALSE,,
819,Fiber,Fiber,Fiber,2834833-3,TRUE,FALSE,FALSE,,
820,Fiber,Fiber,Other / Uncategorized,2834853-1,TRUE,TRUE,FALSE,,
821,Fiber,Fiber,Other / Uncategorized,2834878-1,TRUE,TRUE,FALSE,,
822,Fiber,Fiber,Fiber,2834878-2,TRUE,FALSE,FALSE,,
823,Fiber,Fiber,Other / Uncategorized,2834900-1,TRUE,TRUE,FALSE,,
824,Fiber,Fiber,Fiber,2834919-1,TRUE,FALSE,FALSE,,
825,Fiber,Fiber,Other / Uncategorized,2834990-1,TRUE,TRUE,FALSE,,
826,Fiber,Fiber,Other / Uncategorized,2835012-1,TRUE,TRUE,FALSE,,
827,Fiber,Fiber,Fiber,2835012-2,TRUE,FALSE,FALSE,,
828,Fiber,Fiber,Other / Uncategorized,2835033-1,TRUE,TRUE,FALSE,,
829,Fiber,Fiber,Other / Uncategorized,2835129-1,TRUE,TRUE,FALSE,,
830,Fiber,Fiber,Other / Uncategorized,2835149-1,TRUE,TRUE,FALSE,,
831,Fiber,Fiber,Other / Uncategorized,2835169-1,TRUE,TRUE,FALSE,,
832,Fiber,Fiber,Fiber,2835182-1,TRUE,FALSE,FALSE,,
833,Fiber,Fiber,Other / Uncategorized,2835199-1,TRUE,TRUE,FALSE,,
834,Fiber,Fiber,Fiber,2835214-1,TRUE,FALSE,FALSE,,
835,Fiber,Fiber,Fiber,2835224-1,TRUE,FALSE,FALSE,,
836,Fiber,Fiber,Other / Uncategorized,2835234-1,TRUE,TRUE,FALSE,,
837,Fiber,Fiber,Fiber,2835242-1,TRUE,FALSE,FALSE,,
838,Fiber,Fiber,Fiber,2835260-1,TRUE,FALSE,FALSE,,
839,Fiber,Fiber,Other / Uncategorized,2835272-1,TRUE,TRUE,FALSE,,
840,Fiber,Fiber,Fiber,2835277-1,TRUE,FALSE,FALSE,,
841,Fiber,Fiber,Other / Uncategorized,2835282-1,TRUE,TRUE,FALSE,,
842,Fiber,Fiber,Fiber,2835282-2,TRUE,FALSE,FALSE,,
843,Fiber,Fiber,Other / Uncategorized,2835295-1,TRUE,TRUE,FALSE,,
844,Fiber,Fiber,Fiber,2835333-1,TRUE,FALSE,FALSE,,
845,Fiber,Fiber,Fiber,2835347-1,TRUE,FALSE,FALSE,,
846,Fiber,Fiber,Fiber,2835510-1,TRUE,FALSE,FALSE,,
847,Fiber,Fiber,Fiber,2835584-1,TRUE,FALSE,FALSE,,
848,Fiber,Fiber,Other / Uncategorized,2835673-1,TRUE,TRUE,FALSE,,
849,Fiber,Fiber,Other / Uncategorized,2835714-1,TRUE,TRUE,FALSE,,
852,Fiber,Fiber,Fiber,2835751-1,TRUE,FALSE,FALSE,,
853,Fiber,Fiber,Other / Uncategorized,2835764-1,TRUE,TRUE,FALSE,,
854,Fiber,Fiber,Other / Uncategorized,2835770-1,TRUE,TRUE,FALSE,,
855,Fiber,Fiber,Fiber,2835770-2,TRUE,FALSE,FALSE,,
856,Fiber,Fiber,Fiber,2835783-1,TRUE,FALSE,FALSE,,
857,Fiber,Fiber,Fiber,2835794-1,TRUE,FALSE,FALSE,,
858,Fiber,Fiber,Fiber,2835809-1,TRUE,FALSE,FALSE,,
859,Fiber,Fiber,Fiber,2835820-1,TRUE,FALSE,FALSE,,
860,Fiber,Fiber,Fiber,2835820-2,TRUE,FALSE,FALSE,,
861,Fiber,Fiber,Fiber,2835840-1,TRUE,FALSE,FALSE,,
862,Fiber,Fiber,Other / Uncategorized,2835852-1,TRUE,TRUE,FALSE,,
863,Fiber,Fiber,Fiber,2835869-1,TRUE,FALSE,FALSE,,
864,Fiber,Fiber,Other / Uncategorized,2835883-1,TRUE,TRUE,FALSE,,
865,Fiber,Fiber,Other / Uncategorized,2835897-1,TRUE,TRUE,FALSE,,
866,Fiber,Fiber,Other / Uncategorized,2835906-1,TRUE,TRUE,FALSE,,
867,Fiber,Fiber,Other / Uncategorized,2835916-1,TRUE,TRUE,FALSE,,
868,Fiber,Fiber,Fiber,2835916-2,TRUE,FALSE,FALSE,,
869,Fiber,Fiber,Other / Uncategorized,2835937-1,TRUE,TRUE,FALSE,,
872,Fiber,Fiber,Other / Uncategorized,2836276-1,TRUE,TRUE,FALSE,,
873,Fiber,Fiber,Other / Uncategorized,2836358-1,TRUE,TRUE,FALSE,,
874,Fiber,Fiber,Fiber,2836371-1,TRUE,FALSE,FALSE,,
875,Fiber,Fiber,Fiber,2836380-1,TRUE,FALSE,FALSE,,
876,Fiber,Fiber,Other / Uncategorized,2836396-1,TRUE,TRUE,FALSE,,
877,Fiber,Fiber,Other / Uncategorized,2836412-1,TRUE,TRUE,FALSE,,
878,Fiber,Fiber,Fiber,2836412-2,TRUE,FALSE,FALSE,,
879,Fiber,Fiber,Other / Uncategorized,2836434-1,TRUE,TRUE,FALSE,,
880,Fiber,Fiber,Other / Uncategorized,2836434-2,TRUE,TRUE,FALSE,,
881,Fiber,Fiber,Other / Uncategorized,2836469-1,TRUE,TRUE,FALSE,,
882,Fiber,Fiber,Other / Uncategorized,2836536-1,TRUE,TRUE,FALSE,,
883,Fiber,Fiber,Fiber,2836573-1,TRUE,FALSE,FALSE,,
884,Fiber,Fiber,Other / Uncategorized,2836574-1,TRUE,TRUE,FALSE,,
885,Fiber,Fiber,Other / Uncategorized,2836574-2,TRUE,TRUE,FALSE,,
886,Fiber,Fiber,Fiber,2836593-1,TRUE,FALSE,FALSE,,
887,Fiber,Fiber,Fiber,2836611-1,TRUE,FALSE,FALSE,,
888,Fiber,Fiber,Other / Uncategorized,2836623-1,TRUE,TRUE,FALSE,,
889,Fiber,Fiber,Other / Uncategorized,2836633-1,TRUE,TRUE,FALSE,,
890,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2836733-1,TRUE,FALSE,FALSE,,
891,Fiber,Fiber,Fiber,2836743-1,TRUE,FALSE,FALSE,,
892,Fiber,Fiber,Fiber,2836743-2,TRUE,FALSE,FALSE,,
893,Fiber,Fiber,Other / Uncategorized,2836768-1,TRUE,TRUE,FALSE,,
894,Fiber,Fiber,Fiber,2836768-2,TRUE,FALSE,FALSE,,
895,Fiber,Fiber,Other / Uncategorized,2836800-1,TRUE,TRUE,FALSE,,
896,Fiber,Fiber,Other / Uncategorized,2836807-1,TRUE,TRUE,FALSE,,
897,Fiber,Fiber,Fiber,2836807-2,TRUE,FALSE,FALSE,,
898,Fiber,Fiber,Fiber,2836826-1,TRUE,FALSE,FALSE,,
899,Fiber,Fiber,Fiber,2836837-1,TRUE,FALSE,FALSE,,
900,Fiber,Fiber,Other / Uncategorized,2836878-1,TRUE,TRUE,FALSE,,
901,Fiber,Fiber,Fiber,2836878-2,TRUE,FALSE,FALSE,,
902,Fiber,Fiber,Fiber,2836929-1,TRUE,FALSE,FALSE,,
903,Fiber,Fiber,Fiber,2836952-1,TRUE,FALSE,FALSE,,
904,Fiber,Fiber,Fiber,2837042-1,TRUE,FALSE,FALSE,,
905,Fiber,Fiber,Fiber,2837056-1,TRUE,FALSE,FALSE,,
906,Fiber,Fiber,Fiber,2837068-1,TRUE,FALSE,FALSE,,
907,Fiber,Fiber,Other / Uncategorized,2837071-1,TRUE,TRUE,FALSE,,
908,Fiber,Fiber,Other / Uncategorized,2837085-1,TRUE,TRUE,FALSE,,
909,Fiber,Fiber,Other / Uncategorized,2837101-1,TRUE,TRUE,FALSE,,
910,Fiber,Fiber,Fiber,2837101-2,TRUE,FALSE,FALSE,,
911,Fiber,Fiber,Fiber,2837108-1,TRUE,FALSE,FALSE,,
912,Fiber,Fiber,Fiber,2837108-2,TRUE,FALSE,FALSE,,
913,Fiber,Fiber,Fiber,2837129-1,TRUE,FALSE,FALSE,,
914,Fiber,Fiber,Other / Uncategorized,2837170-1,TRUE,TRUE,FALSE,,
915,Fiber,Fiber,Fiber,2837170-2,TRUE,FALSE,FALSE,,
916,Fiber,Fiber,Other / Uncategorized,2837182-1,TRUE,TRUE,FALSE,,
917,Fiber,Fiber,Fiber,2837182-2,TRUE,FALSE,FALSE,,
918,Fiber,Fiber,Fiber,2837198-1,TRUE,FALSE,FALSE,,
919,Fiber,Fiber,Other / Uncategorized,2837202-1,TRUE,TRUE,FALSE,,
920,Fiber,Fiber,Other / Uncategorized,2837202-2,TRUE,TRUE,FALSE,,
921,Fiber,Fiber,Other / Uncategorized,2837266-1,TRUE,TRUE,FALSE,,
922,Fiber,Fiber,Other / Uncategorized,2837275-1,TRUE,TRUE,FALSE,,
923,Fiber,Fiber,Other / Uncategorized,2837275-2,TRUE,TRUE,FALSE,,
924,Fiber,Fiber,Fiber,2837287-1,TRUE,FALSE,FALSE,,
925,Fiber,Fiber,Fiber,2837287-2,TRUE,FALSE,FALSE,,
926,Fiber,Fiber,Other / Uncategorized,2837304-1,TRUE,TRUE,FALSE,,
927,Fiber,Fiber,Other / Uncategorized,2837310-1,TRUE,TRUE,FALSE,,
928,Fiber,Fiber,Other / Uncategorized,2837314-1,TRUE,TRUE,FALSE,,
929,Fiber,Fiber,Fiber,2837319-1,TRUE,FALSE,FALSE,,
930,Fiber,Fiber,Other / Uncategorized,2837326-1,TRUE,TRUE,FALSE,,
931,Fiber,Fiber,Other / Uncategorized,2837334-1,TRUE,TRUE,FALSE,,
932,Fiber,Fiber,Other / Uncategorized,2837338-1,TRUE,TRUE,FALSE,,
933,Fiber,Fiber,Fiber,2837344-1,TRUE,FALSE,FALSE,,
934,Fiber,Fiber,Fiber,2837349-1,TRUE,FALSE,FALSE,,
935,Fiber,Fiber,Fiber,2837359-1,TRUE,FALSE,FALSE,,
936,Fiber,Fiber,Fiber,2837389-1,TRUE,FALSE,FALSE,,
937,Fiber,Fiber,Fiber,2837928-1,TRUE,FALSE,FALSE,,
938,Fiber,Fiber,Fiber,2837962-1,TRUE,FALSE,FALSE,,
939,Copper,Copper,Copper,2837984-1,TRUE,FALSE,FALSE,,
944,Copper,Copper,Copper,2838022-1,TRUE,FALSE,FALSE,,
951,Copper,Copper,Copper,2838128-1,TRUE,FALSE,FALSE,,
952,Copper,Copper,Copper,2838140-1,TRUE,FALSE,FALSE,,
953,Copper,Copper,Copper,2838173-1,TRUE,FALSE,FALSE,,
954,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2838228-1,TRUE,FALSE,FALSE,,
955,Fiber,Fiber,Fiber,2839120-1,TRUE,FALSE,FALSE,,
956,Copper,Copper,Copper,2839129-1,TRUE,FALSE,FALSE,,
957,Cable / DSL,Cable / DSL,Cable / DSL,2839158-1,TRUE,FALSE,FALSE,,
961,Fiber,Fiber,Other / Uncategorized,2840972-1,TRUE,TRUE,FALSE,,
962,Fiber,Fiber,Fiber,2840972-2,TRUE,FALSE,FALSE,,
963,Fiber,Fiber,Fiber,2841013-1,TRUE,FALSE,FALSE,,
964,Fiber,Fiber,Fiber,2841013-2,TRUE,FALSE,FALSE,,
965,Fiber,Fiber,Fiber,2841053-1,TRUE,FALSE,FALSE,,
966,Fiber,Fiber,Fiber,2841069-1,TRUE,FALSE,FALSE,,
967,Fiber,Fiber,Other / Uncategorized,2841087-1,TRUE,TRUE,FALSE,,
968,Fiber,Fiber,Fiber,2841087-2,TRUE,FALSE,FALSE,,
969,Fiber,Fiber,Fiber,2841087-3,TRUE,FALSE,FALSE,,
970,Fiber,Fiber,Fiber,2841087-4,TRUE,FALSE,FALSE,,
971,Fiber,Fiber,Fiber,2841148-1,TRUE,FALSE,FALSE,,
972,Fiber,Fiber,Other / Uncategorized,2841210-1,TRUE,TRUE,FALSE,,
973,Fiber,Fiber,Other / Uncategorized,2841224-1,TRUE,TRUE,FALSE,,
974,Fiber,Fiber,Fiber,2841240-1,TRUE,FALSE,FALSE,,
975,Fiber,Fiber,Fiber,2841240-2,TRUE,FALSE,FALSE,,
976,Fiber,Fiber,Other / Uncategorized,2841285-1,TRUE,TRUE,FALSE,,
977,Fiber,Fiber,Other / Uncategorized,2841301-1,TRUE,TRUE,FALSE,,
978,Fiber,Fiber,Fiber,2841301-2,TRUE,FALSE,FALSE,,
979,Fiber,Fiber,Fiber,2841301-3,TRUE,FALSE,FALSE,,
980,Fiber,Fiber,Fiber,2841302-1,TRUE,FALSE,FALSE,,
981,Fiber,Fiber,Fiber,2841340-1,TRUE,FALSE,FALSE,,
982,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2841364-1,TRUE,FALSE,FALSE,,
983,Fiber,Fiber,Other / Uncategorized,2841375-1,TRUE,TRUE,FALSE,,
984,Fiber,Fiber,Fiber,2841375-2,TRUE,FALSE,FALSE,,
985,Fiber,Fiber,Other / Uncategorized,2841414-1,TRUE,TRUE,FALSE,,
986,Fiber,Fiber,Other / Uncategorized,2841433-1,TRUE,TRUE,FALSE,,
987,Fiber,Fiber,Other / Uncategorized,2841465-1,TRUE,TRUE,FALSE,,
988,Fiber,Fiber,Other / Uncategorized,2841465-2,TRUE,TRUE,FALSE,,
989,Cable / DSL,Cable / DSL,Fiber,2841480-1,TRUE,TRUE,FALSE,,
990,Fiber,Fiber,Fiber,2841494-1,TRUE,FALSE,FALSE,,
991,Fiber,Fiber,Fiber,2841494-2,TRUE,FALSE,FALSE,,
992,Fiber,Fiber,Fiber,2841494-3,TRUE,FALSE,FALSE,,
993,Fiber,Fiber,Fiber,2841516-1,TRUE,FALSE,FALSE,,
994,Fiber,Fiber,Other / Uncategorized,2841535-1,TRUE,TRUE,FALSE,,
995,Fiber,Fiber,Fiber,2841535-2,TRUE,FALSE,FALSE,,
996,Fiber,Fiber,Other / Uncategorized,2841710-1,TRUE,TRUE,FALSE,,
997,Fiber,Fiber,Other / Uncategorized,2841710-2,TRUE,TRUE,FALSE,,
998,Fiber,Fiber,Other / Uncategorized,2841710-3,TRUE,TRUE,FALSE,,
999,Fiber,Fiber,Fiber,2841747-1,TRUE,FALSE,FALSE,,
1000,Fiber,Fiber,Fiber,2841775-1,TRUE,FALSE,FALSE,,
1001,Fiber,Fiber,Other / Uncategorized,2841794-1,TRUE,TRUE,FALSE,,
1002,Fiber,Fiber,Other / Uncategorized,2841819-1,TRUE,TRUE,FALSE,,
1003,Fiber,Fiber,Other / Uncategorized,2841835-1,TRUE,TRUE,FALSE,,
1004,Fiber,Fiber,Fiber,2841851-1,TRUE,FALSE,FALSE,,
1005,Fiber,Fiber,Other / Uncategorized,2841878-1,TRUE,TRUE,FALSE,,
1006,Fiber,Fiber,Other / Uncategorized,2841878-2,TRUE,TRUE,FALSE,,
1007,Fiber,Fiber,Other / Uncategorized,2841878-3,TRUE,TRUE,FALSE,,
1008,Fiber,Fiber,Other / Uncategorized,2841878-4,TRUE,TRUE,FALSE,,
1009,Fiber,Fiber,Other / Uncategorized,2841920-1,TRUE,TRUE,FALSE,,
1010,Fiber,Fiber,Fiber,2842292-1,TRUE,FALSE,FALSE,,
1012,Fiber,Fiber,Other / Uncategorized,2842304-1,TRUE,TRUE,FALSE,,
1013,Fiber,Fiber,Other / Uncategorized,2842304-2,TRUE,TRUE,FALSE,,
1014,Fiber,Fiber,Other / Uncategorized,2842304-3,TRUE,TRUE,FALSE,,
1015,Fiber,Fiber,Other / Uncategorized,2842332-1,TRUE,TRUE,FALSE,,
1016,Fiber,Fiber,Other / Uncategorized,2842345-1,TRUE,TRUE,FALSE,,
1017,Fiber,Fiber,Other / Uncategorized,2842345-2,TRUE,TRUE,FALSE,,
1018,Fiber,Fiber,Other / Uncategorized,2842345-3,TRUE,TRUE,FALSE,,
1019,Fiber,Fiber,Fiber,2842345-4,TRUE,FALSE,FALSE,,
1020,Fiber,Fiber,Fiber,2842379-1,TRUE,FALSE,FALSE,,
1021,Fiber,Fiber,Fiber,2842392-1,TRUE,FALSE,FALSE,,
1022,Fiber,Fiber,Fiber,2842392-2,TRUE,FALSE,FALSE,,
1026,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2843071-1,TRUE,FALSE,FALSE,,
1027,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2843084-1,TRUE,FALSE,FALSE,,
1029,Cable / DSL,Cable / DSL,Cable / DSL,2843207-1,TRUE,FALSE,FALSE,,
1030,Cable / DSL,Cable / DSL,Cable / DSL,2843243-1,TRUE,FALSE,FALSE,,
1031,Fiber,Fiber,Fiber,2843488-1,TRUE,FALSE,FALSE,,
1032,Fiber,Fiber,Fiber,2843488-2,TRUE,FALSE,FALSE,,
1033,Fiber,Fiber,Other / Uncategorized,2843523-1,TRUE,TRUE,FALSE,,
1034,Fiber,Fiber,Other / Uncategorized,2843544-1,TRUE,TRUE,FALSE,,
1035,Fiber,Fiber,Other / Uncategorized,2843560-1,TRUE,TRUE,FALSE,,
1036,Fiber,Fiber,Other / Uncategorized,2843651-1,TRUE,TRUE,FALSE,,
1037,Fiber,Fiber,Other / Uncategorized,2843667-1,TRUE,TRUE,FALSE,,
1038,Fiber,Fiber,Fiber,2843667-2,TRUE,FALSE,FALSE,,
1039,Fiber,Fiber,Fiber,2843683-1,TRUE,FALSE,FALSE,,
1040,Fiber,Fiber,Other / Uncategorized,2843699-1,TRUE,TRUE,FALSE,,
1041,Fiber,Fiber,Fiber,2843718-1,TRUE,FALSE,FALSE,,
1042,Fiber,Fiber,Other / Uncategorized,2843743-1,TRUE,TRUE,FALSE,,
1043,Fiber,Fiber,Fiber,2843743-2,TRUE,FALSE,FALSE,,
1045,Fiber,Fiber,Other / Uncategorized,2843777-1,TRUE,TRUE,FALSE,,
1046,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2843844-1,TRUE,FALSE,FALSE,,
1047,Fiber,Fiber,Fiber,2844066-1,TRUE,FALSE,FALSE,,
1048,Copper,Copper,Copper,2844086-1,TRUE,FALSE,FALSE,,
1049,Cable / DSL,Cable / DSL,Cable / DSL,2844104-1,TRUE,FALSE,FALSE,,
1050,Fiber,Fiber,Other / Uncategorized,2844108-1,TRUE,TRUE,FALSE,,
1051,Fiber,Fiber,Other / Uncategorized,2844121-1,TRUE,TRUE,FALSE,,
1052,Fiber,Fiber,Fiber,2844121-2,TRUE,FALSE,FALSE,,
1053,Fiber,Fiber,Fiber,2844143-1,TRUE,FALSE,FALSE,,
1054,Fiber,Fiber,Other / Uncategorized,2844170-1,TRUE,TRUE,FALSE,,
1055,Fiber,Fiber,Fiber,2844188-1,TRUE,FALSE,FALSE,,
1056,Fiber,Fiber,Fiber,2844215-1,TRUE,FALSE,FALSE,,
1057,Fiber,Fiber,Fiber,2844231-1,TRUE,FALSE,FALSE,,
1058,Fiber,Fiber,Fiber,2844231-2,TRUE,FALSE,FALSE,,
1059,Fiber,Fiber,Fiber,2844262-1,TRUE,FALSE,FALSE,,
1060,Fiber,Fiber,Other / Uncategorized,2844277-1,TRUE,TRUE,FALSE,,
1061,Fiber,Fiber,Other / Uncategorized,2844277-2,TRUE,TRUE,FALSE,,
1062,Fiber,Fiber,Fiber,2844324-1,TRUE,FALSE,FALSE,,
1063,Fiber,Fiber,Other / Uncategorized,2844482-1,TRUE,TRUE,FALSE,,
1064,Fiber,Fiber,Other / Uncategorized,2844502-1,TRUE,TRUE,FALSE,,
1065,Fiber,Fiber,Other / Uncategorized,2844523-1,TRUE,TRUE,FALSE,,
1066,Fiber,Fiber,Fiber,2844533-1,TRUE,FALSE,FALSE,,
1067,Fiber,Fiber,Other / Uncategorized,2844548-1,TRUE,TRUE,FALSE,,
1068,Fiber,Fiber,Fiber,2844548-2,TRUE,FALSE,FALSE,,
1069,Fiber,Fiber,Fiber,2844566-1,TRUE,FALSE,FALSE,,
1070,Fiber,Fiber,Fiber,2844587-1,TRUE,FALSE,FALSE,,
1071,Fiber,Fiber,Other / Uncategorized,2844600-1,TRUE,TRUE,FALSE,,
1072,Fiber,Fiber,Fiber,2844620-1,TRUE,FALSE,FALSE,,
1073,Fiber,Fiber,Fiber,2844663-1,TRUE,FALSE,FALSE,,
1074,Fiber,Fiber,Other / Uncategorized,2844676-1,TRUE,TRUE,FALSE,,
1075,Fiber,Fiber,Fiber,2844676-2,TRUE,FALSE,FALSE,,
1076,Fiber,Fiber,Fiber,2844717-1,TRUE,FALSE,FALSE,,
1077,Copper,Copper,Copper,2844724-1,TRUE,FALSE,FALSE,,
1078,Fiber,Fiber,Fiber,2844731-1,TRUE,FALSE,FALSE,,
1079,Fiber,Fiber,Other / Uncategorized,2844747-1,TRUE,TRUE,FALSE,,
1080,Fiber,Fiber,Fiber,2844757-1,TRUE,FALSE,FALSE,,
1081,Fiber,Fiber,Fiber,2844792-1,TRUE,FALSE,FALSE,,
1082,Copper,Copper,Copper,2847640-1,TRUE,FALSE,FALSE,,
1086,Fiber,Fiber,Fiber,2848592-1,TRUE,FALSE,FALSE,,
1087,Fiber,Fiber,Fiber,2849048-1,TRUE,FALSE,FALSE,,
1088,Copper,Copper,Copper,2849093-1,TRUE,FALSE,FALSE,,
1089,Fiber,Fiber,Fiber,2849110-1,TRUE,FALSE,FALSE,,
1090,Fiber,Fiber,Fiber,2849488-1,TRUE,FALSE,FALSE,,
1093,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2850479-1,TRUE,FALSE,FALSE,,
1096,Fiber,Fiber,Fiber,2850803-1,TRUE,FALSE,FALSE,,
1097,Fiber,Fiber,Fiber,2851085-1,TRUE,FALSE,FALSE,,
1098,Fiber,Fiber,Fiber,2851211-1,TRUE,FALSE,FALSE,,
1099,Fiber,Fiber,Fiber,2851303-1,TRUE,FALSE,FALSE,,
1100,Copper,Copper,Copper,2851336-1,TRUE,FALSE,FALSE,,
1101,Fiber,Fiber,Fiber,2851608-1,TRUE,FALSE,FALSE,,
1102,Fiber,Fiber,Fiber,2851659-1,TRUE,FALSE,FALSE,,
1103,Fiber,Fiber,Fiber,2851799-1,TRUE,FALSE,FALSE,,
1105,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2852048-1,TRUE,FALSE,FALSE,,
1106,Fiber,Fiber,Fiber,2852174-1,TRUE,FALSE,FALSE,,
1107,Fiber,Fiber,Other / Uncategorized,2852631-1,TRUE,TRUE,FALSE,,
1108,Fiber,Fiber,Fiber,2852672-1,TRUE,FALSE,FALSE,,
1111,Fiber,Fiber,Fiber,2853808-1,TRUE,FALSE,FALSE,,
1112,Copper,Copper,Copper,2854083-1,TRUE,FALSE,FALSE,,
1113,Cable / DSL,Cable / DSL,Cable / DSL,2854506-1,TRUE,FALSE,FALSE,,
1114,Fiber,Fiber,Fiber,2854713-1,TRUE,FALSE,FALSE,,
1115,Fiber,Fiber,Fiber,2855024-1,TRUE,FALSE,FALSE,,
1116,Fiber,Fiber,Fiber,2855024-2,TRUE,FALSE,FALSE,,
1117,Fiber,Fiber,Fiber,2855075-1,TRUE,FALSE,FALSE,,
1120,Fiber,Fiber,Fiber,2855306-1,TRUE,FALSE,FALSE,,
1121,Fiber,Fiber,Fiber,2855542-1,TRUE,FALSE,FALSE,,
1123,Cable / DSL,Cable / DSL,Cable / DSL,2855737-1,TRUE,FALSE,FALSE,,
1124,Fiber,Fiber,Fiber,2855859-1,TRUE,FALSE,FALSE,,
1126,Copper,Copper,Copper,2855947-1,TRUE,FALSE,FALSE,,
1127,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2855978-1,TRUE,FALSE,FALSE,,
1129,Fiber,Fiber,Other / Uncategorized,2856364-1,TRUE,TRUE,FALSE,,
1130,Fixed Wireless,Fixed Wireless,Fixed Wireless,2856385-1,TRUE,FALSE,FALSE,,
1131,Fixed Wireless,Fixed Wireless,Fixed Wireless,2856414-1,TRUE,FALSE,FALSE,,
1132,Fixed Wireless,Fixed Wireless,Fixed Wireless,2856444-1,TRUE,FALSE,FALSE,,
1135,Fiber,Fiber,Fiber,2857122-1,TRUE,FALSE,FALSE,,
1136,Fiber,Fiber,Other / Uncategorized,2857224-1,TRUE,TRUE,FALSE,,
1140,Cable / DSL,Cable / DSL,Cable / DSL,2857901-1,TRUE,FALSE,FALSE,,
1142,Fiber,Fiber,Fiber,2858051-1,TRUE,FALSE,FALSE,,
1143,Fiber,Fiber,Fiber,2858180-1,TRUE,FALSE,FALSE,,
1145,Cable / DSL,Cable / DSL,Cable / DSL,2858397-1,TRUE,FALSE,FALSE,,
1146,Fiber,Fiber,Fiber,2858515-1,TRUE,FALSE,FALSE,,
1147,Fiber,Fiber,Fiber,2858554-1,TRUE,FALSE,FALSE,,
1148,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2858597-1,TRUE,FALSE,FALSE,,
1149,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2858844-1,TRUE,FALSE,FALSE,,
1150,Other / Uncategorized,Other / Uncategorized,Other / Uncategorized,2858883-1,TRUE,FALSE,FALSE,,
1151,Fiber,Fiber,Other / Uncategorized,2858905-1,TRUE,TRUE,FALSE,,
1152,Fiber,Fiber,Fiber,2858998-1,TRUE,FALSE,FALSE,,
