BE Name,esh_id,c1_discount_rate_max,c1_discount_rate_min,num_schools
UPSALA SCHOOL DISTRICT 487,922799,60,60,2
UPSHUR COUNTY SCHOOL DISTRICT,983872,80,80,10
URBANA CITY SCHOOL DISTRICT,949723,80,80,6
URBANA SCHOOL DISTRICT 116,901746,80,80,8
URBANDALE COMM SCHOOL DISTRICT,894475,50,50,8
USD #111 DONIPHAN WEST SCHOOLS,903401,80,80,4
USD 242 -  WESKAN SCHOOL,903685,70,70,2
USD 380 VERMILLION,903448,60,60,4
USD 468 HEALY PUBLIC SCHOOLS,903526,80,80,2
USD 505 CHETOPA-ST. PAUL,903455,80,80,5
UTICA CITY SCHOOL DISTRICT,946887,90,90,13
UTICA COMMUNITY SCHOOL DIST,920016,50,50,38
UTOPIA INDEP SCHOOL DISTRICT,970140,70,70,1
UVALDE CONS INDEP SCHOOL DIST,970141,90,90,9
UXBRIDGE PUBLIC SCHOOLS,911320,50,50,4
VACAVILLE UNIF SCHOOL DISTRICT,884018,60,60,13
VAIL SCHOOL DISTRICT 20,883394,60,60,15
VALDERS AREA SCHOOL DISTRICT,984239,60,50,3
VALDEZ CITY SCHOOL DISTRICT,882806,60,60,3
VALDOSTA CITY SCHOOL DISTRICT,890021,90,90,10
VALENTINE COMMUNITY SCHOOLS,936190,70,70,9
VALENTINE INDEPENDENT SCHOOL,970142,90,80,1
VALE SCHOOL DISTRICT 84,952101,90,80,4
VALHALLA UNION FREE SCH DIST,946888,40,40,4
VALIER SCHOOL DISTRICT 18,929169,80,80,4
VALLECITOS ELEM SCHOOL DIST,884021,90,90,1
VALLECITO UNION ELEM SCH DIST,884020,70,70,3
VALLE LINDO ELEM SCHOOL DIST,884019,90,90,2
VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT,881777,80,80,9
VALLEY CENTER UNIF SCHOOL DIST,903676,60,60,6
VALLEY CENTRAL SCHOOL DISTRICT,946627,60,60,7
VALLEY CITY SCHOOL DISTRICT 2,933771,70,60,4
VALLEY COMMUNITY SCHOOL DIST,894476,70,70,2
VALLEY-EDINBURG SCHOOL DISTRICT 118,933624,70,60,3
VALLEY FALLS UNIF SCH DIST 338,903677,80,80,2
VALLEY GROVE SCHOOL DISTRICT,954169,80,80,2
VALLEY HOME JOINT SCHOOL DIST,884023,80,80,1
VALLEY HTS UNIF SCH DIST 498,903680,80,80,3
VALLEY LOCAL SCHOOL DISTRICT,950186,80,80,3
VALLEY MILLS SCHOOL DISTRICT,970143,80,80,5
VALLEY PARK SCHOOL DISTRICT,924606,80,60,3
VALLEY SCHOOL DISTRICT 262,895499,80,80,1
VALLEY SCHOOL DISTRICT 70,983280,90,80,3
VALLEY SCHOOL DISTRICT R 6,924608,80,80,3
VALLEY SCHOOL DISTRICT R E 1,882600,70,70,7
VALLEY SPRINGS SCHOOL DIST 2,882792,80,80,3
VALLEY SPRINGS SCHOOL DISTRICT,882792,80,80,3
VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,946894,50,50,4
VALLEY STREAM UN FREE DIST 13,946889,50,50,4
VALLEY STREAM UN FREE DIST 24,946890,60,60,3
VALLEY STREAM UN FREE DIST 30,946892,60,60,3
VALLEY UNION HIGH SCH DIST 22,883398,90,90,1
VALLEY VIEW COMM UN DIST 365 U,901747,80,80,19
VALLEY VIEW INDEP SCHOOL DIST,970145,90,80,4
VALLEY VIEW SCHOOL DISTRICT,954170,60,50,4
VALLIANT INDEP SCHOOL DIST 11,951756,90,90,3
VALLIVUE SCHOOL DISTRICT 139,895409,80,80,12
VALMEYER SCHOOL DISTRICT,901748,60,60,3
VALPARAISO COMMUNITY SCHOOLS,902245,50,50,12
VAL VERDE UNIFIED SCHOOL DIST,884185,90,90,22
VAN ALSTYNE INDEP SCHOOL DIST,970146,60,50,3
VAN BUREN COMMUNITY SCH DIST,894478,70,70,2
VAN BUREN COUNTY SCHOOL DIST,967214,90,90,2
VAN BUREN LOCAL SCHOOL DIST,950365,50,40,3
VAN BUREN PUBLIC SCHOOLS,920017,80,80,9
VAN BUREN SCHOOL DISTRICT,882799,80,80,11
VAN BUREN SCHOOL DISTRICT 42,882799,80,80,11
VAN BUREN SCHOOL DISTRICT R 1,924609,80,80,2
VANCE COUNTY SCHOOL DISTRICT,929614,90,90,16
VANCOUVER SCHOOL DISTRICT,983283,80,60,42
VANDALIA BUTLER CITY SCH DIST,949724,50,50,6
VANDALIA SCHOOL DISTRICT 203,901749,80,80,4
VANDERBILT AREA SCHOOL DIST,920018,90,90,1
VANDERCOOK LAKE SCHOOL DIST,920019,80,80,2
VAN DYKE PUBLIC SCHOOL DIST,920020,90,90,7
VAN FAR SCHOOL DISTRICT,924610,80,80,2
VAN HORNESVILLE OWEN D. YOUNG CENTRAL SCH,946705,70,70,1
VAN INDEP SCHOOL DISTRICT,970148,80,80,5
VANLUE LOCAL SCHOOL DISTRICT,949977,70,70,2
VAN METER COMM SCHOOL DISTRICT,894479,50,50,2
VANOSS INDEP SCHOOL DISTRICT 9,951757,90,90,2
VAN VLECK INDEP SCHOOL DIST,970149,80,80,5
VAN WERT CITY SCHOOL DISTRICT,950392,80,80,7
VARNUM SCHOOL DISTRICT,951758,80,80,2
VASHON ISLAND SCHOOL DIST 402,983284,60,60,5
VASSAR PUBLIC SCHOOL DISTRICT,920021,80,80,5
VAUGHN MUNICIPAL SCHOOLS,942801,90,90,2
VAUGHN SCHOOL DISTRICT 74,928829,80,80,2
VEGA INDEP SCHOOL DISTRICT,970153,60,60,2
VELMA ALMA INDEP SCH DIST 15,951760,70,70,3
VELVA PUBLIC SCHOOL DISTRICT #1,933754,60,60,2
VENICE COMM UNIT SCH DIST 3,901750,90,90,1
VENTNOR CITY PUBLIC SCHOOLS,941672,80,80,2
VENTURA COMMUNITY SCHOOL DIST,894480,60,60,3
VENTURA UNIF SCHOOL DISTRICT,884024,60,60,30
VENUS INDEP SCHOOL DISTRICT,970154,80,80,5
VERDEN INDEP SCHOOL DIST 99,951763,80,80,2
VERDIGRIS INDEP SCHOOL DIST 8,951766,50,50,4
VERIBEST INDEPENDENT SCHOOL DISTRICT,970155,70,25,7
VERMILION LOCAL SCHOOL DIST,949908,60,60,3
VERMILION PARISH SCHOOL DIST,909765,80,80,19
VERMILLION SCHOOL DISTRICT 13-1,966001,70,70,4
VERNDALE SCHOOL DISTRICT 818,922800,80,80,2
VERNON ELEMENTARY DISTRICT,881473,80,80,1
VERNONIA SCHOOL DISTRICT 47 J,952348,70,70,4
VERNON INDEP SCHOOL DISTRICT,970156,80,80,6
VERNON PARISH SCHOOL BOARD,909766,80,80,20
VERNON SCHOOL DISTRICT,884335,60,60,8
VERNON TOWNSHIP SCHOOL DIST,941673,60,60,6
VERONA AREA SCHOOL DISTRICT,984240,50,50,8
VERONA BOARD OF EDUCATION,941674,20,20,6
VERONA SCHOOL DISTRICT R 7,924611,90,90,2
VERSAILLES SCHOOL DISTRICT,949796,50,50,3
VESTABURG COMM SCHOOL DISTRICT,920023,80,80,2
VESTAL CENTRAL SCHOOL DISTRICT,946896,50,50,7
VESTAVIA HILLS CITY SCH DIST,882349,40,40,8
VIAN INDEP SCHOOL DISTRICT 2,951768,90,90,3
VIBORG HURLEY SCHOOL DISTRICT #60-6,966002,70,70,5
VICI INDEP SCHOOL DISTRICT 5,951770,70,70,2
VICKSBURG COMM SCHOOL DISTRICT,920024,50,50,6
VICKSBURG-WARREN SCHOOL DIST,926712,90,90,16
VICTOR CENTRAL SCHOOL DISTRICT,946897,40,40,5
VICTOR ELEM SCHOOL DISTRICT,884025,90,90,17
VICTORIA INDEP SCHOOL DISTRICT,970157,80,80,27
VICTORIA UNIFIED SCH DIST 432,903678,60,60,2
VICTOR SCHOOL DISTRICT 7,929171,80,80,3
VICTOR VALLEY UN H S DISTRICT,883946,90,90,9
VIDALIA CITY SCHOOL DISTRICT,890022,80,80,4
VIDA SCHOOL DISTRICT 134,929172,50,50,2
VIDOR INDEP SCHOOL DISTRICT,970158,80,80,7
VIENNA SCHOOL DISTRICT 55,901752,80,80,1
VIGO COUNTY SCHOOL CORPORATION,902247,80,80,29
VILAS SCHOOL DISTRICT R E 5,882657,90,80,3
VILLA GROVE C U SCH DIST 302,901758,70,70,3
VILLA PARK SCHOOL DISTRICT 45,901759,80,80,8
VILLISCA COMMUNITY SCHOOL DIST,894481,80,80,2
VILONIA PUBLIC SCHOOL DISTRICT,882804,80,70,5
VILONIA SCHOOL DISTRICT,882804,80,80,5
VINCENNES COMM SCHOOL CORP,902248,80,80,6
VINELAND SCHOOL DISTRICT,941676,90,80,14
VINITA INDEP SCHOOL DIST 65,951772,80,80,4
VINTON CO LOCAL SCHOOL BOARD,950263,80,80,5
VINTON-SHELLSBURG COMM SCH DST,894482,70,70,4
VIOLA PUBLIC SCHOOL DISTRICT,882809,80,80,2
VIOLA SCHOOL DISTRICT,882809,80,80,2
VIRGINIA BEACH CITY SCH DIST,975656,60,60,85
VIRGINIA SCHOOL DISTRICT 706,922801,70,70,3
VIROQUA AREA SCHOOL DISTRICT,984242,70,70,3
VISALIA UNIFIED SCHOOL DISTRICT,884027,80,80,35
VISTA DEL MAR UN ELEM SCH DIST,884029,70,70,1
VISTA UNIFIED SCHOOL DISTRICT,884028,80,80,31
V I T COMM UNIT SCHOOL DIST 2,901715,70,70,3
VOORHEES TOWNSHIP SCHOOL DISTRICT,941677,40,40,5
VOORHEESVILLE CENTRAL SCH DIST,946898,40,40,3
VYSEHRAD INDEP SCHOOL DISTRICT,970159,70,70,2
WABASH CITY SCHOOLS,902249,80,80,4
WABASH COMMUNITY SCH DIST 348,901766,80,80,4
WABASSO SCHOOL DISTRICT 640,922803,60,60,4
WABENO AREA SCHOOL DISTRICT,984243,80,80,2
WACHUSETT REGIONAL SCHOOL DIST,911321,50,50,12
WACO COMMUNITY SCHOOL DISTRICT,894483,70,70,2
WACO INDEP SCHOOL DISTRICT,970160,90,90,33
WACONDA UNIFIED SCHOOL DISTRICT 272,903446,80,80,6
WACONIA SCHOOL DISTRICT 110,922804,50,50,7
WADENA-DEER CRK SCH DIST 2155,922218,80,80,3
WADSWORTH CITY SCHOOL DISTRICT,950398,50,50,8
WAELDER INDEP SCHOOL DISTRICT,970161,90,90,1
WAGNER COMM SCHOOL DISTRICT 11-4,966003,90,90,4
WAGONER INDEP SCHOOL DIST 19,951774,80,80,5
WAGON MOUND PUBLIC SCHOOLS,942969,90,90,2
WAHKIAKUM SCHOOL DISTRICT,983285,80,80,2
WAHLUKE SCHOOL DISTRICT 73,983288,90,90,6
WAHOO PUBLIC SCHOOL DISTRICT,936191,60,60,3
WAHPETON SCHOOL DISTRICT 37,933772,60,60,4
WAINWRIGHT SCHOOL DISTRICT 9,951775,90,90,1
WAITSBURG SCHOOL DISTRICT,983289,70,70,3
"WAKE COUNTY, NORTH CAROLINA PUBLIC SCHOOL SYSTEM",929615,60,60,171
WAKEENEY UNIFIED SCH DIST 208,903679,60,60,2
WAKEFIELD-MARENISCO AREA SCHOOLS,920025,80,80,1
WAKEFIELD-MARENISCO SCHOOL DISTRICT,920025,80,80,1
WAKEFIELD PUBLIC SCHOOL DIST,936192,80,80,2
WAKEFIELD SCHOOL DISTRICT,911322,40,40,6
WAKULLA COUNTY SCHOOL DISTRICT,889045,80,70,12
WALCOTT INDEP SCHOOL DISTRICT,970162,80,80,1
WALDRON AREA SCHOOL DISTRICT,920027,90,90,3
WALDRON PUBLIC SCHOOL DIST 45,882813,80,80,3
WALDRON SCHOOL DISTRICT,882813,80,80,3
WALDWICK SCHOOL DISTRICT,941678,40,40,4
WALKER COUNTY SCHOOL DISTRICT,890023,90,80,14
WALKER-HACKENSACK-AKELEY # 113,922507,80,80,3
WALKERVILLE PUBLIC SCHOOLS,920028,90,90,3
WALLACE,895500,80,80,2
WALLACE C C SCHOOL DIST 195,901772,60,60,1
WALLACE CO SCHOOL DISTRICT 241,903651,70,70,2
WALLACE PUBLIC SCHOOL DISTRICT,936193,60,60,2
WALLA WALLA SCHOOL DIST 140,983290,80,80,12
WALLED LAKE CONSOL SCH DIST,920029,50,50,22
WALLENPAUPACK AREA SCHOOL DIST,954171,80,80,5
WALLER INDEP SCHOOL DISTRICT,970164,80,80,9
WALL INDEP SCHOOL DISTRICT,970163,50,40,10
WALLINGFORD PUBLIC SCHOOLS,884337,40,40,15
WALLINGFORD-SWARTHMORE DIST,954172,40,40,6
WALLINGTON PUBLIC SCHOOL DIST,941682,50,50,3
WALLKILL CENTRAL SCH DISTRICT,946900,50,50,5
WALLKILL VLY REG HIGH SCH DIST,941680,50,50,1
WALLOWA SCHOOL DISTRICT 12,952349,80,80,2
WALL SCHOOL DISTRICT 51-5,966007,70,70,4
WALL TOWNSHIP SCHOOL DISTRICT,941681,40,40,6
WALNUT BEND ISD,970166,90,80,1
WALNUT COMMUNITY SCHOOL DIST,894485,80,80,3
WALNUT CREEK ELEM SCHOOL DIST,884030,40,40,6
WALNUT GROVE SCHOOL DIST R 5,924615,80,80,2
WALNUT SPRINGS INDEP SCH DIST,970167,90,90,2
WALNUT TWP LOCAL SCHOOL DIST,949918,80,80,2
WALNUT VALLEY UNIF SCHOOL DIST,884031,40,40,15
WALPOLE SCHOOL DISTRICT,911324,40,40,7
WALSH SCHOOL DISTRICT R E 1,882671,90,80,2
WALTERS INDEP SCHOOL DIST 1,951776,80,80,3
WALTHALL COUNTY SCHOOL DIST,926711,90,90,7
WALTHAM C.C. ELEMENTARY DIST. #185,901774,40,40,1
WALTHAM PUBLIC SCHOOL DISTRICT,911325,80,80,9
WALTHILL PUBLIC SCHOOL DIST,936195,90,90,2
WALTON CENTRAL SCHOOL DISTRICT,946901,80,80,3
WALTON COUNTY SCHOOL DIST,889046,80,80,19
WALTON COUNTY SCHOOL DISTRICT,890024,80,80,16
WALTON-VERONA INDEP SCH DIST,904566,60,60,3
WALTONVILLE C U SCHOOL DIST 1,901776,70,70,2
WALWORTH JOINT SCHOOL DIST 1,984245,80,80,1
WAMEGO UNIFIED SCHOOL DIST 320,903349,60,60,4
WANAQUE SCHOOL DISTRICT,941684,50,50,2
WANATAH PUBLIC SCHOOL,920086,70,70,
WA-NEE COMMUNITY SCHOOL DIST,902251,60,60,5
WANETTE INDEP SCH DISTRICT 115,951777,80,80,2
WANTAGH UN FREE SCHOOL DIST,946902,40,40,5
WAPAKONETA CITY SCH DISTRICT,949725,70,70,5
WAPANUCKA INDEP SCHOOL DIST 37,951780,80,80,2
Wapato School District 207,983292,90,90,6
WAPATO SCHOOL DISTRICT 207,983292,90,90,6
WAPELLO COMMUNITY SCHOOL DIST,894486,70,70,3
WAPPINGERS CENTRAL SCH DIST,946903,50,50,15
WAPSIE VALLEY COMM SCH DIST,894487,60,50,7
WARDEN SCHOOL DISTRICT 146-161,983293,90,90,3
WARE COUNTY SCHOOL DISTRICT,890025,90,90,9
WAREHAM SCHOOL DISTRICT,911328,90,90,7
WARE PUBLIC SCHOOL DISTRICT,911326,80,80,3
WARNER INDEP SCHOOL DIST 74,951781,80,80,2
WARNER SCHOOL DISTRICT 6-5,966008,60,50,3
WARNER UNIFIED SCHOOL DIST,881656,90,90,3
WARREN-ALVARADO-OSLO S D 2176,922220,70,70,3
WARREN CITY SCHOOL DISTRICT,949726,90,90,5
WARREN COMM UNIT SCH DIST 205,901780,70,70,2
WARREN CONS SCHOOL DISTRICT,920030,80,80,25
WARREN CO SCHOOL DISTRICT R 3,924617,80,80,5
WARREN COUNTY PUBLIC SCH DIST,904568,80,80,34
WARREN COUNTY SCHOOL DISTRICT,975657,90,70,8
WARREN HIGH SCHOOL DIST 121,901783,40,40,1
WARREN HILLS REGIONAL SCH DIST,941685,60,60,2
WARREN INDEP SCHOOL DISTRICT,970168,70,60,5
WARREN LOCAL SCHOOL DISTRICT,950385,70,70,4
WARREN PUBLIC SCHOOL DIST 1,881435,80,80,4
WARRENSBURG CENTRAL SCH DIST,946904,80,80,2
WARRENSBURG-LATHAM CUSD #11,901785,70,70,3
WARRENSBURG SCHOOL DISTRICT R6,924616,70,70,9
WARREN SCHOOL DISTRICT,881435,80,80,4
WARRENSVILLE HTS CITY SCH DIST,949728,90,90,4
WARRENTON-HAMMOND SCH DIST 30,952350,80,80,2
WARREN TOWNSHIP,941687,20,20,5
WARREN WOODS PUBLIC SCHOOLS,920031,80,80,8
WARRICK COUNTY SCHOOL CORP,902253,60,60,16
WARRIOR RUN SCHOOL DISTRICT,954176,60,60,4
WARROAD SCHOOL DISTRICT 690,922805,70,70,4
WARSAW CENTRAL SCHOOL DISTRICT,946905,70,70,2
WARSAW COMMUNITY SCHOOLS,902254,80,60,11
WARSAW C U SCHOOL DISTRICT 316,901786,70,70,2
WARSAW SCHOOL DISTRICT R 9,924618,90,80,5
WARWICK SCHOOL DEPARTMENT,959632,50,50,24
WARWICK SCHOOL DISTRICT,954177,50,50,6
WARWICK SCHOOL DISTRICT 29,933773,90,90,2
WARWICK VALLEY CENTRAL SCHOOL DISTRICT,946906,50,50,5
WASATCH COUNTY SCHOOL DISTRICT,972241,60,60,9
WASCO UNION ELEM SCHOOL DIST,884032,90,90,5
WASCO UNION HIGH SCHOOL DIST,884033,90,90,2
WASECA PUBLIC SCHOOLS,922806,70,70,7
WASHAKIE CO SCHOOL DISTRICT 01,984916,70,70,5
WASHAKIE COUNTY SCHOOL DIST 1,984916,70,70,5
WASHAKIE COUNTY SCHOOL DISTRICT #2,984908,60,60,1
WASHBURN SCHOOL DISTRICT,984248,80,70,3
WASHBURN SCHOOL DISTRICT 4,933774,50,50,2
WASHINGTON BOROUGH SCHOOL DIST,941688,70,70,2
WASHINGTON-CALDWELL SCH DIST,984253,40,40,1
WASHINGTON CENTRAL S U 32,980689,60,60,6
WASHINGTON C.H. CITY SCHOOL DISTRICT,950376,80,80,4
WASHINGTON COLONY ELEMENTARY SCHOOL DISTRICT,884034,90,90,1
WASHINGTON COMM SCHOOL DIST,894488,70,70,5
WASHINGTON COMM SCHOOLS INC,902255,80,80,6
WASHINGTON COMMUNITY H.S. DISTRIC #308,901790,50,50,1
WASHINGTON CO SCHOOL DISTRICT,890027,90,90,4
WASHINGTON COUNTY SCHOOL DIST,972242,90,60,47
WASHINGTON COUNTY SCHOOLS USD 108,903373,70,70,2
WASHINGTON COUNTY VIRGINIA SCHOOL DISTRICT,975660,70,70,17
WASHINGTON INDEP SCHOOL DIST 5,951782,60,60,3
WASHINGTON LOCAL SCHOOL DIST,950051,80,80,11
WASHINGTON-NILE LOCAL SCHOOL DISTRICT,950187,80,80,3
WASHINGTON NORTHEAST S U 41,980699,80,80,2
WASHINGTON PARISH SCHOOL DIST,909767,90,90,10
WASHINGTON SCHOOL DISTRICT,984249,90,50,2
WASHINGTON SCHOOL DISTRICT 6,883401,90,90,32
WASHINGTON SOUTH S U 43,980701,70,70,3
WASHINGTON TWP SCHOOL DISTRICT,941693,50,40,2
WASHINGTON UNIFIED SCHOOL DISTRICT,884035,90,90,13
WASHINGTON UNION ELEM SCH DIST,884036,40,20,4
WASHINGTONVILLE CTRL SCH DIST,946907,50,50,5
WASHINGTON WEST S U 42,980700,70,60,8
WASHOE COUNTY SCHOOL DISTRICT,943404,60,60,102
WASHOUGAL SCHOOL DIST 112-6,983294,60,60,7
WASHTUCNA SCHOOL DIST 109-43,993572,80,80,
WASKOM INDEP SCHOOL DISTRICT,970169,80,80,4
WATAUGA COUNTY SCHOOL DISTRICT,929618,90,70,9
WATCHUNG BOROUGH SCHOOL DIST,941694,40,40,2
WATCHUNG HILLS REG H S DIST,941695,40,40,1
WATERBURY SCHOOL DISTRICT,884338,90,90,30
WATERFORD GRADED SCH DIST 1 V,984252,50,50,4
WATERFORD-HALFMOON UNION FREE SCHOO DISTRICT,946908,50,50,2
WATERFORD SCHOOL DISTRICT,920032,80,40,21
WATERFORD TOWNSHIP SCHOOL DISTRICT,941696,60,60,3
WATERFORD UNIFIED SCH DIST,881751,90,90,6
WATERFORD UNION HIGH SCH DIST,984250,50,50,1
WATERLOO CENTRAL SCHOOL DIST,945871,80,80,5
WATERLOO COMM SCHOOL DISTRICT,894489,80,50,18
WATERLOO LOCAL SCHOOL DISTRICT,950147,70,70,3
WATERLOO SCHOOL DISTRICT,984254,70,70,4
WATERLOO SCHOOL DISTRICT 5,901799,60,60,5
WATERSMEET TWP SCHOOL DISTRICT,920033,80,80,1
WATERTOWN CITY SCHOOL DIST,946909,80,80,8
WATERTOWN-MAYER SCH DIST 111,922807,60,50,4
WATERTOWN PUBLIC SCHOOLS,884340,50,50,5
WATERTOWN SCHOOL DISTRICT,984255,70,50,7
WATERTOWN SCHOOL DISTRICT 14-4,966009,60,60,8
WATER VALLEY INDEP SCHOOL DIST,970170,80,80,5
WATER VALLEY SCHOOL DISTRICT,926714,80,80,2
WATERVILLE CENTRAL SCHOOL DIST,946910,70,70,2
WATERVILLE-ELYSIAN-MORRISTN 2143,922211,60,60,4
WATERVILLE SCHOOL DISTRICT 209,983296,80,80,2
WATERVLIET CITY SCHOOL DISTRICT,946911,80,80,2
WATERVLIET SCHOOL DISTRICT,920034,80,80,5
WATKINS GLEN CENTRAL DISTRICT,946912,70,70,3
WATONGA INDEP SCHOOL DIST 42,951783,80,80,3
WATSON CHAPEL SCHOOL DISTRICT,882818,90,80,5
WATTSBURG AREA SCHOOL DISTRICT,954181,60,60,3
WATTS SCHOOL DISTRICT 4,951785,90,90,2
WAUBAY SCHOOL DISTRICT 18-3,966010,80,80,3
WAUBUN SCHOOL DISTRICT 435,922808,80,80,4
WAUCONDA COMM UNIT DIST 118,901801,60,60,6
WAUGH ELEMENTARY SCHOOL DIST,884037,40,40,2
WAUKEE COMMUNITY SCHOOL DIST,894490,40,40,10
WAUKEGAN CUD60,901803,90,90,21
WAUKESHA SCHOOL DISTRICT,984257,60,60,20
WAUKOMIS INDEP SCH DISTRICT 1,951787,70,70,2
WAUNAKEE COMM SCHOOL DISTRICT,984258,40,40,6
WAUNETA-PALISADE SCH DIST 536,935909,80,80,4
WAUPACA SCHOOL DISTRICT,984259,70,70,4
WAUPUN AREA SCHOOL DISTRICT,984261,70,60,4
WAURIKA INDEP SCHOOL DIST 23,951788,80,80,3
WAUSA PUBLIC SCHOOL DISTRICT,936196,70,70,2
WAUSAUKEE SCHOOL DISTRICT,984264,80,80,3
WAUSAU SCHOOL DISTRICT,984262,80,80,18
WAUSEON SCHOOL DISTRICT,949797,70,70,4
WAUTOMA AREA SCHOOL DISTRICT,984265,80,80,4
WAUWATOSA SCHOOL DISTRICT,984267,50,50,16
WAVERLY CENTRAL SCHOOL DIST,946913,80,80,5
WAVERLY CITY SCHOOL DISTRICT,950135,90,90,4
WAVERLY COMM UNIT SCH DIST 6,901805,70,70,2
WAVERLY COMMUNITY SCHOOLS,920035,80,80,6
WAVERLY PUBLIC SCHOOL DISTRICT,935911,50,50,5
WAVERLY SCHOOL DISTRICT 14-5,966011,60,60,3
WAVERLY-SHELL ROCK COMMUNITY SCH DISTRICT,894491,60,60,7
WAWASEE COMMUNITY SCHOOL CORP,902080,70,70,5
WAXAHACHIE INDEP SCHOOL DIST,970171,80,80,12
WAYLAND-COHOCTON CTRL SCH DIST,945868,80,80,4
WAYLAND PUBLIC SCHOOLS,911331,40,40,5
WAYLAND UNION SCHOOL DIST,920036,70,70,7
WAYNE BOARD OF EDUCATION,941697,40,40,14
WAYNE CENTRAL SCHOOL DISTRICT,946914,50,50,5
WAYNE CITY UNIT SCH DIST 100,901807,80,80,3
WAYNE COMMUNITY SCHOOL DISTRICT,894492,80,80,2
WAYNE COUNTY PUBLIC SCHOOLS,929619,80,80,31
WAYNE COUNTY SCHOOL DISTRICT,983874,90,80,22
WAYNE COUNTY SCHOOLS,967219,80,80,8
WAYNE HIGHLANDS SCHOOL DIST,954178,70,70,6
WAYNE INDEP SCHOOL DISTRICT 10,951790,80,80,3
WAYNE LOCAL SCHOOL DISTRICT,950272,50,50,3
WAYNE PUBLIC SCHOOL DISTRICT,936197,70,70,4
WAYNESBORO AREA SCHOOL DIST,954182,60,60,6
WAYNESBORO CITY SCHOOL DIST,975661,80,80,6
WAYNESFIELD-GOSHEN SCHOOL DIST,949825,60,60,2
WAYNESVILLE SCHOOL DIST R 6,924623,70,60,9
WAYNE TRACE SCHOOL DISTRICT,950126,70,70,3
WAYNE-WESTLAND COMM SCHOOLS,919147,80,80,20
WAYNOKA INDEP SCHOOL DIST 3,951791,60,60,2
WAYZATA SCHOOL DISTRICT 284,922809,40,40,15
WEAKLEY COUNTY SCHOOL DISTRICT,967220,80,80,11
WEARE SCHOOL DISTRICT,937687,60,60,2
WEATHERFORD INDEP SCHOOL DIST,970172,60,60,11
WEATHERFORD SCHOOL DISTRICT 26,951793,80,80,5
WEATHERLY AREA SCHOOL DISTRICT,954183,80,70,3
WEATHERSFIELD SCHOOL DISTRICT,950253,60,60,3
WEAUBLEAU SCHOOL DISTRICT R 3,924624,80,70,2
WEAVER UNION SCHOOL DIST,884039,90,90,4
WEBB CITY SCHOOL DISTRICT R 7,924625,60,60,10
WEBB CONSOL INDEP SCHOOL DIST,970174,80,80,4
WEBBERS FALLS SCHOOL DIST I 6,951795,90,90,2
WEBBER TOWNSHIP H S DIST 204,901809,70,70,1
WEBBERVILLE COMM SCHOOL DIST,920037,80,80,3
WEBER COUNTY SCHOOL DISTRICT,972244,60,50,48
WEBSTER AREA SCHOOL DISTRICT 18-4,966012,60,60,3
WEBSTER CENTRAL SCHOOL DIST,946915,50,50,11
WEBSTER CITY COMM SCHOOL DIST,894493,70,70,5
WEBSTER COUNTY DISTRICT 74,936037,60,60,2
WEBSTER COUNTY SCHOOL DISTRICT,983876,90,80,6
WEBSTER GROVES SCHOOL DISTRICT,924627,40,40,9
WEBSTER PARISH SCHOOL DISTRICT,909769,80,80,16
WEBSTER SCHOOL DISTRICT,984271,80,80,3
WEEDSPORT CENTRAL SCHOOL DIST,946917,60,60,2
WEED UNION ELEMENTARY SCHOOL,996468,90,80,
WEEHAWKEN TOWNSHIP SCHOOL DIST,941698,60,60,3
WEEPING WATER PUBLIC SCHOOLS,936198,70,70,2
WEIMAR INDEP SCHOOL DISTRICT,970175,80,80,3
WEISER SCHOOL DISTRICT 431,895501,80,80,6
WELCH INDEP SCHOOL DISTRICT 17,951796,80,80,3
WELD COUNTY SCHOOLD DIST 6,882180,80,80,27
WELD COUNTY SCHOOL DISTRICT RE-1,882144,80,80,6
WELD COUNTY SCHOOL DISTRICT RE-4,882698,40,40,8
WELDON CITY SCHOOL DISTRICT,929620,90,90,5
WELD RE-5J JOHNSTOWN-MILLIKEN SCHOOL,882262,60,60,5
WELEETKA INDEP SCHOOL DIST 31,951797,90,90,3
WELLESLEY PUBLIC SCHOOLS,911334,40,40,9
WELLINGTON EX VILLAGE SCH DIST,949798,70,70,3
WELLINGTON INDEP SCHOOL DIST,970176,80,80,3
WELLINGTON-NAPOLEON DIST R 9,924628,70,70,2
WELLINGTON UNIF SCH DIST 353,903683,80,80,6
WELLMAN INDEP SCHOOL DISTRICT,970177,80,80,1
WELLPINIT SCHOOL DISTRICT 49,983297,90,90,6
WELLSBORO AREA SCHOOL DISTRICT,954185,70,70,4
WELLS CENTRAL SCHOOL DISTRICT,946919,80,70,1
WELLS INDEP SCHOOL DISTRICT,970180,80,80,2
WELLS-OGUNQUIT COMM SCH DIST,917524,60,60,3
WELLSTON CITY SCHOOL DISTRICT,949730,90,80,4
WELLSTON INDEP SCHOOL DIST 4,951799,80,80,3
WELLS TWP SCHOOL DISTRICT,920038,60,60,1
WELLSVILLE CENTRAL SCHOOL DIST,946920,80,80,3
WELLSVILLE LOCAL SCHOOL DIST,949732,80,80,3
WELLSVILLE-MIDDLETOWN DIST R 1,924629,80,80,2
