BE Name,esh_id,c1_discount_rate_max,c1_discount_rate_min,num_schools
MANHATTAN BEACH UNIF SCH DIST,881554,40,40,8
MANHATTAN SCHOOL DISTRICT 114,901382,40,40,3
MANHATTAN SCHOOL DISTRICT 3,929034,60,60,3
MANHATTAN UNIF SCHOOL DIST 383,903582,60,60,12
MANHEIM CENTRAL SCHOOL DIST,953898,60,60,5
MANHEIM TOWNSHIP SCHOOL DIST,953899,50,50,10
MANILA PUBLIC SCHOOL DIST 15,881626,80,80,3
MANILA SCHOOL DISTRICT,881626,80,80,3
MANISTEE AREA PUBLIC SCHOOLS,919813,80,80,7
MANISTIQUE AREA SCHOOLS,919814,80,80,3
MANITOU SPRINGS SCH DIST 14,882397,50,50,4
MANITOWOC PUBLIC SCHOOL DIST,984007,70,60,11
MANKATO SCHOOL DISTRICT 77,922674,60,60,24
MANNFORD INDEP SCHOOL DIST 3,951469,80,80,5
MANNHEIM SCHOOL DISTRICT 83,901383,90,90,5
MANNINGTON TWP SCHOOL DISTRICT,941387,50,50,1
MANNSVILLE SCHOOL DISTRICT 7,951470,90,90,1
MANOR ISD,969672,90,90,13
MANSFIELD CITY SCHOOL DISTRICT,949651,90,90,9
MANSFIELD INDEP SCHOOL DIST,969673,60,60,43
MANSFIELD PUBLIC SCHOOL DIST,911168,50,40,4
MANSFIELD SCHOOL DISTRICT,882494,80,70,3
MANSFIELD SCHOOL DISTRICT 207,983113,80,80,1
MANSFIELD SCHOOL DISTRICT R 4,924367,80,80,3
MANSFIELD TWP SCHOOL DISTRICT,941390,60,40,1
MANSON-NW WEBSTER COMM SCHOOLS,894354,60,60,2
MANSON SCHOOL DISTRICT 19,983114,90,90,3
MANTECA UNIFIED SCHOOL DISTRICT,883646,80,80,29
MANTENO SCHOOL DISTRICT 5,901384,60,60,4
MANTON CONS SCHOOL DISTRICT,919815,80,80,3
MANTUA TWP SCHOOL DISTRICT,941393,50,50,3
MANVEL SCHOOL DISTRICT 125,933707,60,60,1
MANVILLE PUBLIC SCHOOL DIST,941394,60,60,4
MANZANITA ELEM SCHOOL DISTRICT,883648,70,70,1
MANZANOLA SCHOOL DISTRICT 3J,882405,80,80,2
MAPLE CREEK ELEM SCHOOL DIST,883649,90,90,1
MAPLE DALE-INDIAN HL SCH DIST,983905,40,40,2
MAPLE ELEM SCHOOL DISTRICT,883650,80,80,1
MAPLE HEIGHTS SCHOOL DISTRICT,949652,90,90,5
MAPLE LAKE SCHOOL DISTRICT 881,922676,60,60,2
MAPLE RIVER SCHOOL DIST 2135,922206,70,70,5
MAPLE SCHOOL DISTRICT,984008,80,70,4
MAPLE SCHOOL DISTRICT 162,951471,60,60,1
MAPLE SHADE TOWNSHIP SCH DIST,941396,60,60,4
MAPLETON SCHOOL DISTRICT,949811,70,70,3
MAPLETON SCHOOL DISTRICT 01,882409,80,80,16
MAPLETON SCHOOL DISTRICT 32,952260,90,90,2
MAPLETON SCHOOL DISTRICT 7,933709,70,70,1
MAPLE VALLEY ANTHON-OTO SCHOOL DIST,894355,80,80,4
MAPLE VALLEY SCHOOL DISTRICT,919816,80,70,3
MAPLE VALLEY SCHOOL DISTRICT 4,933708,60,60,4
MAPLEWOOD LOCAL SCHOOL DIST,950248,70,70,3
MAPLEWOOD-RICHMOND HTS DIST,924368,60,60,4
MAQUOKETA COMM SCHOOL DISTRICT,894356,80,80,4
MAQUOKETA VALLEY COMMUNITY SCHOOL DIST.,894357,70,70,5
MARAIS DES CYGNES VLY S D 456,903590,80,80,3
MARANA SCHOOL DISTRICT 6,883208,60,60,19
MARATHON CENTRAL SCH DISTRICT,946594,80,80,2
MARATHON CITY SCHOOL DISTRICT,984009,60,60,2
MARATHON INDEP SCHOOL DISTRICT,969675,90,80,1
MARBLE CITY SCHOOL DIST 35,951472,90,90,1
MARBLE FALLS INDEP SCHOOL DIST,969676,80,80,7
MARBLEHEAD PUBLIC SCHOOL DIST,911169,40,40,8
MARCELINE SCHOOL DISTRICT R 5,924369,70,70,3
MARCELLUS CENTRAL SCHOOL DIST,946596,50,50,3
MARCELLUS COMMUNITY SCH DIST,919817,80,80,3
MARCOLA SCHOOL DISTRICT 79 J,952261,80,80,2
MARCUM-ILLINOIS UN ELEM S D,883651,80,80,1
MARCUS-MERIDEN-CLEGHORN COMMUNITY S D,894358,70,70,3
MARENGO COUNTY SCHOOL DISTRICT,882088,80,80,5
MARENGO HIGH SCHOOL DIST 154,901388,60,60,1
MARENGO-UNION ELEM S D 165,900658,80,80,2
MARFA INDEP SCHOOL DISTRICT,969677,80,80,2
MARGARETTA LOCAL SCHOOL DIST,949906,60,60,2
MARGARETVILLE CENTRAL SCH DIST,946597,80,80,1
MARGATE CITY PUBLIC SCH DIST,941397,40,40,2
MARICOPA UNIFIED SCH DIST 20,883210,80,80,10
MARICOPA UNIFIED SCHOOL DIST,883652,90,90,4
MARIEMONT CITY SCHOOL DISTRICT,949654,40,40,4
MARIES CO SCHOOL DISTRICT R 1,924613,70,70,2
MARIES CO SCHOOL DISTRICT R 2,924003,80,80,3
MARIETTA CITY SCHOOL DISTRICT,950386,80,70,6
MARIETTA CITY SCHOOLS ADMINISTRATIVE OFFICES (CENTRAL OFFICE),889963,80,80,13
MARIETTA INDEP SCH DISTRICT 16,951475,80,80,3
MARION C EARLY R 5 SCHOOL DIST,924371,80,80,3
MARION CENTER AREA SCHOOL DIST,953900,70,70,3
MARION CENTRAL SCHOOL DISTRICT,946599,70,70,2
MARION CITY SCHOOL DISTRICT,949656,90,90,8
MARION COMM SCHOOL DISTRICT 2,901389,80,80,7
MARION COMMUNITY SCHOOLS,902096,90,80,9
MARION CO SCHOOL DISTRICT R 2,924372,70,70,2
MARION COUNTY BOARD OF EDUCATION,882092,80,80,12
Marion County School District,889018,90,90,61
MARION COUNTY SCHOOL DISTRICT,983814,90,80,21
MARION INDEP SCHOOL DISTRICT,969678,60,50,4
MARION LOCAL SCHOOL DISTRICT,950401,50,50,2
MARION PUBLIC SCHOOL DISTRICT,919818,90,90,2
MARION SCHOOL DISTRICT,984013,80,50,2
MARION SCHOOL DISTRICT 60-3,965954,70,70,3
MARION UNIFIED SCHOOL DIST 408,903583,70,70,3
MARIONVILLE SCHOOL DISTRICT R9,924373,80,80,3
MARIPOSA CO UNIF SCHOOL DIST,883653,80,80,12
MARISSA C U SCHOOL DISTRICT 40,901390,90,90,2
MARKED TREE SCHOOL DISTRICT,882506,90,90,3
MARKESAN SCHOOL DISTRICT,984015,70,70,4
MARK TWAIN SCHOOL DISTRICT R 8,924375,80,80,1
MARK TWAIN UNION ELEM SCH DIST,883654,80,80,3
MARK WEST UNION ELEM SCH DIST,883655,50,50,1
MARLBORO CENTRAL SCHOOL DIST,946600,50,50,5
MARLBORO COUNTY SCHOOL DIST,962290,90,90,10
MARLBORO TWP SCHOOL DISTRICT,941399,40,40,8
MARLBOROUGH SCHOOL DISTRICT,911172,80,80,5
MARLEE SCHOOL DISTRICT,919819,70,70,1
MARLETTE COMM SCHOOL DISTRICT,919821,80,80,2
MARLINGTON LOCAL SCHOOL DIST,950210,70,70,5
MARLIN INDEP SCHOOL DISTRICT,969679,90,90,5
MARLOW INDEP SCHOOL DISTRICT 3,951476,80,80,3
MARMADUKE SCHOOL DISTRICT,881464,80,80,2
MARMATON VALLEY SCH DIST 256,903595,80,80,2
MAROA-FORSYTH C U S D #2,901393,60,60,3
MARPLE NEWTOWN SCHOOL DISTRICT,953901,40,40,6
MARQUAND-ZION SCHOOL DIST R 6,924376,90,90,2
MARQUARDT SCHOOL DISTRICT 15,901394,80,80,5
MARQUETTE AREA PUBLIC SCHOOLS,919145,50,50,7
MARS AREA SCHOOL DISTRICT,953902,40,40,5
MARSEILLES ELEM SCH DIST 150,900935,80,80,1
MARSHALL COUNTY BOARD OF EDUC,967155,80,70,9
MARSHALL COUNTY SCHOOL DIST,983816,90,80,13
MARSHALL CTY SCH DIST 441,922709,70,70,3
MARSHALL INDEP SCHOOL DISTRICT,969681,90,90,10
MARSHALL PUBLIC SCH DISTRICT,919822,60,60,6
MARSHALL PUBLIC SCHOOLS ISD #413,922678,70,70,5
MARSHALL SCHOOL DISTRICT,984016,80,60,4
MARSHALL SCHOOL DISTRICT C2,901395,70,70,4
MARSHALLTOWN COMM SCH DISTRICT,894360,80,80,9
MARSHFIELD SCH DISTRICT R 1,924379,80,80,5
MARSHFIELD SCHOOL DISTRICT,984018,60,40,7
MARSH VALLEY JOINT SCH DIST 21,895457,80,80,7
MARSING JOINT SCHOOL DIST 363,895458,80,80,4
MARTENSDALE-ST MARYS COMM S D,894361,60,60,2
MARTHA'S VINEYARD REG H S DIST,911175,60,60,1
MARTIN COUNTY SCHOOL DISTRICT,929574,90,60,11
MARTIN CO WEST SCH DIST 2448,922679,70,70,5
MART INDEP SCHOOL DISTRICT,969682,80,80,5
MARTINEZ UNIF SCHOOL DISTRICT,883656,50,50,9
MARTIN PUBLIC SCHOOLS,919823,70,70,2
MARTINS FERRY CITY SCHOOL DISTRICT,949658,80,80,3
MARTINS MILL SCHOOL DISTRICT,999682,70,70,
MARTINSVILLE C U SCH DIST 3 C,901397,80,80,2
MARTINSVILLE INDEP SCHOOL DIST,969684,70,70,2
MARTINSVILLE SCHOOL DISTRICT,975593,90,90,4
MARVELL-ELAINE SCHOOL DISTRICT,882512,90,90,2
MARVELL PUBLIC SCHOOL DISTRICT,882512,90,90,2
MARYETTA SCHOOL DISTRICT 22,951477,90,90,1
MARY M KNIGHT SCHOOL DIST 311,983115,80,80,2
MARYSVILLE EXMPT VLG SCH DIST,949778,60,60,8
MARYSVILLE JT UNIF SCHOOL DIST,883657,90,90,22
MARYSVILLE PUBLIC SCHOOL DIST,919824,50,50,5
MARYSVILLE SCHOOL DISTRICT 25,983118,60,60,27
MARYSVILLE UNIF SCH DIST 364,903360,70,70,2
MARYVILLE CITY SCHOOL DISTRICT,967157,50,50,8
MARYVILLE R 2 SCHOOL DISTRICT,924380,60,60,5
MARY WALKER SCHOOL DIST 207,983117,90,90,8
MASCENIC REG SCHOOL DISTRICT,937613,70,70,3
MASCOMA VALLEY REG SCHOOL DIST,937614,60,60,4
MASCONOMET REG HIGH SCH DIST,911176,40,40,2
MASCOUTAH SCHOOL DISTRICT 19,901398,60,60,4
MASHPEE PUBLIC SCHOOL DISTRICT,911177,50,50,4
MASON CITY COMM SCHOOL DIST,894362,80,80,8
MASON CITY SCHOOL DISTRICT,950271,40,40,6
MASON CONSOLIDATED SCHOOLS (MONROW),919826,70,70,3
MASON COUNTY CENTRAL SCH DIST,919827,80,80,5
MASON COUNTY EASTERN DISTRICT,919828,80,80,2
MASON COUNTY SCHOOL DISTRICT,983818,90,80,11
MASON ELEMENTARY SCHOOL,938864,50,50,
MASON INDEP SCHOOL DISTRICT,969685,80,70,3
MASON INDEP SCHOOL DISTRICT 2,951479,80,80,2
MASON PUBLIC SCHOOL DISTRICT,919825,60,50,5
MASSAC SCHOOL DISTRICT 1,901399,80,80,7
MASSAPEQUA ADMINISTRATION BUILDING,946602,40,40,9
MASSAPEQUA UNION FREE SCHOOL DISTRICT,946602,40,40,9
MASSENA CENTRAL SCHOOL DIST,946603,80,80,5
MASSILLON CITY SCHOOL DISTRICT,949659,80,80,9
MATAGORDA INDEP SCHOOL DIST,969687,90,90,2
MATANUSKA-SUSTINA BOROUGH SCHOOL DISTRICT,882700,60,60,39
MATAWAN-ABERDEEN REG SCH DIST,941400,50,50,6
MATHEWS COUNTY SCHOOL DISTRICT,975594,70,70,3
MATHEWS LOCAL SCHOOL DISTRICT,950242,70,70,4
MATHIS INDEP SCHOOL DISTRICT,969689,90,90,4
MATTAPOISETT SCHOOL DISTRICT,911178,40,40,2
MATTAWAN CONSOL SCHOOL DIST,919829,40,40,4
MATTESON SCHOOL DISTRICT 162,901400,90,90,7
MATTITUCK CUTCHOGUE SCH DIST,945880,40,40,2
MATTOLE UNIFIED SCHOOL DIST,881638,80,80,3
MATTOON SCHOOL DISTRICT 2,901401,80,80,5
MAUD INDEP SCHOOL DISTRICT,969690,80,80,2
MAUD INDEP SCHOOL DISTRICT 117,951481,90,90,2
MAUMEE CITY SCHOOL DISTRICT,949661,60,60,5
MAURICE RIVER TWP SCHOOL DIST,941401,60,60,1
MAURY COUNTY SCHOOL DISTRICT,967158,80,80,20
MAUSTON SCHOOL DISTRICT,984019,80,80,5
MAX SCHOOL DISTRICT 50,933711,70,70,2
MAXWELL MUNICIPAL SCHOOL DIST,942935,80,80,3
MAXWELL PUBLIC SCHOOLS,935913,60,60,2
MAXWELL UNIF SCHOOL DISTRICT,883658,80,80,2
MAYER UNIF SCHOOL DISTRICT 43,883214,90,90,4
MAYFIELD CENTRAL SCHOOL DIST,946606,70,60,2
MAYFIELD CITY SCHOOL DISTRICT,949662,50,50,7
MAYFIELD INDEP SCHOOL DISTRICT,904509,90,90,4
MAYFLOWER PUBLIC SCHOOL DIST,882516,80,80,3
MAYFLOWER SCHOOL DISTRICT,882516,80,80,3
MAY INDEPENDENT SCHOOL DIST,969692,80,80,2
MAYNARD PUBLIC SCHOOL DISTRICT,882521,90,90,2
MAYNARD SCHOOL DISTRICT,882521,80,80,2
MAYPEARL INDEP SCHOOL DISTRICT,969693,70,70,3
MAY-PORT C G PUBLIC SCHOOL,933592,60,60,3
MAYSVILLE INDEP SCHOOL DISTRICT,951484,80,80,2
MAYSVILLE LOCAL SCHOOL DIST,950112,80,80,3
MAYSVILLE R-1 SCHOOL DISTRICT,924381,80,70,2
MAYVILLE COMM SCHOOL DISTRICT,919830,80,80,3
MAYVILLE SCHOOL DISTRICT,984021,60,60,3
MAYWOOD BOARD OF EDUCATION,941403,50,50,2
MAYWOOD-MELROSE PARK-BROADVIEW S.D. #89,901403,90,90,10
MAYWOOD PUBLIC SCHOOL DISTRICT,936109,70,60,2
MAZON-VERONA-KINSMAN S D 2 C,901404,70,70,2
MCALESTER PUBLIC SCHOOLS I-80,951486,80,80,9
McAllen Indep School District,969694,80,80,35
MCBAIN RURAL AGRICULTURAL SCHL,919831,80,80,3
MCCALL-DONNELLY SCH DIST 421,895459,70,70,6
MCCAMEY INDEP SCHOOL DISTRICT,969697,80,80,3
MCCLAVE SCHOOL DISTRICT R E 2,882414,90,80,2
MCCLEARY SCHOOL DISTRICT 65,983119,80,80,1
MCCLELLAN C C SCHOOL DIST 12,901405,80,80,1
MCCLOUD UNION ELEM SCHOOL DIST,883660,90,90,1
MCCLUSKY SCHOOL DISTRICT 19,933712,70,70,2
MCCOMB LOCAL SCHOOL DISTRICT,949976,60,60,3
MCCOMB SCHOOL DISTRICT,926652,90,90,7
MCCOOK CENT SCHOOL DISTRICT 43-7,965838,60,60,4
MCCOOK PUBLIC SCHOOL DISTRICT,936110,70,70,5
MCCOOL JUNCTION PUBLIC SCHOOLS,936112,70,70,2
MCCORD SCHOOL DISTRICT 77,951488,80,80,1
MCCORMICK COUNTY SCHOOL DIST,962291,90,90,3
MCCRACKEN COUNTY SCHOOL DIST,904510,60,60,16
MCCREARY COUNTY SCHOOL DIST,904511,90,90,7
MCCRORY PUBLIC SCHOOL DISTRICT,882525,80,80,2
MCCRORY SCHOOL DISTRICT,882525,80,80,2
MCCURTAIN INDEP SCHOOL DIST 37,951485,80,80,2
MCDADE INDEP SCHOOL DISTRICT,969698,80,80,1
MCDONALD CO SCH DISTRICT R 1,924382,80,80,10
MCDONALD LOCAL SCHOOL DISTRICT,950249,60,60,2
MCDOWELL CO SCHOOL DISTRICT,983820,90,90,11
MCDOWELL COUNTY SCHOOL DIST,929575,80,80,12
MCDUFFIE COUNTY SCHOOL DIST,889965,90,90,6
MCFARLAND SCHOOL DISTRICT,984022,90,40,5
MCGEHEE PUBLIC SCHOOL DISTRICT,882529,80,80,2
MCGEHEE SCHOOL DISTRICT,882529,80,80,2
MCGRAW CENTRAL SCHOOL DISTRICT,946607,80,80,2
MCGREGOR INDEP SCHOOL DIST 4,922680,80,80,3
MCGREGOR INDEP SCHOOL DISTRICT,969699,80,80,4
MCGUFFEY SCHOOL DISTRICT,953905,70,70,4
MCHENRY COMM CONS SCH DIST 15,901406,50,50,8
MCHENRY HIGH SCHOOL DIST 156,901408,50,50,2
MCINTOSH COUNTY SCHOOL DISTRICT,889967,90,90,4
MCINTOSH SCHOOL DISTRICT 15-1,965955,80,80,3
MCKEESPORT AREA SCHOOL DIST,953906,90,90,6
MCKENZIE COUNTY SCHOOL DIST 1,933713,60,60,2
MCKENZIE SPECIAL SCHOOL DIST,967159,80,80,3
MCKINLEYVILLE UN ELEM SCH DIST,883662,80,80,3
MCKINNEY INDEP SCHOOL DISTRICT,969700,50,50,32
MCKITTRICK ELEMENTARY SCHOOL,958151,90,50,
MCLAUGHLIN SCHOOL DISTRICT 15-2,965957,90,90,3
MCLEAN COUNTY SCH DIST UNIT 5,901488,50,50,22
MCLEAN COUNTY SCHOOL DISTRICT,904512,80,80,5
MCLEAN INDEP SCHOOL DISTRICT,969701,70,70,1
MCLEOD INDEP SCHOOL DISTRICT,969702,70,70,3
MCLOUD PUBLIC SCHOOLS,951491,80,80,3
MCLOUTH UNIF SCHOOL DIST 342,903585,80,70,3
MCMINN COUNTY SCHOOL DISTRICT,967160,80,80,9
Mcminnville School District 40,952263,80,80,9
MCMINNVILLE SCHOOL DISTRICT 40,952263,80,80,9
MCMULLEN CO INDEP SCHOOL DIST,969703,60,60,2
MCNAIRY COUNTY BOARD OF EDUC,967162,80,80,8
MCNARY SCHOOL DISTRICT 23,883216,90,90,1
MCNEAL ELEM SCHOOL DISTRICT 55,883218,80,80,1
MCPHERSON UNIF SCHOOL DIST 418,903586,70,70,6
MCSWAIN UNION ELEM SCHOOL DIST,883664,70,70,1
MEADE COUNTY SCHOOL DISTRICT,904513,80,80,13
MEADE SCHOOL DISTRICT 46-1,965992,70,70,10
MEADE UNIFIED SCH DISTRICT 226,903587,80,80,2
MEADOW HEIGHTS SCHOOL DIST R 2,924466,80,80,2
MEADOW INDEP SCHOOL DISTRICT,969704,80,80,1
MEADOWS UNION ELEM SCHOOL DIST,883665,90,90,1
MEADOWS VALLEY SCHOOL DIST 11,895460,80,80,1
MEAD PUBLIC SCHOOL DISTRICT,936115,70,70,2
MEAD SCHOOL DISTRICT 354,983120,50,50,15
MEADVILLE SCHOOL DISTRICT R 4,924383,70,70,2
MECHANICSBURG AREA SCH DIST,953907,50,50,8
MECHANICSBURG SCHOOL DISTRICT,949779,70,70,2
MECHANICVILLE PUBLIC SCH DIST,946608,60,60,2
MECKLENBURG COUNTY SCHOOL DIST,975596,80,80,9
MEDFIELD PUBLIC SCHOOL DIST,911181,40,40,5
MEDFORD INDEP SCHOOL DIST 54,951492,80,80,2
MEDFORD LAKES SCHOOL DISTRICT,941404,40,40,2
MEDFORD SCHOOL DISTRICT,984024,70,60,4
MEDFORD SCHOOL DISTRICT 549 C,952264,80,80,19
MEDFORD SCHOOL DISTRICT 763,922681,60,60,2
MEDFORD TOWNSHIP BOARD OF EDUCATION,941405,40,40,7
MEDIAPOLIS COMM SCHOOL DIST,894364,60,60,3
MEDICAL LAKE SCHOOL DIST 326,983122,60,60,6
MEDICINE LAKE SCH DISTRICT 7,929037,60,60,3
MEDICINE VALLEY PUBLIC SCHOOLS,936117,70,70,2
MEDINA CENTRAL SCHOOL DISTRICT,946609,80,80,4
MEDINA CITY SCHOOL DISTRICT,949663,40,40,11
MEDINAH ELEM SCHOOL DIST 11,901410,60,60,3
MEDINA INDEP SCHOOL DISTRICT,969706,80,80,2
MEDINA SCHOOL DISTRICT 3,933714,70,60,2
MEDINA VALLEY INDEP SCH DIST,969707,80,80,7
MEDORA COMMUNITY SCHOOL CORP,901977,90,90,2
MEDWAY PUBLIC SCHOOLS,911183,40,40,5
MEDWAY SCHOOL DISTRICT,917423,80,80,1
MEEKER INDEP SCHOOL DIST IO-95,951494,80,80,3
MEEKER SCHOOL DISTRICT RE 1,882418,60,60,3
MEHLVILLE SCHOOL DISTRICT R 9,924384,50,50,16
MEIGS COUNTY SCHOOLS,967163,90,90,4
MEIGS LOCAL SCHOOL DISTRICT,950080,90,90,4
MELBA JOINT SCHOOL DIST 136,895461,80,80,3
MELBOURNE PUBLIC SCHOOL DIST,882534,80,80,3
MELBOURNE SCHOOL DISTRICT,882534,80,80,3
MELCHER-DALLAS COMM SCH DIST,894365,70,70,3
MELISSA INDEP SCHOOL DISTRICT,969709,40,40,5
MELLEN SCHOOL DISTRICT,984026,80,80,2
MELROSE-MINDORO SCHOOL DIST,984027,70,70,3
MELROSE MUNICIPAL SCHOOL DIST,942937,70,70,3
MELROSE PUBLIC SCHOOLS,922682,70,70,3
MELROSE SCHOOL DISTRICT,911185,40,40,7
MELSTONE SCHOOL DIST 64 J-64 H,929040,80,80,3
MELVINDALE-N ALLEN PARK SCHS,919832,90,90,4
MEMPHIS COMM SCHOOL DISTRICT,919833,70,70,3
MEMPHIS INDEP SCHOOL DISTRICT,969711,80,80,4
MENAHGA SCHOOL DISTRICT 821,922683,80,80,2
MENANDS UNION FREE SCHOOL DIST,946610,50,50,1
MENA PUBLIC SCHOOL DISTRICT,882540,80,80,4
MENARD ISD,969712,80,80,3
MENA SCHOOL DISTRICT,882540,80,80,4
MENASHA SCHOOL DISTRICT,984028,80,80,7
MENDHAM BOROUGH SCHOOL DIST,941406,40,40,2
MENDHAM TOWNSHIP SCHOOL DIST,941407,20,20,2
MENDOCINO UNIF SCHOOL DISTRICT,883666,70,70,7
MENDON COMMUNITY SCHOOL,919834,70,70,2
MENDON-UPTON REG SCH DISTRICT,911186,40,40,4
MENDOTA SCHOOL DISTRICT 289,901412,80,80,3
MENDOTA TWP HIGH SCH DIST 280,901413,70,70,1
MENDOTA UNIFIED SCHOOL DIST,881548,90,90,6
MENIFEE COUNTY SCHOOL DISTRICT,904515,90,90,4
MENIFEE UNION ELEMENTARY SCHOOL DISTRICT,883668,60,60,13
MENLO PARK CITY ELEM SCH DIST,883669,40,40,4
MENNO SCHOOL DISTRICT 33-2,965958,80,70,6
MENOKEN SCHOOL DISTRICT 33,933715,50,50,1
MENOMINEE INDIAN SCHOOL DIST,984031,90,90,3
MENOMONEE FALLS PUB SCH DIST,984030,60,40,6
MENOMONIE AREA SCHOOL DISTRICT,984032,70,70,7
MENTOR SCHOOL DISTRICT,949780,50,50,13
MEQUON-THIENSVILLE SCHOOL DIST,984033,40,40,6
MERAMEC VALLEY SCHOOL DIST R3,924460,70,70,8
MERCED CITY ELEM SCHOOL DIST,883670,90,90,17
MERCEDES INDEP SCHOOL DISTRICT,969713,90,90,12
MERCED RIVER UNION ELEM DIST,883671,90,90,2
MERCED UNION HIGH SCHOOL DIST,883672,90,90,9
MERCER AREA SCHOOL DISTRICT,953909,70,70,3
MERCER COUNTY SCHOOL DISTRICT,983822,80,80,26
MERCER COUNTY SCHOOL DISTRICT 404,900872,70,70,5
MERCER COUNTY SCHOOLS,904516,80,80,9
MERCER ISLAND SCHOOL DIST 400,983123,40,40,5
MERCER SCHOOL DISTRICT,984034,80,80,1
MERCHANTVILLE SCHOOL DISTRICT,941409,50,50,1
MEREDOSIA-CHAMBERSBURG S D 11,901415,70,70,3
MERIDEN SCHOOL DISTRICT,884255,80,80,12
MERIDIAN COMM UN SCH DIST 15,900691,70,70,4
MERIDIAN COMM UN SCH DIST 223,901416,70,70,4
MERIDIAN ELEMENTARY SCH DIST,883673,80,80,1
MERIDIAN INDEP SCHOOL DISTRICT,969714,80,80,2
MERIDIAN JOINT SCHOOL DISTRICT,895462,50,50,53
MERIDIAN PUBLIC SCHOOL DIST,936119,80,70,2
MERIDIAN SCHOOL DISTRICT,926653,90,90,12
MERIDIAN SCHOOL DISTRICT 505,983124,70,70,5
MERIWETHER CO SCHOOL DISTRICT,889968,90,90,8
MERKEL INDEP SCHOOL DISTRICT,969715,80,80,7
MERRICK UNION FREE SCHOOL DIST,946613,40,40,3
MERRILL COMM SCHOOL DISTRICT,919837,80,80,3
MERRILL SCHOOL DISTRICT,984035,70,70,7
MERRILLVILLE COMM SCH CORP,902177,80,80,8
MERRIMACK SCHOOL DISTRICT,937616,40,40,6
MERRIMACK VALLEY SCHOOL DISTRICT,937617,60,60,7
MERRITT INDEP SCHOOL DIST 2,951495,80,80,2
MERTON COMMUNITY SCHOOL DISTRICT,984038,40,40,2
MESABI EAST SCHOOL DIST 2711,922829,70,70,2
MESA UNIF SCHOOL DISTRICT 4,883220,80,80,90
MESA UNION ELEM SCHOOL DIST,883674,70,70,1
MESA VALLEY SCHOOL DIST 51,882170,60,60,42
MESA VISTA CONS SCHOOL DIST,942943,90,90,4
MESICK CONSOLIDATED SCHOOL DISTRICT,919839,80,80,2
Mesquite Independent School District,969717,80,80,47
MESQUITE INDEP SCHOOL DISTRICT,969717,80,80,47
METAMORA C C SCHOOL DISTRICT 1,901417,60,60,1
METAMORA HIGH SCHOOL,927754,50,50,
METCALFE COUNTY SCHOOL DIST,904517,80,80,7
METHACTON SCHOOL DISTRICT,953894,40,40,8
METHOW VALLEY SCHOOL DIST 350,983127,70,70,4
METHUEN PUBLIC SCHOOLS,911187,60,60,5
METROPOLITAN NASHVILLE PUBLIC SCHOOLS,967173,90,90,140
METRO SCH DIST OF SHAKAMAK,902185,80,80,2
METUCHEN SCHOOL DISTRICT,941410,40,40,4
MEXIA INDEP SCHOOL DISTRICT,969718,90,90,6
MEXICO CENTRAL SCHOOL DISTRICT,946614,80,80,5
MEXICO SCHOOL DISTRICT 59,924387,80,80,6
MEYERSDALE AREA SCHOOL DISTRICT,953910,70,70,3
MEYERSVILLE INDEP SCHOOL DIST,969719,60,60,2
M F L MAR MAC COMM SCHOOL DIST,894351,70,70,4
MIAMI AREA UNIF SCH DIST 40,883222,80,80,4
MIAMI-DADE COUNTY PUBLIC SCHOOLS,888987,90,90,412
MIAMI EAST LOCAL SCHOOL DIST,950088,60,60,3
MIAMI INDEP SCHOOL DISTRICT,969720,50,50,1
MIAMI INDEP SCHOOL DISTRICT 23,951496,80,80,7
MIAMISBURG CITY SCHOOL DIST,949665,60,60,9
MIAMI TRACE SCHOOL DISTRICT,950375,70,70,3
MIAMI-YODER SCHOOL DIST 60 JT,882427,80,80,3
MICHIGAN CENTER PUB SCH DIST,919840,60,60,3
MICHIGAN CITY AREA SCHOOLS,902099,90,90,14
MID-BUCHANAN SCHOOL DIST R 5,924222,60,60,2
MIDDLEBERG SCHOOL DISTRICT 96,951497,70,70,1
MIDDLEBORO SCHOOL DISTRICT,911188,60,50,5
MIDDLEBURGH CENTRAL SCH DIST,946617,70,60,3
MIDDLEBURY COMM SCHOOL CORP,902100,60,60,7
MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,946615,50,50,14
MIDDLE GROVE SCHOOL DIST C 1,924390,80,80,1
MIDDLESBORO INDEP SCHOOL DIST,904518,90,90,7
MIDDLESEX BOROUGH PUB SCHOOLS,941412,50,50,5
MIDDLESEX COUNTY SCHOOL DIST,975597,80,80,3
MIDDLETON-CROSS PLAINS AREA SCHOOL DISTRICT,984041,40,40,10
Middleton Public Schools,911189,40,40,2
MIDDLETON SCHOOL DISTRICT 134,895463,60,60,6
MIDDLETOWN AREA SCHOOL DIST,953913,60,60,5
MIDDLETOWN CITY SCHOOL DIST,946618,80,80,7
MIDDLETOWN CITY SCHOOLS,949666,90,90,10
MIDDLETOWN SCHOOL DISTRICT,959617,60,50,5
MIDDLE TOWNSHIP SCHOOL DIST,941411,60,40,4
MIDDLETOWN UNIFIED SCHOOL DIST,883675,80,80,8
MIDD-WEST SCHOOL DISTRICT,953912,70,70,7
MIDFIELD CITY SCHOOL DISTRICT,882097,90,90,4
MIDKOTA PUBLIC SCHOOLS,933593,70,70,2
MIDLAND BOROUGH SCHOOL DIST,953914,90,90,1
